town,ward,precinct,office,district,party,candidate,votes
Natick,-,4,U.S. House,7th,,Total Votes Cast,1587
Boston,10,6,U.S. House,8th,,All Others,8
Dedham,-,7,President,,Green-Rainbow,McKinney and Clemente,4
Shrewsbury,-,1,State Senate,2nd Worcester,,Total Votes Cast,2038
Fall River,7,A,State House,6th Bristol,,Blank Votes,112
Cambridge,4,3,State Senate,1st Suffolk and Middlesex,,Blank Votes,185
Woburn,2,1,President,,,Total Votes Cast,1380
Lawrence,D,2,U.S. Senate,,,All Others,1
Sharon,-,5,President,,Democratic,Obama and Biden,1340
Boston,5,6,U.S. House,8th,,Blank Votes,309
Plymouth,-,2,President,,Constitution Party,Baldwin and Castle,4
Quincy,6,3,State House,1st Norfolk,,All Others,14
Burlington,-,6,U.S. House,6th,,All Others,1
Cambridge,8,3,Governor's Council,6th,,All Others,2
Cambridge,10,3,President,,Democratic,Obama and Biden,1176
Springfield,7,C,Governor's Council,8th,Republican,Michael Franco,413
Quincy,2,2,Governor's Council,4th,,All Others,17
Scituate,-,2,State House,4th Plymouth,Democratic,James M. Cantwell,1057
Northbridge,-,4,President,,Green-Rainbow,McKinney and Clemente,3
Hingham,-,2,President,,Republican,McCain and Palin,978
N. Attleborough,-,9,State House,14th Bristol,,Total Votes Cast,1694
Belchertown,-,C,State House,7th Hampden,,Blank Votes,533
Gloucester,2,2,Governor's Council,5th,,Total Votes Cast,1194
Cambridge,2,1,President,,Unenrolled,Nader and Gonzalez,7
Fall River,2,A,U.S. House,3rd,,Blank Votes,193
Ayer,-,1,U.S. Senate,,Democratic,John F. Kerry,1026
Lawrence,C,4,U.S. Senate,,Republican,Jeffrey K. Beatty,53
New Bedford,4,C,State House,13th Bristol,,All Others,6
Boston,7,10,State Senate,1st Suffolk,,Blank Votes,210
Boston,5,7,U.S. Senate,,Libertarian,Robert J. Underwood,34
N. Attleborough,-,2,State Senate,"Norfolk, Bristol and Middlesex",,All Others,3
Fitchburg,5,B,U.S. House,1st,,All Others,2
Lynn,2,2,President,,Libertarian,Barr and Root,6
Falmouth,-,2,State House,"Barnstable, Dukes and Nantucket",Unenrolled,Jacob D. Ferreira,132
TOTALS,,,State House,6th Middlesex,,Total Votes Cast,18520
Barnstable,-,3,President,,,All Others,0
Barnstable,-,4,U.S. Senate,,,All Others,0
Springfield,2,B,U.S. House,2nd,,Blank Votes,150
Pittsfield,2,A,U.S. House,1st,Republican,Nathan A. Bech,90
Oak Bluffs,-,1,State Senate,Cape and Islands,Democratic,Robert A. O'Leary,2013
Boston,1,15,U.S. House,8th,Democratic,Michael E. Capuano,0
Berlin,-,1,President,,Libertarian,Barr and Root,27
Pepperell,-,2,President,,,Total Votes Cast,2141
Boston,1,2,State Senate,1st Suffolk and Middlesex,,Blank Votes,117
Newton,8,4,U.S. House,4th,,Total Votes Cast,1221
Plainfield,-,1,President,,Republican,McCain and Palin,89
Billerica,-,11,State House,22nd Middlesex,,All Others,2
Chelsea,2,1,U.S. House,8th,,All Others,0
Boston,6,8,U.S. Senate,,Libertarian,Robert J. Underwood,21
Colrain,-,1,U.S. Senate,,Republican,Jeffrey K. Beatty,206
Danvers,-,8,President,,,All Others,11
Southborough,-,1,U.S. Senate,,Libertarian,Robert J. Underwood,51
Boston,19,9,U.S. House,8th,,All Others,7
Newton,5,3,Governor's Council,3rd,,Total Votes Cast,1614
Greenfield,-,2,State House,2nd Franklin,Republican,Robert E. Parks,212
W. Newbury,-,1,U.S. Senate,,Republican,Jeffrey K. Beatty,1108
Boston,12,2,State Senate,2nd Suffolk,Unenrolled,William Theodore Leonard,63
Boxborough,-,1,State Senate,Middlesex and Worcester,,Blank Votes,164
Brockton,4,D,President,,,No Preference,0
Boston,1,9,State Senate,1st Suffolk and Middlesex,,Total Votes Cast,492
Taunton,4,A,President,,,Total Votes Cast,1490
Fitchburg,6,B,President,,,Blank Votes,8
Pelham,-,1,President,,,All Others,5
Windsor,-,1,U.S. House,1st,Democratic,John W. Olver,418
Melrose,2,1,President,,Constitution Party,Baldwin and Castle,1
Medford,3,1,State House,35th Middlesex,Democratic,"Paul J. Donato, Sr.",1539
Springfield,1,C,U.S. Senate,,,Blank Votes,70
Springfield,5,F,State Senate,1st Hampden and Hampshire,,Blank Votes,277
Framingham,-,8,U.S. House,7th,Democratic,Edward J. Markey,1283
Falmouth,-,1,President,,Democratic,Obama and Biden,1650
Danvers,-,5,U.S. Senate,,,Blank Votes,41
Wilmington,-,5,Governor's Council,5th,Democratic,Mary-Ellen Manning,1470
Newton,6,4,President,,Constitution Party,Baldwin and Castle,0
Winthrop,-,5,President,,Green-Rainbow,McKinney and Clemente,3
Medford,6,2,U.S. Senate,,Republican,Jeffrey K. Beatty,436
Saugus,-,1,State Senate,3rd Essex and Middlesex,Democratic,Thomas M. McGee,891
Plymouth,-,3,State House,1st Plymouth,,All Others,2
Worcester,8,5,U.S. Senate,,Libertarian,Robert J. Underwood,41
Lynn,4,4,U.S. Senate,,,Total Votes Cast,1189
Springfield,4,E,President,,Constitution Party,Baldwin and Castle,1
TOTALS,,,State House,18th Middlesex,,Total Votes Cast,9522
Medford,6,1,State House,23rd Middlesex,,All Others,0
Chelmsford,-,1,U.S. House,5th,Democratic,Nicola S. Tsongas,1475
Fall River,1,D,State House,7th Bristol,,Blank Votes,93
Medford,3,2,State House,23rd Middlesex,Republican,"John L. Worden, III",56
Concord,-,4,State Senate,3rd Middlesex,,Blank Votes,129
Lee,-,4,Governor's Council,8th,,Total Votes Cast,652
Lowell,5,1,U.S. Senate,,,All Others,2
TOTALS,,,State House,8th Middlesex,Democratic,Carolyn C. Dykema,11680
Boston,18,8,Governor's Council,2nd,Democratic,Kelly A. Timilty,1070
Chelsea,4,2,State House,16th Suffolk,,All Others,0
Haverhill,2,3,U.S. House,5th,,Total Votes Cast,765
Lynn,3,4,State House,8th Essex,,Total Votes Cast,117
Rockland,-,6,State House,5th Plymouth,Democratic,Robert J. Nyman,1140
Belmont,-,4,President,,,No Preference,0
Haverhill,2,3,U.S. House,5th,,Blank Votes,177
Norton,-,2,U.S. House,4th,Unenrolled,Susan Allen,138
Mount Washington,-,1,President,,Republican,McCain and Palin,21
Douglas,-,2,U.S. House,2nd,Democratic,Richard E. Neal,1514
Pembroke,-,1,U.S. House,10th,,Blank Votes,580
Attleboro,2,A,U.S. Senate,,Republican,Jeffrey K. Beatty,575
Springfield,5,B,State House,11th Hampden,,Blank Votes,181
Chelsea,1,1,President,,,Total Votes Cast,365
Milton,-,3,Governor's Council,2nd,,Total Votes Cast,1434
Worcester,2,1,President,,Unenrolled,Nader and Gonzalez,14
Uxbridge,-,4,State House,18th Worcester,,All Others,25
Hopkinton,-,3,President,,Green-Rainbow,McKinney and Clemente,2
Lee,-,1,U.S. Senate,,Libertarian,Robert J. Underwood,22
Gloucester,1,1,Governor's Council,5th,,Blank Votes,713
Sudbury,-,1,State House,13th Middlesex,,Blank Votes,114
Worcester,4,2,U.S. House,3rd,,Total Votes Cast,1148
Belmont,-,6,U.S. House,7th,,All Others,2
Boston,20,8,President,,,Blank Votes,0
Weymouth,-,6,U.S. Senate,,,Total Votes Cast,1776
Worcester,6,3,State Senate,2nd Worcester,,All Others,3
TOTALS,,,State House,12th Suffolk,Democratic,Linda Dorcena Forry,12501
Boston,13,6,President,,Unenrolled,Nader and Gonzalez,5
Boxford,-,2,President,,,No Preference,0
Winthrop,-,6,U.S. House,7th,,Total Votes Cast,1432
Arlington,-,1,President,,Green-Rainbow,McKinney and Clemente,1
Cambridge,7,2,President,,Democratic,Obama and Biden,764
Springfield,3,C,Governor's Council,8th,,Total Votes Cast,385
Sharon,-,1,President,,Republican,McCain and Palin,622
Lexington,-,5,State Senate,4th Middlesex,,All Others,2
W. Springfield,-,6,U.S. Senate,,Libertarian,Robert J. Underwood,67
Marlborough,2,1,President,,Constitution Party,Baldwin and Castle,4
Malden,1,1,U.S. Senate,,Democratic,John F. Kerry,785
Agawam,-,3,Governor's Council,8th,,Total Votes Cast,1765
Springfield,7,C,State House,12th Hampden,,All Others,9
New Bedford,4,A,U.S. Senate,,,Total Votes Cast,651
Cambridge,1,1,State House,26th Middlesex,,Total Votes Cast,1644
Orleans,-,1,U.S. House,10th,,All Others,25
Pembroke,-,4,President,,,Total Votes Cast,1965
Stoneham,-,2,President,,,No Preference,0
Milton,-,6,State Senate,"Norfolk, Bristol and Plymouth",Democratic,Brian A. Joyce,974
Belmont,-,7,Governor's Council,3rd,,All Others,21
Ludlow,-,6,President,,Republican,McCain and Palin,910
Boston,20,6,U.S. House,9th,,Blank Votes,315
Chelsea,3,3,Governor's Council,6th,,All Others,0
Boston,2,2,U.S. Senate,,,Total Votes Cast,1446
Boston,19,11,State Senate,Suffolk and Norfolk,,Blank Votes,208
Lynn,6,3,President,,Democratic,Obama and Biden,508
Sudbury,-,3,President,,Unenrolled,Nader and Gonzalez,13
Northborough,-,1,President,,,Blank Votes,19
Boston,20,3,Governor's Council,2nd,,Total Votes Cast,1127
New Bedford,2,D,Governor's Council,1st,,Blank Votes,192
New Bedford,3,D,President,,Republican,McCain and Palin,122
Dracut,-,3,State Senate,2nd Essex and Middlesex,,All Others,0
Boston,7,3,State Senate,1st Suffolk,Democratic,Jack Hart,1087
Arlington,-,17,President,,Libertarian,Barr and Root,3
Lawrence,F,1,President,,,Total Votes Cast,1169
TOTALS,,,State House,29th Middlesex,,Total Votes Cast,20309
Chicopee,6,BE,U.S. Senate,,Republican,Jeffrey K. Beatty,485
Lincoln,-,1,State House,13th Middlesex,Democratic,Thomas P. Conroy,1158
Swampscott,-,4,U.S. House,6th,Democratic,John F. Tierney,1014
Alford,-,1,State House,4th Berkshire,Democratic,"William ""Smitty"" Pignatelli",275
Swampscott,-,4,Governor's Council,5th,,Total Votes Cast,1383
Dracut,-,2,President,,Green-Rainbow,McKinney and Clemente,2
Hudson,-,2,President,,Libertarian,Barr and Root,0
E. Longmeadow,-,3,Governor's Council,8th,,Total Votes Cast,2326
New Bedford,5,G,State House,13th Bristol,,Total Votes Cast,1232
Boston,10,9,State Senate,2nd Suffolk,,All Others,3
Boston,18,15,Governor's Council,2nd,Democratic,Kelly A. Timilty,574
Lawrence,D,1,President,,Republican,McCain and Palin,150
Boston,12,1,President,,Green-Rainbow,McKinney and Clemente,0
Springfield,7,E,President,,Republican,McCain and Palin,176
Wellesley,-,F,State House,14th Norfolk,,All Others,20
Cambridge,3,3,U.S. Senate,,,Blank Votes,35
Acton,-,6,U.S. Senate,,Libertarian,Robert J. Underwood,54
Bellingham,-,1,U.S. House,2nd,,Blank Votes,468
Beverly,4,2,U.S. House,6th,,Blank Votes,73
Boston,15,6,U.S. House,9th,,Blank Votes,90
Warwick,-,1,President,,Green-Rainbow,McKinney and Clemente,2
Melrose,7,2,State Senate,3rd Essex and Middlesex,,Blank Votes,421
Dracut,-,7,President,,,All Others,0
Montague,-,1,U.S. House,1st,Republican,Nathan A. Bech,124
Maynard,-,3,State House,3rd Middlesex,Unenrolled,David A. Goulding,91
Boston,7,9,President,,Constitution Party,Baldwin and Castle,1
Erving,-,1,U.S. Senate,,,Blank Votes,15
Melrose,4,2,State House,32nd Middlesex,,All Others,19
Longmeadow,-,B,U.S. Senate,,Libertarian,Robert J. Underwood,76
Boston,21,16,State House,18th Suffolk,Democratic,Michael J. Moran,824
Quincy,4,3,President,,Constitution Party,Baldwin and Castle,1
Cambridge,1,2,President,,Unenrolled,Nader and Gonzalez,9
Seekonk,-,3,U.S. House,3rd,,Total Votes Cast,1841
Dracut,-,4,State Senate,2nd Essex and Middlesex,,Blank Votes,540
Dudley,-,4,State Senate,Worcester and Norfolk,Democratic,Richard T. Moore,843
TOTALS,,,State House,13th Bristol,Democratic,Antonio F.D. Cabral,12146
Boston,13,10,U.S. House,9th,,All Others,17
Boston,14,2,Governor's Council,4th,,Total Votes Cast,1445
Fall River,2,B,Governor's Council,1st,,Total Votes Cast,915
Wakefield,-,6,State Senate,Middlesex and Essex,,Blank Votes,460
Chicopee,8,A,U.S. Senate,,,All Others,1
Medway,-,3,State Senate,2nd Middlesex and Norfolk,,Blank Votes,484
Boston,10,6,State Senate,2nd Suffolk,,All Others,12
Worcester,8,1,State Senate,2nd Worcester,Green-Rainbow,Steven W. Baer,58
Plainville,-,2,Governor's Council,2nd,Democratic,Kelly A. Timilty,1628
Haverhill,5,1,President,,Green-Rainbow,McKinney and Clemente,2
Worcester,9,3,State House,13th Worcester,,All Others,57
Boston,9,5,Governor's Council,4th,,Total Votes Cast,1208
Waltham,6,1,President,,Democratic,Obama and Biden,822
Marlborough,6,2,State Senate,Middlesex and Worcester,,Blank Votes,89
Georgetown,-,2,President,,Unenrolled,Nader and Gonzalez,24
Worcester,7,1,U.S. Senate,,Republican,Jeffrey K. Beatty,369
Falmouth,-,9,State Senate,Plymouth and Barnstable,,All Others,21
Holyoke,7,A,President,,Libertarian,Barr and Root,4
Leominster,4,A,State House,4th Worcester,Democratic,Dennis A. Rosa,851
New Bedford,3,D,U.S. Senate,,,Blank Votes,34
Williamstown,-,2,State Senate,"Berkshire, Hampshire and Franklin",,All Others,1
Chicopee,6,AN,U.S. House,2nd,,Blank Votes,51
Russell,-,1,U.S. Senate,,,Total Votes Cast,816
Arlington,-,10,State House,23rd Middlesex,,All Others,14
Williamstown,-,1,President,,Republican,McCain and Palin,352
Quincy,2,1,State House,3rd Norfolk,,Total Votes Cast,1170
N. Attleborough,-,5,Governor's Council,2nd,,Total Votes Cast,1313
Shelburne,-,1,State House,2nd Berkshire,,Total Votes Cast,1212
Montague,-,1,State Senate,Hampshire and Franklin,,Total Votes Cast,962
Springfield,1,A,U.S. House,2nd,,Total Votes Cast,696
Leominster,4,B,U.S. Senate,,Democratic,John F. Kerry,830
Cambridge,11,3,President,,Constitution Party,Baldwin and Castle,2
Taunton,2,B,Governor's Council,1st,,Blank Votes,365
Chicopee,3,C,President,,,No Preference,0
Lynn,6,1,State Senate,3rd Essex and Middlesex,,Total Votes Cast,859
Chicopee,2,CS,President,,,Blank Votes,1
New Bedford,3,C,State House,12th Bristol,,All Others,8
Boston,18,8,State Senate,Suffolk and Norfolk,,Blank Votes,511
N. Adams,2,2,U.S. House,1st,,Blank Votes,35
Sheffield,-,1,President,,Unenrolled,Nader and Gonzalez,29
Natick,-,7,U.S. House,7th,Democratic,Edward J. Markey,1375
Brimfield,-,1,State Senate,"Worcester, Hampden, Hampshire and Franklin",,Blank Votes,455
Framingham,-,10,U.S. Senate,,,Total Votes Cast,1097
Hampden,-,1,President,,,All Others,8
Lowell,2,3,President,,Democratic,Obama and Biden,1027
Amherst,-,5,President,,,All Others,6
Marblehead,-,6,U.S. Senate,,,All Others,0
Lawrence,D,2,President,,,No Preference,0
Medford,2,2,President,,,Total Votes Cast,1995
S. Hadley,-,C,State Senate,Hampshire and Franklin,,Total Votes Cast,2055
Hanson,-,2,President,,,No Preference,0
Middleton,-,2,U.S. Senate,,Democratic,John F. Kerry,1035
Lincoln,-,1,U.S. Senate,,Republican,Jeffrey K. Beatty,375
N. Attleborough,-,7,President,,Republican,McCain and Palin,839
Wellesley,-,E,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,1280
Needham,-,D,U.S. House,9th,,Blank Votes,479
Braintree,-,6,Governor's Council,4th,,All Others,15
Petersham,-,1,U.S. Senate,,,Total Votes Cast,823
Milford,-,3,U.S. Senate,,,Total Votes Cast,1580
New Bedford,2,B,President,,Unenrolled,Nader and Gonzalez,10
Framingham,-,17,State Senate,2nd Middlesex and Norfolk,,All Others,9
Wales,-,1,U.S. House,2nd,,Blank Votes,226
Cambridge,9,2,Governor's Council,3rd,,Blank Votes,568
Framingham,-,17,U.S. Senate,,,All Others,0
Holyoke,1,A,State Senate,2nd Hampden and Hampshire,,Blank Votes,326
Brockton,5,C,U.S. Senate,,,Blank Votes,46
Quincy,4,4,President,,,Total Votes Cast,1000
Wilmington,-,2,State Senate,1st Essex and Middlesex,Republican,Bruce E. Tarr,1418
Worcester,10,4,State Senate,1st Worcester,,Total Votes Cast,558
Palmer,-,4,U.S. House,2nd,,Total Votes Cast,1430
Randolph,-,8,U.S. Senate,,,Blank Votes,64
Norwell,-,2,State Senate,Plymouth and Norfolk,,All Others,11
Dighton,-,1,Governor's Council,1st,,Blank Votes,1129
Wenham,-,1,Governor's Council,5th,,Blank Votes,866
Worcester,3,3,President,,Democratic,Obama and Biden,717
Somerset,-,4,Governor's Council,1st,Democratic,Carole A. Fiola,1414
Holyoke,4,A,Governor's Council,8th,,Total Votes Cast,601
Peabody,3,2,President,,,Blank Votes,9
Kingston,-,4,Governor's Council,1st,,Total Votes Cast,1674
Boston,17,7,U.S. House,8th,,All Others,7
Cambridge,9,3,Governor's Council,3rd,,All Others,6
Middleborough,-,5,State House,12th Plymouth,,Total Votes Cast,2096
New Ashford,-,1,Governor's Council,8th,,Total Votes Cast,145
Beverly,6,1,State Senate,2nd Essex,Democratic,Frederick E. Berry,1334
New Bedford,6,G,U.S. House,4th,,All Others,0
Wareham,-,4,President,,,No Preference,0
Lowell,7,3,U.S. Senate,,,All Others,0
Chicopee,8,A,President,,,Blank Votes,10
Wareham,-,6,State House,2nd Plymouth,Republican,Susan Williams Gifford,1143
Springfield,7,G,State Senate,1st Hampden and Hampshire,,Blank Votes,366
Carver,-,3,U.S. House,10th,,Total Votes Cast,2057
Dartmouth,-,2,State House,9th Bristol,,All Others,8
Walpole,-,3,U.S. Senate,,Democratic,John F. Kerry,948
Wellesley,-,E,State House,14th Norfolk,Democratic,Alice Hanlon Peisch,1636
Framingham,-,2,Governor's Council,2nd,,All Others,35
Deerfield,-,1,U.S. House,1st,Democratic,John W. Olver,2342
Methuen,-,1,U.S. Senate,,Republican,Jeffrey K. Beatty,608
Natick,-,6,U.S. House,7th,,Blank Votes,133
Braintree,-,8,U.S. Senate,,,All Others,1
New Bedford,4,F,State Senate,2nd Bristol and Plymouth,,Blank Votes,139
Quincy,4,4,President,,Unenrolled,Nader and Gonzalez,10
Braintree,-,1,U.S. Senate,,,Total Votes Cast,1668
Somerset,-,1,U.S. Senate,,,All Others,0
Wellesley,-,A,State Senate,1st Middlesex and Norfolk,,Total Votes Cast,2318
Boston,18,22,Governor's Council,2nd,Democratic,Kelly A. Timilty,819
Duxbury,-,2,State House,6th Plymouth,Republican,Daniel K. Webster,1356
Wenham,-,1,U.S. Senate,,,All Others,2
Beverly,6,1,President,,Libertarian,Barr and Root,14
Medway,-,4,U.S. Senate,,,All Others,0
Boston,19,7,President,,Republican,McCain and Palin,120
Winchester,-,8,State Senate,2nd Middlesex,,Blank Votes,491
Greenfield,-,8,State Senate,Hampshire and Franklin,Republican,Keith C. McCormic,120
Framingham,-,4,State Senate,2nd Middlesex and Norfolk,,Total Votes Cast,2258
Williamstown,-,3,State Senate,"Berkshire, Hampshire and Franklin",,Total Votes Cast,1596
Halifax,-,1,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",1467
Holyoke,4,B,Governor's Council,8th,,Total Votes Cast,1003
New Bedford,6,C,President,,Green-Rainbow,McKinney and Clemente,1
Somerville,6,2,President,,Democratic,Obama and Biden,1742
Springfield,4,D,President,,Unenrolled,Nader and Gonzalez,1
W. Springfield,-,5,State Senate,Hampden,,Total Votes Cast,2100
Quincy,4,1,Governor's Council,4th,,Blank Votes,368
Bourne,-,4,U.S. Senate,,Republican,Jeffrey K. Beatty,819
Boston,20,20,Governor's Council,2nd,Democratic,Kelly A. Timilty,786
Woburn,1,2,State Senate,4th Middlesex,Democratic,Kenneth J. Donnelly,904
Milton,-,1,President,,,All Others,9
Holyoke,7,B,State House,5th Hampden,,Total Votes Cast,1447
Marlborough,3,1,U.S. House,3rd,,Total Votes Cast,759
Adams,-,2,Governor's Council,8th,,Total Votes Cast,859
Ludlow,-,1,President,,Unenrolled,Nader and Gonzalez,23
Newton,5,4,Governor's Council,3rd,,All Others,16
Dalton,-,2,U.S. Senate,,Democratic,John F. Kerry,1290
Holliston,-,2,State House,8th Middlesex,,All Others,2
Shrewsbury,-,5,U.S. House,3rd,,All Others,17
TOTALS,,,State House,16th Essex,,Total Votes Cast,9376
Watertown,-,4,U.S. House,7th,,Blank Votes,108
Littleton,-,3,State Senate,Middlesex and Worcester,Republican,Steven L. Levy,487
Whitman,-,1,President,,Libertarian,Barr and Root,4
Arlington,-,20,President,,Democratic,Obama and Biden,917
Falmouth,-,8,U.S. Senate,,Republican,Jeffrey K. Beatty,936
Chicopee,2,CS,Governor's Council,8th,,All Others,2
Boston,13,2,U.S. Senate,,,Blank Votes,23
Dedham,-,4,U.S. Senate,,Democratic,John F. Kerry,1328
Methuen,-,3,State Senate,1st Essex,Democratic,Steven A. Baddour,1355
Dartmouth,-,1,U.S. Senate,,Democratic,John F. Kerry,1007
Framingham,-,17,U.S. House,7th,,All Others,0
Gardner,1,A,State Senate,Worcester and Middlesex,,Total Votes Cast,1025
Milton,-,1,U.S. Senate,,,All Others,1
