town,ward,precinct,office,district,party,candidate,votes
Bellingham,,,President,,Republican,All Others,1
Bourne,,,President,,Democratic,All Others,16
Washington,,,President,,Libertarian,David Lynn Hollist,0
Wellesley,,,President,,Republican,Steve Forbes,9
Plainfield,,,President,,Libertarian,All Others,0
Monson,,,President,,Libertarian,Larry Hines,1
Longmeadow,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Boxborough,,,President,,Republican,Gary Bauer,0
Westwood,,,President,,Democratic,No Preference,15
Duxbury,,,President,,Libertarian,Kip Lee,0
Northampton,,,President,,Democratic,Blank Votes,41
Dighton,,,President,,Libertarian,Blank Votes,0
Douglas,,,President,,Democratic,Bill Bradley,112
Melrose,,,President,,Libertarian,L. Neil Smith,1
Wareham,,,President,,Democratic,No Preference,29
Lakeville,,,President,,Libertarian,David Lynn Hollist,0
Sandisfield,,,President,,Republican,No Preference,0
Chelsea,,,President,,Republican,George W. Bush,233
Oak Bluffs,,,President,,Republican,Orrin Hatch,0
Tyringham,,,President,,Democratic,All Others,0
Saugus,,,President,,Libertarian,All Others,1
Hamilton,,,President,,Democratic,All Others,7
Westhampton,,,President,,Republican,George W. Bush,73
Whately,,,President,,Republican,Blank Votes,0
Lancaster,,,President,,Democratic,All Others,4
Hingham,,,President,,Libertarian,No Preference,0
Winchester,,,President,,Libertarian,All Others,2
Northbridge,,,President,,Republican,Orrin Hatch,0
Needham,,,President,,Democratic,No Preference,30
Hadley,,,President,,Democratic,Total Votes Cast,477
Lexington,,,President,,Libertarian,Kip Lee,0
Billerica,,,President,,Libertarian,Blank Votes,0
Holliston,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",4
Quincy,,,President,,Libertarian,David Lynn Hollist,0
Monroe,,,President,,Republican,John McCain,7
Fairhaven,,,President,,Democratic,Total Votes Cast,1525
Spencer,,,President,,Libertarian,Kip Lee,0
Washington,,,President,,Libertarian,No Preference,0
Everett,,,President,,Democratic,All Others,0
Westminster,,,President,,Democratic,All Others,3
Hardwick,,,President,,Republican,All Others,0
Abington,,,President,,,No Preference,37
Andover,,,President,,Democratic,Al Gore,1352
Wellesley,,,President,,Democratic,Blank Votes,20
N. Adams,,,President,,Libertarian,L. Neil Smith,0
Hingham,,,President,,Republican,No Preference,7
Easton,,,President,,Republican,All Others,1
Fitchburg,,,President,,Republican,Steve Forbes,14
N. Andover,,,President,,Democratic,All Others,11
Wendell,,,President,,Libertarian,David Lynn Hollist,0
Littleton,,,President,,Democratic,All Others,0
Middleborough,,,President,,Democratic,No Preference,17
Beverly,,,President,,Republican,Orrin Hatch,2
Watertown,,,President,,Republican,Alan Keyes,51
Braintree,,,President,,Democratic,Blank Votes,80
Douglas,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Randolph,,,President,,Republican,Alan Keyes,108
Princeton,,,President,,Republican,Orrin Hatch,0
Haverhill,,,President,,Libertarian,L. Neil Smith,1
Amesbury,,,President,,Libertarian,Blank Votes,0
Freetown,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Palmer,,,President,,Libertarian,Kip Lee,0
Leverett,,,President,,Republican,Steve Forbes,0
Truro,,,President,,Democratic,Blank Votes,1
Fairhaven,,,President,,Republican,No Preference,8
TOTALS,,,President,,Democratic,No Preference,11281
Yarmouth,,,President,,Libertarian,David Lynn Hollist,1
Woburn,,,President,,Libertarian,All Others,3
Lanesborough,,,President,,Republican,Blank Votes,1
Reading,,,President,,Democratic,Total Votes Cast,4070
Marblehead,,,President,,Democratic,No Preference,17
New Bedford,,,President,,Republican,George W. Bush,738
Bolton,,,President,,Libertarian,All Others,0
Manchester-by-the-Sea,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Woburn,,,President,,Democratic,Bill Bradley,1542
Beverly,,,President,,Libertarian,All Others,2
Groveland,,,President,,Libertarian,No Preference,1
Boston,,,President,,Democratic,No Preference,1312
Concord,,,President,,Libertarian,All Others,1
Shirley,,,President,,Democratic,Bill Bradley,125
Holden,,,President,,Republican,No Preference,4
Tolland,,,President,,Republican,George W. Bush,33
Easthampton,,,President,,Republican,George W. Bush,321
Edgartown,,,President,,Democratic,No Preference,3
Leominster,,,President,,Republican,Orrin Hatch,1
Hubbardston,,,President,,Republican,Alan Keyes,18
Heath,,,President,,Republican,No Preference,0
Stoughton,,,President,,Libertarian,Kip Lee,1
Somerville,,,President,,Republican,Blank Votes,15
Marshfield,,,President,,Republican,Total Votes Cast,2735
Warwick,,,President,,Republican,Gary Bauer,0
Mashpee,,,President,,Republican,Orrin Hatch,0
Palmer,,,President,,Democratic,Al Gore,569
Wellesley,,,President,,Libertarian,Kip Lee,0
Newton,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",15
Lenox,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Malden,,,President,,Republican,John McCain,1760
Beverly,,,President,,Republican,John McCain,2869
Billerica,,,President,,Libertarian,All Others,4
Avon,,,President,,Republican,Steve Forbes,1
Millville,,,President,,Democratic,Blank Votes,0
Sheffield,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Truro,,,President,,Republican,Gary Bauer,0
Chatham,,,President,,Republican,Total Votes Cast,1572
Truro,,,President,,Republican,Total Votes Cast,252
N. Brookfield,,,President,,Libertarian,L. Neil Smith,0
Ipswich,,,President,,Republican,Gary Bauer,1
Brockton,,,President,,Libertarian,Kip Lee,0
Rockland,,,President,,Libertarian,Kip Lee,1
Beverly,,,President,,Libertarian,Harry Browne,9
Nantucket,,,President,,Libertarian,Blank Votes,0
Needham,,,President,,Republican,Blank Votes,32
Saugus,,,President,,Republican,No Preference,11
Chatham,,,President,,Democratic,No Preference,4
Attleboro,,,President,,Libertarian,Kip Lee,0
New Marlborough,,,President,,Libertarian,Larry Hines,0
Provincetown,,,President,,Republican,John McCain,150
Webster,,,President,,Republican,Total Votes Cast,707
Littleton,,,President,,Republican,Alan Keyes,19
Wayland,,,President,,Libertarian,Larry Hines,1
Braintree,,,President,,Democratic,All Others,65
Weston,,,President,,Libertarian,No Preference,0
Marlborough,,,President,,Republican,Steve Forbes,7
Pelham,,,President,,Libertarian,Larry Hines,0
Northfield,,,President,,Libertarian,David Lynn Hollist,0
Topsfield,,,President,,Republican,Total Votes Cast,1204
Berkley,,,President,,Democratic,Al Gore,188
Sandwich,,,President,,Republican,John McCain,2045
E. Longmeadow,,,President,,Republican,Total Votes Cast,1642
Monterey,,,President,,Republican,Orrin Hatch,0
Conway,,,President,,Republican,George W. Bush,50
Merrimac,,,President,,Republican,Orrin Hatch,1
W. Springfield,,,President,,Libertarian,David Lynn Hollist,0
Grafton,,,President,,Republican,Orrin Hatch,0
Windsor,,,President,,Republican,Alan Keyes,3
Heath,,,President,,Republican,Steve Forbes,0
Wayland,,,President,,Libertarian,David Lynn Hollist,0
Maynard,,,President,,Republican,No Preference,3
Clinton,,,President,,Republican,Orrin Hatch,0
Dover,,,President,,Republican,Gary Bauer,19
Millis,,,President,,Libertarian,L. Neil Smith,0
Brimfield,,,President,,Republican,Blank Votes,0
Tewksbury,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",15
Arlington,,,President,,Libertarian,Total Votes Cast,22
Rochester,,,President,,Republican,Orrin Hatch,0
Hardwick,,,President,,Libertarian,Blank Votes,0
Belmont,,,President,,Libertarian,David Lynn Hollist,0
Tolland,,,President,,Republican,Total Votes Cast,67
Holyoke,,,President,,Democratic,Al Gore,1802
Hadley,,,President,,Democratic,No Preference,6
Bellingham,,,President,,Democratic,Total Votes Cast,1167
Rehoboth,,,President,,Democratic,All Others,2
Southampton,,,President,,Libertarian,Total Votes Cast,4
Boylston,,,President,,Republican,Orrin Hatch,0
Halifax,,,President,,Libertarian,All Others,0
Newbury,,,President,,Democratic,Total Votes Cast,607
Rehoboth,,,President,,Republican,George W. Bush,286
Princeton,,,President,,Republican,All Others,0
Westfield,,,President,,Republican,George W. Bush,1159
Plymouth,,,President,,Republican,Steve Forbes,14
Williamstown,,,President,,Republican,Gary Bauer,1
Mattapoisett,,,President,,Democratic,All Others,0
Topsfield,,,President,,Libertarian,David Lynn Hollist,0
Bedford,,,President,,Libertarian,David Lynn Hollist,0
Norwood,,,President,,Libertarian,Kip Lee,1
Wayland,,,President,,Democratic,Total Votes Cast,1746
Marion,,,President,,Democratic,Blank Votes,3
Chelmsford,,,President,,Republican,All Others,3
Plainville,,,President,,Republican,Total Votes Cast,831
W. Newbury,,,President,,Republican,Gary Bauer,0
Middleborough,,,President,,Libertarian,Harry Browne,0
Lexington,,,President,,Republican,No Preference,4
N. Andover,,,President,,Libertarian,L. Neil Smith,0
Sturbridge,,,President,,Republican,All Others,0
W. Springfield,,,President,,Democratic,No Preference,47
Stoneham,,,President,,Democratic,Al Gore,1505
Springfield,,,President,,Democratic,Bill Bradley,2595
Melrose,,,President,,Democratic,Total Votes Cast,3293
Great Barrington,,,President,,Democratic,Total Votes Cast,473
Norwell,,,President,,Democratic,No Preference,17
Raynham,,,President,,Republican,George W. Bush,385
Southborough,,,President,,Republican,All Others,0
Sherborn,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Everett,,,President,,Democratic,Blank Votes,102
Lunenburg,,,President,,Libertarian,Total Votes Cast,4
Somerset,,,President,,Democratic,Blank Votes,33
Halifax,,,President,,Republican,George W. Bush,305
Lunenburg,,,President,,Libertarian,L. Neil Smith,0
Holbrook,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",8
Acton,,,President,,Republican,Alan Keyes,48
Ashland,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Chilmark,,,President,,Republican,Blank Votes,0
Concord,,,President,,Libertarian,Larry Hines,0
Athol,,,President,,Libertarian,No Preference,0
Harwich,,,President,,Libertarian,Blank Votes,0
Norfolk,,,President,,Republican,All Others,0
Williamstown,,,President,,Democratic,No Preference,8
Whately,,,President,,Democratic,No Preference,2
Upton,,,President,,Republican,John McCain,501
Wareham,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Deerfield,,,President,,Democratic,No Preference,5
Richmond,,,President,,Republican,George W. Bush,52
Salem,,,President,,Republican,Orrin Hatch,2
Bellingham,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Winthrop,,,President,,Republican,John McCain,1000
Marlborough,,,President,,Republican,George W. Bush,829
Dudley,,,President,,Republican,Alan Keyes,30
Mendon,,,President,,Democratic,Al Gore,149
Provincetown,,,President,,Republican,Total Votes Cast,196
New Marlborough,,,President,,Democratic,All Others,0
Medfield,,,President,,Democratic,No Preference,6
Douglas,,,President,,Libertarian,Total Votes Cast,1
Wellfleet,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Warren,,,President,,Libertarian,L. Neil Smith,0
Hingham,,,President,,Democratic,All Others,12
Pembroke,,,President,,Republican,Gary Bauer,3
Rutland,,,President,,Democratic,Blank Votes,3
Hardwick,,,President,,Libertarian,Harry Browne,1
Athol,,,President,,Republican,John McCain,466
Braintree,,,President,,Libertarian,David Lynn Hollist,0
Douglas,,,President,,Republican,Blank Votes,2
Cambridge,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Sudbury,,,President,,Libertarian,Kip Lee,0
Bedford,,,President,,Republican,No Preference,3
Groton,,,President,,Republican,Alan Keyes,41
Barnstable,,,President,,Libertarian,Blank Votes,3
Athol,,,President,,Republican,Alan Keyes,24
Carver,,,President,,Republican,Gary Bauer,1
Pembroke,,,President,,Democratic,All Others,18
Swampscott,,,President,,Democratic,Total Votes Cast,1740
Revere,,,President,,Republican,John McCain,1256
Dunstable,,,President,,Democratic,All Others,0
Ipswich,,,President,,Democratic,Blank Votes,8
Clarksburg,,,President,,Republican,John McCain,58
Taunton,,,President,,Democratic,Bill Bradley,861
Cummington,,,President,,Republican,John McCain,54
Monson,,,President,,Democratic,All Others,5
Charlemont,,,President,,Democratic,Blank Votes,7
Agawam,,,President,,Libertarian,All Others,2
Freetown,,,President,,Democratic,Blank Votes,6
Montgomery,,,President,,Democratic,Bill Bradley,21
Wilmington,,,President,,Libertarian,Harry Browne,1
Boston,,,President,,Libertarian,David Lynn Hollist,4
Clinton,,,President,,Libertarian,All Others,1
Eastham,,,President,,Libertarian,David Lynn Hollist,0
Royalston,,,President,,Republican,No Preference,1
Longmeadow,,,President,,Republican,George W. Bush,893
Norfolk,,,President,,Republican,Steve Forbes,3
Ludlow,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Worthington,,,President,,Democratic,Bill Bradley,63
Barre,,,President,,Libertarian,No Preference,1
Watertown,,,President,,Republican,Gary Bauer,3
Weston,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Ludlow,,,President,,Libertarian,Harry Browne,2
Holliston,,,President,,Democratic,Total Votes Cast,1245
Ayer,,,President,,Libertarian,No Preference,0
Ayer,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Charlemont,,,President,,Republican,Steve Forbes,1
E. Bridgewater,,,President,,Libertarian,L. Neil Smith,0
Townsend,,,President,,Libertarian,Total Votes Cast,5
Westhampton,,,President,,Democratic,Total Votes Cast,98
Bellingham,,,President,,Libertarian,Total Votes Cast,4
Belmont,,,President,,Republican,Blank Votes,10
Wellesley,,,President,,Democratic,Al Gore,1462
Pittsfield,,,President,,Republican,John McCain,1194
Norwell,,,President,,Republican,Total Votes Cast,1636
Spencer,,,President,,Libertarian,David Lynn Hollist,0
Spencer,,,President,,Republican,George W. Bush,270
Worcester,,,President,,Libertarian,L. Neil Smith,0
N. Reading,,,President,,Libertarian,David Lynn Hollist,0
Somerville,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Paxton,,,President,,Republican,Total Votes Cast,641
Millville,,,President,,Libertarian,Blank Votes,0
Rochester,,,President,,Libertarian,Blank Votes,0
Mount Washington,,,President,,Republican,George W. Bush,5
Newton,,,President,,Democratic,Bill Bradley,5691
Avon,,,President,,Republican,Gary Bauer,1
Hanover,,,President,,Republican,All Others,1
Richmond,,,President,,Republican,All Others,0
Acton,,,President,,Republican,No Preference,6
Northborough,,,President,,Republican,Orrin Hatch,1
Gill,,,President,,Democratic,Al Gore,62
Chelmsford,,,President,,Republican,Alan Keyes,101
Harwich,,,President,,Republican,Steve Forbes,9
Rockport,,,President,,Democratic,Al Gore,459
Leverett,,,President,,Republican,Orrin Hatch,0
Westford,,,President,,Democratic,Al Gore,874
Brockton,,,President,,Democratic,All Others,50
Brookline,,,President,,Republican,Alan Keyes,60
Middleton,,,President,,Democratic,Total Votes Cast,493
Tisbury,,,President,,Republican,No Preference,1
Blandford,,,President,,Republican,Orrin Hatch,0
Eastham,,,President,,Democratic,Blank Votes,19
Littleton,,,President,,Republican,Blank Votes,3
Hubbardston,,,President,,Republican,Total Votes Cast,489
Lawrence,,,President,,Republican,Alan Keyes,55
Pittsfield,,,President,,Democratic,Al Gore,2759
Dennis,,,President,,Libertarian,Blank Votes,0
Wilmington,,,President,,Republican,Alan Keyes,54
Hancock,,,President,,Democratic,Bill Bradley,14
Eastham,,,President,,Libertarian,Harry Browne,2
W. Newbury,,,President,,Republican,John McCain,481
Wayland,,,President,,Republican,Alan Keyes,28
Northborough,,,President,,Democratic,No Preference,13
Groveland,,,President,,Libertarian,L. Neil Smith,0
Beverly,,,President,,Democratic,No Preference,51
Melrose,,,President,,Libertarian,All Others,4
Pittsfield,,,President,,Democratic,Bill Bradley,1264
Westfield,,,President,,Libertarian,Blank Votes,0
Hawley,,,President,,Republican,All Others,0
Berlin,,,President,,Democratic,No Preference,4
Brookfield,,,President,,Libertarian,No Preference,1
Sutton,,,President,,Libertarian,Kip Lee,0
W. Boylston,,,President,,Republican,Blank Votes,9
Ashby,,,President,,Democratic,All Others,4
Avon,,,President,,Libertarian,Harry Browne,0
Danvers,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Gill,,,President,,Libertarian,No Preference,0
Chester,,,President,,Republican,Orrin Hatch,1
Bernardston,,,President,,Democratic,No Preference,3
Burlington,,,President,,Republican,John McCain,1531
Methuen,,,President,,Republican,John McCain,1817
Aquinnah,,,President,,Democratic,Bill Bradley,30
Whately,,,President,,Republican,Gary Bauer,0
Brimfield,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",4
Conway,,,President,,Republican,Blank Votes,0
W. Springfield,,,President,,Republican,Alan Keyes,61
Spencer,,,President,,Libertarian,Blank Votes,0
Waltham,,,President,,Republican,Orrin Hatch,4
Braintree,,,President,,Democratic,Bill Bradley,1606
Medway,,,President,,Republican,Gary Bauer,1
Orange,,,President,,Republican,George W. Bush,237
Florida,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
New Braintree,,,President,,Democratic,No Preference,2
Northampton,,,President,,Libertarian,All Others,0
Somerville,,,President,,Democratic,Bill Bradley,3981
Plainville,,,President,,Democratic,Total Votes Cast,447
New Marlborough,,,President,,Republican,All Others,0
Southampton,,,President,,Republican,Gary Bauer,0
Lenox,,,President,,Republican,Steve Forbes,0
Falmouth,,,President,,Libertarian,Harry Browne,5
Dartmouth,,,President,,Republican,Blank Votes,34
W. Tisbury,,,President,,Libertarian,No Preference,1
Leverett,,,President,,Libertarian,"Edison P. McDaniels, Sr.",1
Buckland,,,President,,Libertarian,Harry Browne,1
Mansfield,,,President,,Libertarian,L. Neil Smith,0
E. Longmeadow,,,President,,Republican,Gary Bauer,0
Edgartown,,,President,,Republican,Blank Votes,1
Holden,,,President,,Libertarian,"Edison P. McDaniels, Sr.",1
Grafton,,,President,,Libertarian,All Others,0
Webster,,,President,,Republican,Blank Votes,6
Orleans,,,President,,Republican,Total Votes Cast,1633
Heath,,,President,,Republican,Orrin Hatch,0
Sunderland,,,President,,Republican,All Others,0
Springfield,,,President,,Libertarian,L. Neil Smith,0
Hingham,,,President,,Libertarian,Harry Browne,2
Sunderland,,,President,,Republican,Alan Keyes,11
Westport,,,President,,Democratic,Bill Bradley,518
Chatham,,,President,,Democratic,Bill Bradley,340
Brockton,,,President,,Republican,George W. Bush,1385
Stoneham,,,President,,Libertarian,"Edison P. McDaniels, Sr.",1
Lancaster,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",4
Fall River,,,President,,Democratic,No Preference,194
Westhampton,,,President,,Democratic,All Others,0
Northfield,,,President,,Republican,No Preference,1
Wenham,,,President,,Democratic,Total Votes Cast,279
Natick,,,President,,Democratic,Total Votes Cast,3900
Wales,,,President,,Democratic,Bill Bradley,30
Billerica,,,President,,Republican,Steve Forbes,9
Monson,,,President,,Libertarian,David Lynn Hollist,0
Brewster,,,President,,Libertarian,Blank Votes,0
Medway,,,President,,Democratic,All Others,0
Avon,,,President,,Libertarian,Larry Hines,0
N. Attleborough,,,President,,Libertarian,L. Neil Smith,0
W. Boylston,,,President,,Democratic,No Preference,4
Plympton,,,President,,Libertarian,All Others,0
Tewksbury,,,President,,Republican,No Preference,0
Chelsea,,,President,,Democratic,Blank Votes,76
Orleans,,,President,,Libertarian,L. Neil Smith,0
Wales,,,President,,Democratic,Total Votes Cast,101
Holyoke,,,President,,Libertarian,No Preference,1
Saugus,,,President,,Democratic,All Others,29
Southampton,,,President,,Republican,Orrin Hatch,0
Hadley,,,President,,Republican,John McCain,267
Dover,,,President,,Libertarian,Larry Hines,0
E. Bridgewater,,,President,,Libertarian,Larry Hines,0
Lenox,,,President,,Libertarian,Total Votes Cast,1
Maynard,,,President,,Libertarian,All Others,2
Townsend,,,President,,Republican,John McCain,687
Somerset,,,President,,Democratic,Total Votes Cast,2391
N. Adams,,,President,,Libertarian,Harry Browne,0
Stoughton,,,President,,Libertarian,David Lynn Hollist,0
Webster,,,President,,Republican,Orrin Hatch,1
Conway,,,President,,Republican,Steve Forbes,0
Worthington,,,President,,Libertarian,Kip Lee,0
Billerica,,,President,,Democratic,Total Votes Cast,3344
Wendell,,,President,,Democratic,No Preference,0
Harwich,,,President,,Libertarian,David Lynn Hollist,0
Dracut,,,President,,Democratic,Blank Votes,44
Norwell,,,President,,Libertarian,L. Neil Smith,0
Berkley,,,President,,Libertarian,L. Neil Smith,0
Middleborough,,,President,,Democratic,Al Gore,617
Paxton,,,President,,Democratic,Total Votes Cast,378
Russell,,,President,,Republican,Steve Forbes,0
Adams,,,President,,Democratic,Blank Votes,6
Lawrence,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",39
Sterling,,,President,,Republican,All Others,0
Dedham,,,President,,Republican,No Preference,12
Wales,,,President,,Republican,Alan Keyes,4
Monroe,,,President,,Democratic,Bill Bradley,1
Wendell,,,President,,Republican,Steve Forbes,0
Billerica,,,President,,Democratic,Bill Bradley,1233
Gosnold,,,President,,Republican,George W. Bush,12
Southbridge,,,President,,Republican,Orrin Hatch,0
Dedham,,,President,,Republican,All Others,2
Gloucester,,,President,,Republican,All Others,3
Westborough,,,President,,Republican,Blank Votes,41
Rehoboth,,,President,,Democratic,Total Votes Cast,364
Marion,,,President,,Republican,Alan Keyes,8
Natick,,,President,,Republican,Alan Keyes,77
Wrentham,,,President,,Republican,All Others,0
Salem,,,President,,Republican,George W. Bush,770
Uxbridge,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Salem,,,President,,Libertarian,L. Neil Smith,0
W. Springfield,,,President,,Republican,Gary Bauer,2
Plympton,,,President,,Republican,George W. Bush,129
Westport,,,President,,Republican,Gary Bauer,2
Barnstable,,,President,,Libertarian,Larry Hines,0
Shutesbury,,,President,,Republican,Gary Bauer,0
Upton,,,President,,Libertarian,Blank Votes,3
Blackstone,,,President,,Libertarian,Kip Lee,0
Milton,,,President,,Libertarian,Harry Browne,2
Colrain,,,President,,Democratic,Blank Votes,0
Northfield,,,President,,Democratic,Al Gore,119
Northampton,,,President,,Republican,Blank Votes,4
Woburn,,,President,,Libertarian,Total Votes Cast,9
N. Adams,,,President,,Republican,Gary Bauer,0
Clinton,,,President,,Republican,Alan Keyes,36
E. Bridgewater,,,President,,Republican,No Preference,0
Rockland,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Heath,,,President,,Republican,Total Votes Cast,73
Marion,,,President,,Democratic,Total Votes Cast,501
Monterey,,,President,,Republican,Alan Keyes,3
Medway,,,President,,Republican,Orrin Hatch,4
Springfield,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Yarmouth,,,President,,Republican,Orrin Hatch,2
W. Brookfield,,,President,,Libertarian,David Lynn Hollist,0
Randolph,,,President,,Democratic,Blank Votes,32
Plymouth,,,President,,Libertarian,No Preference,3
Westford,,,President,,Democratic,No Preference,35
Norwood,,,President,,Libertarian,Total Votes Cast,11
Waltham,,,President,,Democratic,Al Gore,2831
New Bedford,,,President,,Republican,Gary Bauer,161
Ashby,,,President,,Republican,Orrin Hatch,0
E. Longmeadow,,,President,,Republican,John McCain,824
Oxford,,,President,,Republican,Orrin Hatch,3
Webster,,,President,,Democratic,Total Votes Cast,902
Burlington,,,President,,Libertarian,Blank Votes,1
Watertown,,,President,,Republican,No Preference,7
Westborough,,,President,,Republican,John McCain,1297
Harvard,,,President,,Republican,All Others,0
Medford,,,President,,Libertarian,Blank Votes,1
Sharon,,,President,,Republican,Gary Bauer,0
Wayland,,,President,,Libertarian,All Others,0
Tyngsborough,,,President,,Democratic,Al Gore,590
N. Brookfield,,,President,,Libertarian,David Lynn Hollist,0
Oakham,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Framingham,,,President,,Republican,George W. Bush,1371
W. Brookfield,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
E. Bridgewater,,,President,,Republican,Total Votes Cast,1252
Middleborough,,,President,,Republican,George W. Bush,560
Southwick,,,President,,Libertarian,Kip Lee,0
Braintree,,,President,,Republican,John McCain,2443
Florida,,,President,,Democratic,Al Gore,26
Phillipston,,,President,,Libertarian,Total Votes Cast,3
Southbridge,,,President,,Republican,Gary Bauer,1
Chicopee,,,President,,Republican,Orrin Hatch,1
Gill,,,President,,Libertarian,All Others,0
Blackstone,,,President,,Republican,Blank Votes,1
Cambridge,,,President,,Democratic,All Others,102
Oxford,,,President,,Libertarian,Larry Hines,1
Middleton,,,President,,Democratic,Blank Votes,8
Great Barrington,,,President,,Libertarian,Total Votes Cast,5
Marblehead,,,President,,Democratic,Total Votes Cast,2350
Attleboro,,,President,,Republican,John McCain,1720
Hull,,,President,,Republican,Blank Votes,7
New Ashford,,,President,,Republican,Total Votes Cast,31
Mendon,,,President,,Republican,Alan Keyes,11
Lowell,,,President,,Libertarian,Total Votes Cast,20
Nahant,,,President,,Democratic,Total Votes Cast,592
Uxbridge,,,President,,Libertarian,L. Neil Smith,3
N. Andover,,,President,,Democratic,Total Votes Cast,2472
Millis,,,President,,Republican,Gary Bauer,0
Lincoln,,,President,,Republican,John McCain,528
Kingston,,,President,,Republican,No Preference,2
Easton,,,President,,Libertarian,Blank Votes,0
Acushnet,,,President,,Libertarian,Larry Hines,0
Wellesley,,,President,,Libertarian,Harry Browne,0
Oak Bluffs,,,President,,Republican,Steve Forbes,0
Rowley,,,President,,Republican,Gary Bauer,1
Leominster,,,President,,Republican,No Preference,8
Weymouth,,,President,,Republican,Total Votes Cast,5828
Hamilton,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",2
Sharon,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",1
Northampton,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Haverhill,,,President,,Republican,Gary Bauer,9
Hopedale,,,President,,Libertarian,Kip Lee,0
Williamsburg,,,President,,Democratic,Bill Bradley,122
Leyden,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
W. Stockbridge,,,President,,Republican,Total Votes Cast,134
Lowell,,,President,,Republican,Blank Votes,28
Phillipston,,,President,,Libertarian,Kip Lee,0
Sharon,,,President,,Republican,Orrin Hatch,0
Boylston,,,President,,Republican,No Preference,3
Windsor,,,President,,Democratic,No Preference,1
Bernardston,,,President,,Republican,Blank Votes,3
Plympton,,,President,,Democratic,Blank Votes,0
Ashfield,,,President,,Democratic,Total Votes Cast,204
Franklin,,,President,,Republican,George W. Bush,840
Bernardston,,,President,,Democratic,Total Votes Cast,151
Bourne,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",3
Hatfield,,,President,,Democratic,Bill Bradley,134
Framingham,,,President,,Libertarian,David Lynn Hollist,1
Sterling,,,President,,Libertarian,Total Votes Cast,1
E. Bridgewater,,,President,,Libertarian,Total Votes Cast,3
Bolton,,,President,,Republican,All Others,0
Boxborough,,,President,,Libertarian,L. Neil Smith,0
Northampton,,,President,,Libertarian,No Preference,5
New Ashford,,,President,,Democratic,No Preference,1
Manchester-by-the-Sea,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Tyringham,,,President,,Republican,Blank Votes,0
Gloucester,,,President,,Libertarian,Harry Browne,4
Lunenburg,,,President,,Republican,No Preference,2
Gloucester,,,President,,Republican,No Preference,7
Montague,,,President,,Republican,Total Votes Cast,576
Holyoke,,,President,,Libertarian,Harry Browne,2
Somerset,,,President,,Republican,All Others,3
New Bedford,,,President,,Democratic,No Preference,157
Granby,,,President,,Libertarian,Total Votes Cast,2
Ludlow,,,President,,Republican,Blank Votes,3
Winthrop,,,President,,Libertarian,All Others,1
Kingston,,,President,,Democratic,No Preference,15
Petersham,,,President,,Republican,Gary Bauer,0
Clarksburg,,,President,,Republican,Alan Keyes,1
Essex,,,President,,Republican,John McCain,371
N. Brookfield,,,President,,Democratic,Blank Votes,6
N. Adams,,,President,,Democratic,Bill Bradley,191
Florida,,,President,,Republican,Steve Forbes,0
Becket,,,President,,Republican,John McCain,78
Methuen,,,President,,Libertarian,Blank Votes,2
N. Brookfield,,,President,,Democratic,No Preference,6
Stockbridge,,,President,,Democratic,Al Gore,126
Southampton,,,President,,Republican,Steve Forbes,2
Sudbury,,,President,,Republican,Total Votes Cast,2187
Rowley,,,President,,Democratic,Blank Votes,4
