town,ward,precinct,office,district,party,candidate,votes
Quincy,6,1,Governor's Council,4th,Republican,Total Votes Cast,28
W. Springfield,-,8,State House,6th Hampden,Republican,All Others,0
Lowell,9,2,U.S. House,5th,Democratic,Blank Votes,36
Waltham,2,1,State House,9th Middlesex,Democratic,Total Votes Cast,335
TOTALS,,,Governor's Council,1st,Democratic,Carole A. Fiola,26154
Walpole,-,1,U.S. House,9th,Democratic,Blank Votes,18
Chesterfield,-,1,State House,1st Franklin,Democratic,Blank Votes,1
Holden,-,4,U.S. House,3rd,Republican,Blank Votes,16
Wayland,-,3,State Senate,"Norfolk, Bristol and Middlesex",Libertarian,Total Votes Cast,3
Fall River,5,A,State House,7th Bristol,Libertarian,"Raymond P. Leary, Jr.",0
Lowell,5,3,State House,16th Middlesex,Democratic,Total Votes Cast,76
Peabody,6,1,U.S. House,6th,Republican,"Stephen P. O'Malley, Jr.",32
Bedford,-,3,U.S. House,6th,Democratic,All Others,1
N. Attleborough,-,9,Governor's Council,2nd,Democratic,Blank Votes,16
Franklin,-,2,State House,10th Norfolk,Democratic,Blank Votes,12
Wrentham,-,3,State House,9th Norfolk,Democratic,John J. McFeeley,65
Billerica,-,6,U.S. House,5th,Democratic,Blank Votes,34
Dalton,-,1,State Senate,"Berkshire, Hampshire and Franklin",Republican,Blank Votes,12
Bourne,-,1,Governor's Council,1st,Republican,Total Votes Cast,45
Billerica,-,3,U.S. House,5th,Democratic,Martin T. Meehan,204
Boston,14,12,U.S. House,8th,Democratic,Blank Votes,32
Northbridge,-,4,U.S. House,2nd,Democratic,Total Votes Cast,146
Northampton,1,B,U.S. House,2nd,Democratic,All Others,0
Boston,4,8,State Senate,2nd Suffolk,Democratic,Total Votes Cast,115
Malden,2,1,U.S. House,7th,Democratic,All Others,2
Boston,7,10,State Senate,1st Suffolk,Democratic,Jack Hart,73
Brockton,3,D,State House,9th Plymouth,Democratic,Blank Votes,18
Chicopee,4,C,Governor's Council,8th,Democratic,All Others,0
Waltham,1,1,Governor's Council,3rd,Democratic,Blank Votes,155
Hardwick,-,1,Governor's Council,7th,Democratic,Dennis P. McManus,39
Woburn,1,1,State House,15th Middlesex,Democratic,Blank Votes,0
Boston,10,6,State House,15th Suffolk,Democratic,Blank Votes,23
Melrose,4,1,State House,32nd Middlesex,Republican,Total Votes Cast,15
Newton,7,1,State Senate,1st Middlesex and Norfolk,Democratic,Cynthia Stone Creem,37
Andover,-,9,Governor's Council,5th,Democratic,All Others,0
Westborough,-,5,State Senate,Middlesex and Worcester,Democratic,Pamela P. Resor,136
Danvers,-,6,State Senate,2nd Essex,Democratic,Frederick E. Berry,51
Yarmouth,-,4,U.S. House,10th,Democratic,William D. Delahunt,136
Northampton,7,B,State House,1st Hampshire,Democratic,Total Votes Cast,233
Haverhill,7,3,State Senate,1st Essex,Republican,All Others,0
Foxborough,-,1,State Senate,Bristol and Norfolk,Democratic,Total Votes Cast,80
Monson,-,B,State House,2nd Hampden,Republican,All Others,0
Barnstable,-,1,U.S. House,10th,Republican,Michael J. Jones,101
Lee,-,3,Governor's Council,8th,Democratic,Timothy J. Rooke,12
Boston,17,8,U.S. House,8th,Democratic,Total Votes Cast,152
Dighton,-,1,Governor's Council,1st,Democratic,All Others,0
Arlington,-,6,U.S. House,7th,Republican,All Others,3
Holyoke,2,B,U.S. House,1st,Republican,Steven E. Adam,0
Lawrence,F,1,Governor's Council,5th,Democratic,All Others,0
Boston,22,8,State Senate,2nd Suffolk and Middlesex,Democratic,Total Votes Cast,150
Methuen,-,2,State House,15th Essex,Democratic,"Arthur J. Broadhurst, Jr.",66
Westford,-,2,State House,2nd Middlesex,Republican,Blank Votes,2
Lexington,-,7,U.S. House,7th,Democratic,Blank Votes,89
Lawrence,A,2,U.S. House,5th,Democratic,Blank Votes,13
Lynn,6,1,State House,11th Essex,Democratic,All Others,0
Leominster,4,A,Governor's Council,7th,Democratic,Dennis P. McManus,324
N. Attleborough,-,1,State Senate,"Norfolk, Bristol and Middlesex",Republican,All Others,0
Boston,17,10,Governor's Council,4th,Republican,Donald A. Hussey,4
Framingham,-,12,State Senate,2nd Middlesex and Norfolk,Republican,All Others,0
Leominster,2,C,State House,4th Worcester,Republican,All Others,4
Swansea,-,3,U.S. House,3rd,Democratic,All Others,1
Gloucester,4,1,U.S. House,6th,Republican,All Others,1
Ware,-,B,State House,1st Hampden,Democratic,Total Votes Cast,47
Sandwich,-,5,State House,5th Barnstable,Republican,All Others,0
Shelburne,-,1,U.S. House,1st,Democratic,John W. Olver,54
Clinton,-,1,State Senate,Worcester and Middlesex,Republican,David Shnaider,30
Cambridge,4,3,State House,25th Middlesex,Green-Rainbow,All Others,0
Berkley,-,1,State Senate,1st Plymouth and Bristol,Democratic,Marc R. Pacheco,64
Boston,17,7,Governor's Council,4th,Republican,Donald A. Hussey,0
Boston,6,3,State House,4th Suffolk,Democratic,All Others,3
Revere,1,2,State Senate,1st Suffolk and Middlesex,Republican,Blank Votes,3
Revere,5,1,U.S. House,7th,Democratic,Blank Votes,53
Hardwick,-,1,State Senate,"Worcester, Hampden, Hampshire and Franklin",Democratic,Total Votes Cast,211
Lynn,1,1,State House,9th Essex,Democratic,Debra C. Panetta,107
Newton,4,4,U.S. House,4th,Democratic,Total Votes Cast,81
Lowell,1,3,U.S. House,5th,Republican,Ilana Freedman,10
Boston,15,8,Governor's Council,4th,Democratic,Stephen F. Flynn,9
Revere,1,1,State House,19th Suffolk,Republican,Blank Votes,3
Clinton,-,4,Governor's Council,7th,Democratic,All Others,0
Gardner,4,A,U.S. House,1st,Democratic,Blank Votes,43
Adams,-,5,State Senate,"Berkshire, Hampshire and Franklin",Democratic,"Andrea F. Nuciforo, Jr.",323
Orange,-,2,State Senate,"Worcester, Hampden, Hampshire and Franklin",Democratic,Stephen M. Brewer,50
Randolph,-,6,Governor's Council,2nd,Democratic,Kelly A. Timilty,222
Watertown,-,6,U.S. House,7th,Democratic,Edward J. Markey,83
Revere,2,1,U.S. House,7th,Republican,Kenneth G. Chase,9
Scituate,-,5,U.S. House,10th,Democratic,William D. Delahunt,136
Boston,1,11,State Senate,1st Suffolk and Middlesex,Democratic,Robert E. Travaglini,179
Billerica,-,6,Governor's Council,6th,Democratic,Blank Votes,43
Ludlow,-,4,Governor's Council,8th,Democratic,Peter Vickery,7
Chelmsford,-,6,State Senate,3rd Middlesex,Republican,John C. Thibault,64
Agawam,-,8,Governor's Council,8th,Democratic,Isaac Benezra,8
Saugus,-,2,State House,9th Essex,Republican,All Others,2
Worcester,2,1,State Senate,1st Worcester,Democratic,Total Votes Cast,440
Worcester,10,2,Governor's Council,7th,Democratic,Kathleen C. Norbut,23
Townsend,-,2,State House,1st Middlesex,Republican,All Others,0
Holbrook,-,2,U.S. House,9th,Democratic,Total Votes Cast,123
Mashpee,-,4,U.S. House,10th,Republican,Blank Votes,27
Newton,5,1,U.S. House,4th,Democratic,Total Votes Cast,53
Fitchburg,3,B,U.S. House,1st,Democratic,Blank Votes,79
Framingham,-,9,State Senate,2nd Middlesex and Norfolk,Democratic,Total Votes Cast,204
Worcester,9,4,State Senate,1st Worcester,Republican,All Others,1
Hubbardston,-,1,Governor's Council,7th,Democratic,Total Votes Cast,280
TOTALS,,,State House,16th Suffolk,Democratic,Kathi-Anne Reinstein,2249
Lee,-,5,State Senate,"Berkshire, Hampshire and Franklin",Democratic,Blank Votes,20
Plymouth,-,14,Governor's Council,1st,Republican,Total Votes Cast,124
Groton,-,2,U.S. House,5th,Democratic,Blank Votes,6
Carver,-,3,State Senate,1st Plymouth and Bristol,Republican,Donald J. Jonah,68
Waltham,1,2,State Senate,3rd Middlesex,Democratic,Total Votes Cast,356
Bourne,-,5,U.S. House,10th,Republican,All Others,0
Boston,4,5,U.S. House,8th,Democratic,Total Votes Cast,112
Boston,4,10,Governor's Council,3rd,Democratic,Total Votes Cast,18
Wareham,-,2,State House,2nd Plymouth,Republican,Blank Votes,7
Chelmsford,-,2,U.S. House,5th,Republican,Thomas P. Tierney,14
Cambridge,11,2,U.S. House,8th,Democratic,Michael E. Capuano,155
TOTALS,,,State House,14th Middlesex,Democratic,Cory Atkins,1489
Gardner,2,B,State Senate,Worcester and Middlesex,Green-Rainbow,Total Votes Cast,0
Carver,-,2,U.S. House,10th,Democratic,William D. Delahunt,95
Springfield,6,E,State House,10th Hampden,Republican,George Vazquez,3
Needham,-,A,State Senate,"Norfolk, Bristol and Middlesex",Special Democratic,Blank Votes,4
Malden,3,1,U.S. House,7th,Republican,Total Votes Cast,22
Kingston,-,3,Governor's Council,1st,Democratic,Carole A. Fiola,134
Medford,7,2,State House,35th Middlesex,Democratic,All Others,5
Wakefield,-,3,State Senate,Middlesex and Essex,Republican,Blank Votes,3
Somerville,6,3,State House,27th Middlesex,Republican,Total Votes Cast,11
Lawrence,B,1,U.S. House,5th,Republican,All Others,0
Waltham,3,1,U.S. House,7th,Republican,Blank Votes,6
Lowell,7,2,Governor's Council,3rd,Democratic,Total Votes Cast,31
Boston,13,3,Governor's Council,4th,Democratic,All Others,0
Lawrence,B,3,U.S. House,5th,Democratic,Total Votes Cast,42
Amherst,-,7,U.S. House,1st,Republican,Total Votes Cast,11
Cambridge,11,3,State Senate,2nd Suffolk and Middlesex,Democratic,Steven A. Tolman,248
Gardner,3,A,State Senate,Worcester and Middlesex,Democratic,Blank Votes,20
N. Andover,-,6,Governor's Council,5th,Democratic,All Others,0
Ayer,-,2,State Senate,Middlesex and Worcester,Republican,Blank Votes,0
TOTALS,,,State House,8th Worcester,Republican,Blank Votes,439
Stow,-,1,U.S. House,5th,Democratic,Blank Votes,21
Holliston,-,2,State Senate,2nd Middlesex and Norfolk,Republican,James F. Coffey,61
Needham,-,J,State Senate,"Norfolk, Bristol and Middlesex",Libertarian,All Others,0
Melrose,3,2,U.S. House,7th,Republican,All Others,0
Marlborough,4,2,U.S. House,3rd,Republican,Blank Votes,45
Marlborough,2,2,State Senate,Middlesex and Worcester,Republican,Arthur G. Vigeant,46
Adams,-,4,State House,1st Berkshire,Republican,Blank Votes,6
Plainville,-,2,State Senate,"Norfolk, Bristol and Middlesex",Special Democratic,James F. Klocke,15
Newton,3,4,U.S. House,4th,Democratic,Blank Votes,14
Foxborough,-,2,State Senate,Bristol and Norfolk,Republican,All Others,1
Montague,-,1,Governor's Council,8th,Democratic,Peter Vickery,95
Boston,22,10,State Senate,2nd Suffolk and Middlesex,Democratic,All Others,2
Marblehead,-,3,State House,8th Essex,Republican,Total Votes Cast,67
Wakefield,-,7,State Senate,Middlesex and Essex,Democratic,All Others,0
Brockton,1,A,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",34
Natick,-,4,U.S. House,7th,Republican,Blank Votes,2
Quincy,4,3,U.S. House,10th,Republican,All Others,0
Taunton,7,B,State Senate,1st Plymouth and Bristol,Democratic,Total Votes Cast,74
Chicopee,2,CN,State House,8th Hampden,Republican,Total Votes Cast,9
Grafton,-,3,State Senate,2nd Worcester,Democratic,All Others,1
Adams,-,5,State Senate,"Berkshire, Hampshire and Franklin",Democratic,All Others,2
Peru,-,1,Governor's Council,8th,Democratic,Michael D. Bissonnette,14
Millis,-,3,State Senate,"Norfolk, Bristol and Middlesex",Libertarian,Louis Sinoff,1
Westfield,1,B,Governor's Council,8th,Democratic,Total Votes Cast,42
Wareham,-,6,State Senate,1st Plymouth and Bristol,Democratic,Blank Votes,10
Brookline,-,5,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,90
Dracut,-,7,State Senate,2nd Essex and Middlesex,Republican,Blank Votes,9
N. Attleborough,-,5,State Senate,"Norfolk, Bristol and Middlesex",Special Republican,All Others,0
Wayland,-,3,U.S. House,5th,Democratic,Blank Votes,28
Sheffield,-,1,Governor's Council,8th,Democratic,Isaac Benezra,10
Belmont,-,4,State House,24th Middlesex,Democratic,Anne M. Paulsen,105
Wakefield,-,5,State House,32nd Middlesex,Republican,All Others,0
Holyoke,1,A,State Senate,2nd Hampden and Hampshire,Democratic,Todd McGee,1
Carlisle,-,1,State House,14th Middlesex,Republican,Douglas G. A. Stevenson,197
Malden,1,2,State Senate,Middlesex and Essex,Democratic,Katherine M. Clark,117
Boston,4,10,State Senate,2nd Suffolk and Middlesex,Republican,Blank Votes,0
Westhampton,-,1,State House,1st Hampshire,Republican,John A. Andrulis,8
Westminster,-,2,U.S. House,1st,Democratic,All Others,0
Medford,5,1,State Senate,2nd Middlesex,Democratic,Total Votes Cast,347
Melrose,6,1,State Senate,3rd Essex and Middlesex,Democratic,All Others,1
Pembroke,-,5,State House,6th Plymouth,Republican,All Others,0
Duxbury,-,1,U.S. House,10th,Republican,Total Votes Cast,48
Plymouth,-,5,State House,1st Plymouth,Democratic,All Others,4
Orange,-,1,U.S. House,1st,Republican,Steven E. Adam,57
Attleboro,6,B,U.S. House,3rd,Democratic,All Others,0
Gloucester,1,1,State Senate,1st Essex and Middlesex,Democratic,Blank Votes,6
Brookline,-,4,State Senate,1st Middlesex and Norfolk,Republican,Total Votes Cast,21
Newburyport,4,1,State House,1st Essex,Republican,Erford C. Fowler,175
Chicopee,6,BW,Governor's Council,8th,Democratic,Blank Votes,0
Everett,4,1,State House,28th Middlesex,Democratic,Blank Votes,6
Boston,3,2,Governor's Council,6th,Democratic,Blank Votes,67
Waltham,3,2,U.S. House,7th,Republican,Total Votes Cast,29
Gardner,1,B,Governor's Council,7th,Democratic,Blank Votes,34
Stockbridge,-,1,Governor's Council,8th,Democratic,Timothy J. Rooke,29
Duxbury,-,1,U.S. House,10th,Democratic,Total Votes Cast,59
Brockton,4,D,State Senate,2nd Plymouth and Bristol,Republican,All Others,2
Springfield,7,B,State House,12th Hampden,Democratic,Gale D. Candaras,125
W. Springfield,-,7,State Senate,Hampden,Democratic,Blank Votes,29
Lawrence,C,4,State Senate,2nd Essex and Middlesex,Democratic,All Others,0
Woburn,2,1,U.S. House,7th,Republican,Kenneth G. Chase,9
Tewksbury,-,4A,State Senate,2nd Essex and Middlesex,Democratic,Blank Votes,22
Chicopee,6,BW,State Senate,2nd Hampden and Hampshire,Democratic,Todd McGee,0
Fitchburg,6,A,Governor's Council,7th,Democratic,Kathleen C. Norbut,47
Boston,12,6,U.S. House,8th,Democratic,Total Votes Cast,152
S. Hadley,-,B,Governor's Council,8th,Democratic,Peter Vickery,51
N. Attleborough,-,8,State House,14th Bristol,Republican,Elizabeth A. Poirier,90
Weymouth,-,7,U.S. House,10th,Democratic,Blank Votes,28
Waltham,8,1,U.S. House,7th,Republican,Kenneth G. Chase,8
Needham,-,H,State Senate,"Norfolk, Bristol and Middlesex",Democratic,Gerald A. Wasserman,266
Worcester,6,1,State Senate,2nd Worcester,Republican,Total Votes Cast,13
Quincy,1,3,State House,2nd Norfolk,Democratic,All Others,0
N. Reading,-,4,U.S. House,6th,Republican,Blank Votes,10
Pittsfield,6,A,State Senate,"Berkshire, Hampshire and Franklin",Republican,Blank Votes,1
Springfield,8,F,U.S. House,2nd,Democratic,Blank Votes,13
Lowell,11,1,State House,17th Middlesex,Democratic,All Others,1
Norfolk,-,2,State Senate,"Norfolk, Bristol and Middlesex",Special Democratic,Terence P. Noonan,3
Athol,-,3,State Senate,"Worcester, Hampden, Hampshire and Franklin",Libertarian,Carolyn J. McMahon,0
Braintree,-,9,State House,5th Norfolk,Republican,Total Votes Cast,21
Wakefield,-,4,U.S. House,6th,Democratic,Blank Votes,43
Lowell,2,1,State House,18th Middlesex,,All Others,1
Rochester,-,1,State House,10th Bristol,Democratic,Blank Votes,9
Brockton,6,C,Governor's Council,4th,Democratic,All Others,0
Brockton,6,B,State House,10th Plymouth,Democratic,Total Votes Cast,143
Milford,-,1,State Senate,Worcester and Norfolk,Democratic,Total Votes Cast,182
Springfield,8,F,State House,7th Hampden,Democratic,Total Votes Cast,86
Easton,-,4,Governor's Council,2nd,Democratic,Kelly A. Timilty,51
Milton,-,4,Governor's Council,2nd,Democratic,Total Votes Cast,253
Quincy,2,5,Governor's Council,4th,Democratic,Stephen F. Flynn,62
E. Bridgewater,-,2,State House,7th Plymouth,Republican,Total Votes Cast,54
Westford,-,1,State House,2nd Middlesex,Republican,Blank Votes,2
Northampton,6,B,State Senate,Hampshire and Franklin,Democratic,All Others,1
Fitchburg,3,A,State House,3rd Worcester,Democratic,Susan M. Koeck,100
Cambridge,2,2,Governor's Council,6th,Democratic,Michael J. Callahan,6
Arlington,-,21,State Senate,4th Middlesex,Republican,Richard J. Dellarciprete,3
Billerica,-,5,U.S. House,5th,Democratic,Blank Votes,79
TOTALS,,,State House,6th Hampden,Democratic,All Others,13
Montague,-,3,U.S. House,1st,Republican,Total Votes Cast,9
Mashpee,-,3,State House,5th Barnstable,Democratic,Total Votes Cast,44
Waltham,4,2,State House,9th Middlesex,Green-Rainbow,Total Votes Cast,0
Chelmsford,-,7,State Senate,3rd Middlesex,Republican,Blank Votes,4
Chicopee,1,A,U.S. House,2nd,Democratic,Blank Votes,28
Hopkinton,-,3,State Senate,2nd Middlesex and Norfolk,Democratic,All Others,0
Dracut,-,5,State Senate,2nd Essex and Middlesex,Democratic,Total Votes Cast,364
Springfield,6,E,Governor's Council,8th,Democratic,Total Votes Cast,41
Fitchburg,1,B,State Senate,Worcester and Middlesex,Republican,Blank Votes,5
Medford,4,1,U.S. House,7th,Democratic,Total Votes Cast,223
Phillipston,-,1,U.S. House,1st,Democratic,John W. Olver,74
N. Attleborough,-,2,U.S. House,3rd,Democratic,All Others,0
Bridgewater,-,7,State Senate,1st Plymouth and Bristol,Republican,Donald J. Jonah,43
Bourne,-,1,Governor's Council,1st,Democratic,Total Votes Cast,68
Southbridge,-,5,State House,6th Worcester,Democratic,All Others,0
Arlington,-,11,State House,23rd Middlesex,Libertarian,Blank Votes,0
N. Andover,-,6,U.S. House,6th,Republican,"Stephen P. O'Malley, Jr.",31
Quincy,6,1,Governor's Council,4th,Democratic,Total Votes Cast,288
Boston,17,13,State Senate,1st Suffolk,Democratic,Jack Hart,209
Newton,3,3,Governor's Council,3rd,Democratic,All Others,2
Chicopee,3,C,U.S. House,2nd,Democratic,All Others,0
W. Springfield,-,5,U.S. House,1st,Democratic,All Others,0
Methuen,-,11,U.S. House,5th,Republican,Blank Votes,0
Chelmsford,-,2,State House,16th Middlesex,,All Others,0
Stoneham,-,3,State House,30th Middlesex,Democratic,Patrick Natale,183
New Bedford,1,A,State House,11th Bristol,Democratic,Total Votes Cast,207
Medfield,-,1,Governor's Council,2nd,Democratic,Kelly A. Timilty,46
Windsor,-,1,State House,2nd Berkshire,Democratic,All Others,0
Holliston,-,2,State House,8th Middlesex,Republican,Blank Votes,0
Boston,13,7,Governor's Council,4th,Republican,Total Votes Cast,7
Waltham,9,1,Governor's Council,3rd,Democratic,Total Votes Cast,73
Woburn,7,2,State House,15th Middlesex,Democratic,Total Votes Cast,253
Hingham,-,1,State House,3rd Plymouth,Democratic,Total Votes Cast,86
Cambridge,9,2,State Senate,2nd Suffolk and Middlesex,Democratic,Steven A. Tolman,149
Waltham,2,2,State Senate,3rd Middlesex,Republican,Total Votes Cast,20
Medford,1,1,State Senate,2nd Middlesex,Democratic,Blank Votes,15
Holland,-,1,U.S. House,2nd,Democratic,Blank Votes,3
Boston,1,1,Governor's Council,6th,Democratic,Total Votes Cast,173
Newton,6,1,State Senate,1st Middlesex and Norfolk,Republican,Total Votes Cast,4
Springfield,3,C,Governor's Council,8th,Democratic,Michael D. Bissonnette,7
Springfield,8,E,U.S. House,2nd,Democratic,Richard E. Neal,49
Worcester,9,3,Governor's Council,7th,Democratic,William A. Trotta,139
New Bedford,5,B,U.S. House,4th,Democratic,Total Votes Cast,129
Wakefield,-,6,State House,32nd Middlesex,Republican,Blank Votes,9
Worcester,5,4,U.S. House,3rd,Republican,Blank Votes,10
Falmouth,-,7,State House,3rd Barnstable,Republican,Larry F. Wheatley,108
Boston,11,7,State Senate,2nd Suffolk,Democratic,Total Votes Cast,241
Wakefield,-,7,State Senate,Middlesex and Essex,Republican,Richard R. Tisei,46
Falmouth,-,7,Governor's Council,1st,Republican,All Others,0
Boston,9,3,U.S. House,8th,Democratic,Total Votes Cast,290
Attleboro,4,B,U.S. House,3rd,Republican,Blank Votes,13
Rutland,-,1,U.S. House,3rd,Republican,All Others,0
Quincy,2,1,U.S. House,10th,Republican,All Others,1
Easton,-,4,Governor's Council,2nd,Democratic,Total Votes Cast,55
Chelsea,4,1,State House,2nd Suffolk,Democratic,Eugene L. O'Flaherty,206
Springfield,1,F,Governor's Council,8th,Democratic,Peter Vickery,10
S. Hadley,-,B,State Senate,Hampshire and Franklin,Democratic,Stanley C. Rosenberg,114
Fitchburg,6,A,State House,3rd Worcester,Democratic,All Others,0
Westfield,6,A,U.S. House,1st,Democratic,All Others,1
Tewksbury,-,2,Governor's Council,5th,Democratic,All Others,1
Newton,1,1,State House,10th Middlesex,Republican,Blank Votes,10
Belmont,-,4,U.S. House,7th,Democratic,Total Votes Cast,131
Barnstable,-,5,State House,3rd Barnstable,Democratic,Blank Votes,6
TOTALS,,,State House,11th Hampden,Democratic,All Others,4
Whitman,-,2,State Senate,2nd Plymouth and Bristol,Democratic,All Others,0
Brockton,6,D,Governor's Council,4th,Democratic,Blank Votes,11
Malden,6,2,U.S. House,7th,Republican,Kenneth G. Chase,27
Boxborough,-,1,U.S. House,5th,Republican,All Others,0
Newton,1,3,State House,11th Middlesex,Republican,Total Votes Cast,6
Auburn,-,4,State Senate,2nd Worcester,Republican,Blank Votes,40
Georgetown,-,2,State Senate,1st Essex and Middlesex,Republican,All Others,0
Charlton,-,2,U.S. House,2nd,Democratic,Total Votes Cast,259
Arlington,-,20,State House,15th Middlesex,Democratic,Ed Crowley,63
Brewster,-,2,U.S. House,10th,Democratic,Blank Votes,5
Ludlow,-,5,State Senate,1st Hampden and Hampshire,Republican,All Others,0
Colrain,-,1,Governor's Council,8th,Democratic,Timothy J. Rooke,4
Gloucester,3,1,State House,5th Essex,Democratic,Anthony J. Verga,29
Brockton,6,A,State House,10th Plymouth,Republican,Total Votes Cast,14
Arlington,-,15,State Senate,4th Middlesex,Republican,All Others,0
Leominster,2,B,State House,4th Worcester,Democratic,Total Votes Cast,298
Malden,7,1,U.S. House,7th,Republican,Blank Votes,4
Chicopee,4,B,State House,6th Hampden,Democratic,Total Votes Cast,97
TOTALS,,,State House,17th Middlesex,Republican,All Others,0
Holyoke,3,A,State House,5th Hampden,Democratic,Michael F. Kane,81
Southampton,-,1,U.S. House,1st,Republican,Blank Votes,35
Stoneham,-,7,State House,31st Middlesex,Republican,John M. Prindiville,26
Chicopee,5,B,State House,6th Hampden,Republican,"Dean C. Vogel, Sr.",28
Fall River,1,D,State Senate,1st Bristol and Plymouth,Democratic,Joan M. Menard,134
Quincy,5,3,State Senate,Norfolk and Plymouth,Democratic,Total Votes Cast,168
Framingham,-,4,State House,6th Middlesex,Democratic,Deborah D. Blumer,363
W. Springfield,-,6,U.S. House,1st,Democratic,All Others,0
Lee,-,2,State Senate,"Berkshire, Hampshire and Franklin",Republican,Dawn Taylor Thompson,10
Beverly,1,1,Governor's Council,5th,Democratic,All Others,1
Malden,7,1,U.S. House,7th,Democratic,Blank Votes,13
Brockton,4,A,Governor's Council,4th,Republican,All Others,0
Revere,3,2,U.S. House,7th,Republican,Total Votes Cast,12
Belchertown,-,C,State Senate,1st Hampden and Hampshire,Republican,All Others,0
Whitman,-,4,Governor's Council,4th,Republican,Total Votes Cast,129
Dracut,-,5,Governor's Council,5th,Democratic,Mary-Ellen Manning,250
Cambridge,11,2,State Senate,2nd Suffolk and Middlesex,Republican,Blank Votes,0
Reading,-,8,U.S. House,6th,Republican,Blank Votes,10
New Bedford,2,E,State Senate,2nd Bristol and Plymouth,Democratic,Mark C. Montigny,150
Lawrence,C,3,State Senate,2nd Essex and Middlesex,Democratic,All Others,0
Palmer,-,1,State House,1st Hampden,Democratic,Blank Votes,64
Lynn,3,3,U.S. House,6th,Republican,All Others,0
Wareham,-,1,U.S. House,4th,Democratic,Blank Votes,14
N. Attleborough,-,4,State Senate,"Norfolk, Bristol and Middlesex",Special Democratic,Terence P. Noonan,3
Leverett,-,1,U.S. House,1st,Democratic,Blank Votes,9
Marlborough,2,1,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,61
Weymouth,-,18,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",36
Plymouth,-,3,Governor's Council,1st,Democratic,All Others,0
Billerica,-,1,State Senate,4th Middlesex,Republican,Total Votes Cast,85
Hanson,-,3,State Senate,2nd Plymouth and Bristol,Democratic,"Robert S. Creedon, Jr.",82
Boston,22,2,Governor's Council,6th,Democratic,Total Votes Cast,172
Franklin,-,2,U.S. House,3rd,Republican,All Others,0
Boston,11,4,State Senate,2nd Suffolk,Democratic,Total Votes Cast,246
Springfield,6,G,U.S. House,2nd,Democratic,Total Votes Cast,85
Boston,6,3,Governor's Council,4th,Republican,Total Votes Cast,4
Greenfield,-,9,State House,2nd Franklin,Democratic,Blank Votes,2
Woburn,1,1,State House,15th Middlesex,Democratic,Jay R. Kaufman,73
Boston,12,6,State Senate,2nd Suffolk,Democratic,Dianne Wilkerson,134
Warwick,-,1,State Senate,"Worcester, Hampden, Hampshire and Franklin",Republican,Blank Votes,0
Boston,18,9,Governor's Council,2nd,Republican,Blank Votes,6
Worcester,3,1,Governor's Council,7th,Democratic,Total Votes Cast,489
Charlemont,-,1,State Senate,"Berkshire, Hampshire and Franklin",Republican,Dawn Taylor Thompson,6
Harvard,-,1,U.S. House,5th,Democratic,Blank Votes,18
Stoneham,-,1,State Senate,Middlesex and Essex,Democratic,Katherine M. Clark,93
Winchester,-,8,State House,31st Middlesex,Republican,Total Votes Cast,27
Cambridge,3,2,State Senate,"Middlesex, Suffolk and Essex",Democratic,Blank Votes,97
Boston,5,6,State House,8th Suffolk,Republican,All Others,0
Lynn,2,4,U.S. House,6th,Democratic,All Others,0
Oxford,-,2,Governor's Council,7th,Democratic,Blank Votes,36
Boston,19,1,State House,15th Suffolk,Democratic,Blank Votes,40
W. Bridgewater,-,1,State Senate,"Norfolk, Bristol and Plymouth",Democratic,Blank Votes,16
Wellesley,-,B,State House,14th Norfolk,Democratic,Total Votes Cast,308
Rutland,-,1,State Senate,"Worcester, Hampden, Hampshire and Franklin",Libertarian,Total Votes Cast,0
Leominster,1,B,Governor's Council,7th,Democratic,William A. Trotta,33
Andover,-,1,State Senate,2nd Essex and Middlesex,,Total Votes Cast,135
New Bedford,2,E,State House,11th Bristol,Democratic,Robert M. Koczera,151
Cambridge,6,3,State House,25th Middlesex,Democratic,Blank Votes,28
Hanover,-,2,State Senate,2nd Plymouth and Bristol,Republican,Total Votes Cast,47
Mashpee,-,3,State Senate,Cape and Islands,Democratic,All Others,0
Melrose,2,1,U.S. House,7th,Democratic,All Others,0
Boston,17,12,State House,12th Suffolk,Democratic,Blank Votes,38
Brockton,2,B,U.S. House,9th,Democratic,Blank Votes,11
Revere,2,3,State House,19th Suffolk,Democratic,All Others,0
Boston,21,3,State House,17th Suffolk,Democratic,Blank Votes,5
Billerica,-,5,State Senate,4th Middlesex,Democratic,"Robert A. Havern, III",196
Stockbridge,-,1,State House,4th Berkshire,Democratic,"William ""Smitty"" Pignatelli",153
TOTALS,,,State House,23rd Middlesex,Republican,Blank Votes,232
TOTALS,,,State House,7th Essex,Democratic,Michael P. Blatty,45
Milton,-,8,Governor's Council,2nd,Democratic,Blank Votes,78
Swansea,-,5,Governor's Council,1st,Republican,All Others,4
Bourne,-,2,State House,2nd Plymouth,Democratic,All Others,0
Beverly,3,1,Governor's Council,5th,Democratic,Mary-Ellen Manning,36
Grafton,-,4,U.S. House,2nd,Democratic,Richard E. Neal,212
