town,ward,precinct,office,district,party,candidate,votes
Otis,-,1,State House,4th Berkshire,Republican,James J. Bashour,12
Wilmington,-,5,State Senate,1st Essex and Middlesex,Republican,Total Votes Cast,27
Holyoke,3,A,U.S. House,1st,Democratic,John W. Olver,87
Boston,22,10,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,122
TOTALS,,,State House,3rd Worcester,Democratic,Blank Votes,58
Abington,-,1,Governor's Council,4th,Republican,Blank Votes,15
Woburn,1,2,State House,15th Middlesex,Democratic,Jay R. Kaufman,106
Boston,20,18,State House,10th Suffolk,Republican,Martin Begien,0
Cambridge,10,2,Governor's Council,6th,Democratic,Michael J. Callahan,136
Billerica,-,1,State House,22nd Middlesex,Democratic,Total Votes Cast,269
Chester,-,1,U.S. House,1st,Republican,Total Votes Cast,19
Chelsea,4,3,U.S. House,8th,Democratic,Total Votes Cast,176
Belmont,-,2,State Senate,2nd Suffolk and Middlesex,Democratic,Steven A. Tolman,121
W. Springfield,-,8,State House,6th Hampden,Republican,Blank Votes,1
Dennis,-,4,State House,1st Barnstable,Democratic,Cleon H. Turner,135
Peabody,3,1,State House,12th Essex,Republican,All Others,0
Amesbury,-,5,State Senate,1st Essex,Democratic,Blank Votes,9
Grafton,-,1,Governor's Council,7th,Democratic,William A. Trotta,65
Douglas,-,2,State House,8th Worcester,Democratic,Total Votes Cast,180
Leominster,4,A,State House,4th Worcester,Republican,John J. Souza,50
Bourne,-,5,State Senate,Plymouth and Barnstable,Republican,All Others,0
Barnstable,-,2,State House,2nd Barnstable,Democratic,All Others,1
Springfield,5,B,U.S. House,2nd,Democratic,Total Votes Cast,58
Somerville,2,2,State House,26th Middlesex,Democratic,Total Votes Cast,546
Winthrop,-,1,State House,19th Suffolk,Democratic,Robert A. DeLeo,236
TOTALS,,,State House,2nd Franklin,Democratic,Total Votes Cast,1218
Mansfield,-,5,Governor's Council,2nd,Democratic,Total Votes Cast,44
Cambridge,3,2,U.S. House,8th,Democratic,Total Votes Cast,435
Marlborough,5,2,State Senate,Middlesex and Worcester,Democratic,All Others,3
Natick,-,7,Governor's Council,2nd,Republican,Total Votes Cast,54
Taunton,3,A,U.S. House,4th,Democratic,Barney Frank,157
Framingham,-,18,State House,7th Middlesex,Republican,Blank Votes,1
Windsor,-,1,U.S. House,1st,Democratic,All Others,0
Boston,15,8,Governor's Council,4th,Democratic,Blank Votes,17
Chelsea,4,2,U.S. House,8th,Democratic,Blank Votes,36
Boston,15,6,State Senate,1st Suffolk,Democratic,Total Votes Cast,91
Boston,17,10,State House,6th Suffolk,Democratic,Blank Votes,13
Groton,-,2,State Senate,1st Middlesex,Democratic,Total Votes Cast,33
Amesbury,-,5,State House,1st Essex,Democratic,Michael A. Costello,42
Boston,7,8,U.S. House,9th,Democratic,All Others,2
Cohasset,-,2,U.S. House,10th,Democratic,Total Votes Cast,92
Norwood,-,1,State Senate,Suffolk and Norfolk,Democratic,Blank Votes,74
Dartmouth,-,2,Governor's Council,1st,Republican,All Others,0
Springfield,7,B,Governor's Council,8th,Democratic,Timothy J. Rooke,112
Dennis,-,5,U.S. House,10th,Democratic,William D. Delahunt,108
Taunton,1,A,State Senate,1st Plymouth and Bristol,Republican,Donald J. Jonah,12
Seekonk,-,4,State Senate,Bristol and Norfolk,Republican,Philip A. Brown,18
Boston,20,17,U.S. House,9th,Democratic,All Others,3
Wakefield,-,5,State House,32nd Middlesex,Republican,Blank Votes,9
TOTALS,,,State House,3rd Barnstable,Democratic,Blank Votes,91
Lawrence,F,1,State House,14th Essex,Republican,Blank Votes,10
Methuen,-,12,U.S. House,5th,Republican,Thomas P. Tierney,14
Athol,-,3,U.S. House,1st,Democratic,Total Votes Cast,167
TOTALS,,,State House,3rd Hampshire,Democratic,Total Votes Cast,2085
Natick,-,4,State House,5th Middlesex,Republican,All Others,0
Hanson,-,2,State Senate,2nd Plymouth and Bristol,Republican,All Others,0
TOTALS,,,State House,10th Middlesex,Republican,Dara Pourghasemi,28
N. Attleborough,-,1,State Senate,"Norfolk, Bristol and Middlesex",Special Democratic,Total Votes Cast,41
Leominster,4,A,State Senate,Worcester and Middlesex,Democratic,All Others,4
Framingham,-,18,State House,7th Middlesex,Libertarian,Gregory Doherty,0
Winthrop,-,4,State Senate,1st Suffolk and Middlesex,Republican,Gilbert R. Lavoie,26
Medford,2,1,U.S. House,7th,Republican,Total Votes Cast,18
Cambridge,4,1,Governor's Council,6th,Democratic,Michael J. Callahan,101
Brockton,4,B,Governor's Council,4th,Republican,Donald A. Hussey,19
Brockton,6,B,State House,10th Plymouth,Republican,All Others,0
TOTALS,,,State House,8th Plymouth,Democratic,All Others,12
Haverhill,5,1,U.S. House,5th,Republican,Thomas P. Tierney,16
Arlington,-,14,U.S. House,7th,Republican,Blank Votes,3
Newton,5,2,Governor's Council,3rd,Democratic,Total Votes Cast,92
Hudson,-,1,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,64
TOTALS,,,State House,2nd Middlesex,Democratic,Blank Votes,147
Pembroke,-,5,U.S. House,10th,Democratic,Total Votes Cast,116
Haverhill,2,2,State House,18th Essex,Democratic,Total Votes Cast,32
Boston,8,6,Governor's Council,4th,Republican,Total Votes Cast,0
Becket,-,1,State House,2nd Berkshire,Democratic,All Others,0
Boston,13,6,State House,5th Suffolk,Democratic,Marie St. Fleur,125
Hopkinton,-,1,U.S. House,3rd,Republican,Ronald A. Crews,59
Boston,5,1,State Senate,2nd Suffolk,Democratic,Dianne Wilkerson,206
Brookline,-,12,U.S. House,4th,Democratic,Blank Votes,6
Boston,18,9,Governor's Council,2nd,Democratic,All Others,6
Chicopee,6,AN,State Senate,2nd Hampden and Hampshire,Republican,Total Votes Cast,2
Tewksbury,-,1,State Senate,2nd Essex and Middlesex,Republican,All Others,1
Northampton,1,A,State House,1st Hampshire,Republican,Blank Votes,0
Sandwich,-,5,U.S. House,10th,Republican,Michael J. Jones,75
Sunderland,-,1,U.S. House,1st,Democratic,John W. Olver,108
Marion,-,1,State House,10th Bristol,Republican,Peter F. Winters,323
TOTALS,,,State House,17th Essex,Republican,All Others,1
Lynn,5,4,U.S. House,6th,Democratic,John F. Tierney,128
Westwood,-,3,Governor's Council,2nd,Democratic,Kelly A. Timilty,108
Boston,21,10,U.S. House,8th,Democratic,Total Votes Cast,101
Dracut,-,1,State Senate,2nd Essex and Middlesex,Democratic,Susan C. Tucker,321
Quincy,4,3,State House,1st Norfolk,Democratic,Blank Votes,8
Falmouth,-,7,U.S. House,10th,Republican,Michael J. Jones,98
Springfield,7,H,Governor's Council,8th,Democratic,Peter Vickery,9
Melrose,3,1,State Senate,Middlesex and Essex,Republican,Total Votes Cast,24
Malden,1,1,State Senate,Middlesex and Essex,Democratic,Total Votes Cast,153
Stoneham,-,3,U.S. House,7th,Democratic,Edward J. Markey,210
Templeton,-,A,U.S. House,1st,Democratic,Blank Votes,33
Leominster,4,C,Governor's Council,7th,Democratic,William A. Trotta,34
Ashby,-,1,State Senate,Worcester and Middlesex,Republican,Blank Votes,1
Seekonk,-,3,State House,4th Bristol,Republican,Total Votes Cast,35
Lowell,7,1,State Senate,1st Middlesex,Democratic,Blank Votes,7
Haverhill,2,1,State House,18th Essex,Republican,All Others,0
Worcester,1,4,U.S. House,3rd,Democratic,All Others,3
Fairhaven,-,2,Governor's Council,1st,Democratic,Carole A. Fiola,97
Palmer,-,1,State Senate,"Worcester, Hampden, Hampshire and Franklin",Libertarian,All Others,0
Winchendon,-,2,State House,2nd Worcester,Democratic,Total Votes Cast,119
Lowell,6,3,U.S. House,5th,Republican,Thomas P. Tierney,13
New Bedford,3,B,Governor's Council,1st,Republican,Total Votes Cast,15
Needham,-,B,State House,13th Norfolk,Democratic,Lida E. Harkins,219
Milton,-,11,Governor's Council,2nd,Republican,Total Votes Cast,24
Boston,17,8,Governor's Council,4th,Republican,Donald A. Hussey,0
Wakefield,-,3,State Senate,Middlesex and Essex,Democratic,Katherine M. Clark,125
Lunenburg,-,D,Governor's Council,7th,Democratic,Dennis P. McManus,43
Boston,8,4,State House,7th Suffolk,Democratic,Total Votes Cast,55
Plymouth,-,5,Governor's Council,1st,Democratic,Total Votes Cast,186
Waltham,4,1,State House,9th Middlesex,Democratic,Kathleen B. McMenimen,159
Boston,21,7,State Senate,"Middlesex, Suffolk and Essex",Democratic,Jarrett T. Barrios,38
Tewksbury,-,2,State House,19th Middlesex,Democratic,James R. Miceli,94
Revere,2,3,U.S. House,7th,Democratic,All Others,0
Plainville,-,1,U.S. House,3rd,Democratic,Total Votes Cast,115
Milford,-,7,State Senate,Worcester and Norfolk,Democratic,Blank Votes,28
Braintree,-,10,U.S. House,9th,Democratic,Total Votes Cast,186
Lowell,6,1,U.S. House,5th,Democratic,Martin T. Meehan,96
Springfield,1,D,State House,10th Hampden,Republican,All Others,2
Framingham,-,6,State House,6th Middlesex,Republican,Blank Votes,6
Brockton,5,C,State Senate,2nd Plymouth and Bristol,Republican,All Others,0
Melrose,4,1,State Senate,Middlesex and Essex,Republican,Richard R. Tisei,14
Westfield,3,A,Governor's Council,8th,Democratic,Blank Votes,1
Lowell,2,2,State Senate,1st Middlesex,Democratic,Total Votes Cast,48
Taunton,6,A,Governor's Council,1st,Republican,All Others,1
Quincy,5,2,State House,1st Norfolk,Democratic,Total Votes Cast,327
Brewster,-,2,U.S. House,10th,Democratic,All Others,0
Lawrence,D,1,Governor's Council,5th,Democratic,All Others,0
Haverhill,4,2,State House,3rd Essex,Democratic,All Others,2
Adams,-,2,U.S. House,1st,Republican,Blank Votes,12
Franklin,-,6,U.S. House,3rd,Democratic,Total Votes Cast,149
Wayland,-,1,State Senate,"Norfolk, Bristol and Middlesex",Democratic,Angus G. McQuilken,122
Hubbardston,-,1,State Senate,"Worcester, Hampden, Hampshire and Franklin",Libertarian,Carolyn J. McMahon,1
Norwell,-,3,Governor's Council,4th,Democratic,Total Votes Cast,108
Warren,-,B,State House,1st Hampden,Democratic,Monica J. Palacios-Boyce,97
Randolph,-,6,Governor's Council,2nd,Democratic,Total Votes Cast,296
TOTALS,,,State House,6th Worcester,Democratic,Blank Votes,599
Gloucester,5,2,State House,5th Essex,Democratic,Anthony J. Verga,36
Barnstable,-,13,State Senate,Cape and Islands,Republican,Blank Votes,10
Framingham,-,18,Governor's Council,2nd,Democratic,All Others,3
Marblehead,-,4,U.S. House,6th,Republican,"Stephen P. O'Malley, Jr.",79
Lowell,8,1,U.S. House,5th,Republican,All Others,0
Falmouth,-,1,State Senate,Plymouth and Barnstable,Democratic,All Others,2
Shelburne,-,1,State Senate,Hampshire and Franklin,Democratic,All Others,0
Holden,-,4,State House,1st Worcester,Republican,Total Votes Cast,85
Needham,-,F,State Senate,"Norfolk, Bristol and Middlesex",Special Democratic,Terence P. Noonan,4
Boston,18,9,Governor's Council,2nd,Democratic,Blank Votes,125
Boston,18,17,State House,14th Suffolk,Libertarian,Blank Votes,0
TOTALS,,,State House,9th Middlesex,Democratic,Total Votes Cast,4812
Plympton,-,1,Governor's Council,1st,Republican,Blank Votes,80
Salem,5,1,State House,7th Essex,Green-Rainbow,All Others,0
Brockton,7,C,State Senate,2nd Plymouth and Bristol,Republican,Total Votes Cast,26
Swansea,-,2,U.S. House,3rd,Democratic,All Others,1
Dudley,-,4,State Senate,Worcester and Norfolk,Republican,Total Votes Cast,31
TOTALS,,,State House,1st Berkshire,Democratic,Total Votes Cast,5288
Holyoke,6,B,State Senate,2nd Hampden and Hampshire,Republican,Michael R. Knapik,9
Dedham,-,6,Governor's Council,2nd,Republican,All Others,0
Bolton,-,1,U.S. House,5th,Republican,Thomas P. Tierney,59
Leverett,-,1,State Senate,Hampshire and Franklin,Democratic,Blank Votes,12
Springfield,6,E,State House,10th Hampden,Democratic,Blank Votes,8
Pittsfield,3,B,State Senate,"Berkshire, Hampshire and Franklin",Democratic,"Andrea F. Nuciforo, Jr.",474
Boston,6,8,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",195
Barnstable,-,2,U.S. House,10th,Republican,All Others,0
Boston,1,6,State Senate,1st Suffolk and Middlesex,Democratic,Total Votes Cast,67
Ashland,-,1,Governor's Council,2nd,,Total Votes Cast,78
Templeton,-,B,State House,5th Worcester,Democratic,Blank Votes,15
Gloucester,3,2,U.S. House,6th,Democratic,Total Votes Cast,34
Lee,-,6,State House,4th Berkshire,Republican,Blank Votes,0
Fall River,6,A,U.S. House,4th,Democratic,Blank Votes,29
Danvers,-,1,State House,13th Essex,Republican,Blank Votes,2
Boston,20,10,U.S. House,9th,Democratic,Total Votes Cast,436
Raynham,-,1,State Senate,1st Plymouth and Bristol,Democratic,Marc R. Pacheco,114
Webster,-,2,U.S. House,2nd,Democratic,All Others,3
Andover,-,1,State House,18th Essex,Democratic,Barbara A. L'Italien,115
Dudley,-,4,State Senate,Worcester and Norfolk,Republican,Blank Votes,6
Lee,-,1,Governor's Council,8th,Democratic,Isaac Benezra,2
Woburn,5,1,U.S. House,7th,Republican,Kenneth G. Chase,19
Westfield,1,B,U.S. House,1st,Democratic,Total Votes Cast,42
TOTALS,,,State Senate,Worcester and Middlesex,Democratic,Blank Votes,2390
Quincy,3,1,U.S. House,10th,Democratic,Total Votes Cast,244
Woburn,1,1,U.S. House,7th,Democratic,All Others,1
Montague,-,3,State House,1st Franklin,Green-Rainbow,All Others,0
Natick,-,7,State Senate,"Norfolk, Bristol and Middlesex",Special Democratic,All Others,0
Methuen,-,8,State Senate,1st Essex,Democratic,Total Votes Cast,45
Worcester,2,5,U.S. House,3rd,Democratic,Total Votes Cast,87
Pittsfield,5,B,U.S. House,1st,Republican,Total Votes Cast,35
Boston,21,14,U.S. House,8th,Democratic,Michael E. Capuano,21
Palmer,-,4,State Senate,"Worcester, Hampden, Hampshire and Franklin",Democratic,Total Votes Cast,181
N. Reading,-,3,State House,20th Middlesex,Republican,Total Votes Cast,40
Townsend,-,3,State Senate,Worcester and Middlesex,Republican,David Shnaider,20
Revere,3,2,State House,19th Suffolk,Democratic,Total Votes Cast,149
Hamilton,-,1,Governor's Council,5th,Democratic,Blank Votes,3
New Bedford,3,E,Governor's Council,1st,Democratic,Total Votes Cast,254
Springfield,5,A,State Senate,Hampden,Republican,Travis W. Chaput,3
Boston,16,6,Governor's Council,4th,Republican,Donald A. Hussey,5
Malden,4,2,U.S. House,7th,Democratic,Total Votes Cast,104
Worcester,7,2,State Senate,2nd Worcester,Democratic,All Others,1
Littleton,-,3,Governor's Council,3rd,Democratic,Total Votes Cast,66
Shrewsbury,-,9,U.S. House,3rd,Democratic,Total Votes Cast,205
Norton,-,2,State House,14th Bristol,Democratic,Total Votes Cast,52
Milford,-,2,State Senate,Worcester and Norfolk,Democratic,Total Votes Cast,176
Rehoboth,-,3,U.S. House,3rd,Republican,Blank Votes,0
Peabody,4,1,U.S. House,6th,Republican,"Stephen P. O'Malley, Jr.",24
Springfield,7,C,State House,12th Hampden,Republican,All Others,0
Springfield,3,H,Governor's Council,8th,Democratic,Michael D. Bissonnette,10
Dalton,-,2,Governor's Council,8th,Democratic,Isaac Benezra,19
Newton,5,1,State House,12th Middlesex,,All Others,1
Needham,-,J,Governor's Council,2nd,Republican,Michael W. McCue,2
Kingston,-,1,U.S. House,10th,Republican,All Others,0
Fitchburg,1,A,State House,3rd Worcester,Democratic,Blank Votes,5
Worcester,4,3,U.S. House,3rd,Democratic,All Others,0
Harvard,-,1,State Senate,Middlesex and Worcester,Republican,Total Votes Cast,124
Holden,-,1,State House,1st Worcester,Republican,Blank Votes,1
Quincy,4,3,Governor's Council,4th,Democratic,All Others,0
Revere,1,1,Governor's Council,6th,Democratic,All Others,2
Norton,-,4,State Senate,Bristol and Norfolk,Republican,David W. McCarter,27
Norwood,-,3,State Senate,Suffolk and Norfolk,Democratic,Marian Walsh,185
Braintree,-,6,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",76
Hanover,-,1,U.S. House,10th,Republican,All Others,0
Boston,15,9,State Senate,1st Suffolk,Democratic,Total Votes Cast,99
Lakeville,-,3,Governor's Council,1st,Democratic,Carole A. Fiola,188
Dennis,-,4,Governor's Council,1st,Republican,Total Votes Cast,218
N. Attleborough,-,3,State House,14th Bristol,Republican,Blank Votes,6
Holliston,-,2,State House,8th Middlesex,Republican,Total Votes Cast,65
W. Springfield,-,7,State Senate,Hampden,Republican,Travis W. Chaput,97
Boston,6,6,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",248
Plymouth,-,12,U.S. House,10th,Democratic,All Others,0
Milton,-,10,Governor's Council,2nd,Republican,Michael W. McCue,0
Southborough,-,1,U.S. House,3rd,Republican,Total Votes Cast,132
Wellesley,-,F,U.S. House,4th,Democratic,Blank Votes,27
TOTALS,,,State House,3rd Norfolk,Democratic,Blank Votes,402
Kingston,-,2,U.S. House,10th,Democratic,All Others,0
Worcester,8,3,State Senate,2nd Worcester,Democratic,Total Votes Cast,87
Boston,20,18,Governor's Council,2nd,Republican,All Others,1
Pittsfield,7,A,State House,3rd Berkshire,Democratic,Peter J. Larkin,171
Boston,17,8,Governor's Council,4th,Democratic,Blank Votes,38
Weymouth,-,6,Governor's Council,4th,Republican,All Others,0
Ashland,-,1,U.S. House,3rd,Republican,Total Votes Cast,78
Lawrence,E,3,State House,14th Essex,Republican,All Others,0
Somerville,1,2,State Senate,2nd Middlesex,Democratic,All Others,4
Peabody,5,2,State House,12th Essex,Republican,"John F. McCarthy, Jr.",20
Boston,5,6,State House,8th Suffolk,Democratic,Blank Votes,7
Foxborough,-,4,State Senate,Bristol and Norfolk,Republican,Philip A. Brown,24
Montague,-,1,State Senate,Hampshire and Franklin,Republican,Blank Votes,2
Leominster,5,C,U.S. House,1st,Democratic,Total Votes Cast,284
Holliston,-,2,Governor's Council,2nd,Democratic,Total Votes Cast,302
Boston,17,10,Governor's Council,4th,Democratic,All Others,0
Monson,-,B,State House,2nd Hampden,Republican,Total Votes Cast,10
Lincoln,-,1,State House,13th Middlesex,Republican,Susan W. Pope,21
Sandwich,-,5,Governor's Council,1st,Republican,Arthur C. Larrivee,10
Easton,-,2,U.S. House,9th,Democratic,Total Votes Cast,74
Westfield,3,B,Governor's Council,8th,Democratic,Total Votes Cast,75
Walpole,-,6,State House,12th Norfolk,Democratic,All Others,1
Pittsfield,1,B,State House,2nd Berkshire,Republican,Total Votes Cast,22
Marlborough,1,2,State House,4th Middlesex,Democratic,Total Votes Cast,48
Marlborough,5,2,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,65
Woburn,2,1,State House,30th Middlesex,Democratic,Edward R. Quinn,66
Medfield,-,3,U.S. House,9th,Democratic,All Others,0
Boston,18,16,State House,14th Suffolk,Democratic,Total Votes Cast,443
Taunton,4,B,Governor's Council,1st,Democratic,All Others,0
Manchester-by-the-Sea,-,1,State House,4th Essex,Republican,All Others,0
Boston,5,7,Governor's Council,4th,Democratic,All Others,0
Boston,1,8,State Senate,1st Suffolk and Middlesex,Republican,Gilbert R. Lavoie,10
Quincy,4,5,U.S. House,10th,Republican,Michael J. Jones,9
Tewksbury,-,2A,State Senate,2nd Essex and Middlesex,Democratic,Blank Votes,19
Westwood,-,3,State Senate,Suffolk and Norfolk,Democratic,Marian Walsh,121
Marlborough,1,2,State House,4th Middlesex,Republican,Blank Votes,46
Boston,9,3,Governor's Council,4th,Republican,All Others,1
Norwell,-,1,Governor's Council,4th,Republican,Donald A. Hussey,45
Sudbury,-,4,State Senate,3rd Middlesex,Democratic,Total Votes Cast,186
Wellesley,-,G,Governor's Council,2nd,Democratic,Total Votes Cast,189
Greenfield,-,5,U.S. House,1st,Republican,Blank Votes,7
Fairhaven,-,5,U.S. House,4th,Democratic,All Others,0
Lynn,5,4,State House,11th Essex,Democratic,Blank Votes,14
Worcester,10,4,Governor's Council,7th,Democratic,Total Votes Cast,53
Springfield,8,D,Governor's Council,8th,Democratic,Peter Vickery,6
Fall River,3,A,Governor's Council,1st,Democratic,Carole A. Fiola,193
Springfield,7,H,Governor's Council,8th,Democratic,All Others,0
Auburn,-,1,Governor's Council,7th,Democratic,Total Votes Cast,541
Malden,8,1,U.S. House,7th,Republican,Blank Votes,6
Wrentham,-,1,State Senate,"Norfolk, Bristol and Middlesex",Democratic,Angus G. McQuilken,104
Chelmsford,-,3,U.S. House,5th,Democratic,All Others,3
Hopkinton,-,1,State Senate,2nd Middlesex and Norfolk,Democratic,Blank Votes,0
Boston,12,2,State Senate,2nd Suffolk,Democratic,Dianne Wilkerson,271
Lowell,4,3,State House,17th Middlesex,Republican,Blank Votes,3
Yarmouth,-,6,State Senate,Cape and Islands,Republican,Blank Votes,10
Boston,20,16,Governor's Council,2nd,Republican,Michael W. McCue,0
Newton,2,1,State Senate,1st Middlesex and Norfolk,Republican,Blank Votes,1
Rochester,-,1,Governor's Council,1st,Republican,Arthur C. Larrivee,10
Falmouth,-,9,U.S. House,10th,Democratic,All Others,1
Quincy,4,3,State House,1st Norfolk,Republican,Marco D. Sandonato,18
Everett,4,2,Governor's Council,6th,Democratic,Michael J. Callahan,196
Boston,13,3,State Senate,1st Suffolk,Democratic,Carol Y. Mallory-Causey,0
Boston,17,12,Governor's Council,4th,Republican,Blank Votes,0
Duxbury,-,6,State House,12th Plymouth,Democratic,Thomas J. O'Brien,75
Woburn,1,1,U.S. House,7th,Democratic,Edward J. Markey,152
Fitchburg,5,A,State Senate,Worcester and Middlesex,Republican,All Others,2
TOTALS,,,State House,23rd Middlesex,Republican,Total Votes Cast,503
Templeton,-,B,State House,5th Worcester,Republican,Blank Votes,2
Barre,-,2,Governor's Council,7th,Democratic,William A. Trotta,68
Ashland,-,3,Governor's Council,2nd,Republican,Michael W. McCue,0
Sudbury,-,1,State House,13th Middlesex,Democratic,Stanislav V. Gayshan,55
Medford,3,2,State House,23rd Middlesex,Republican,All Others,21
Melrose,3,1,Governor's Council,6th,Democratic,Total Votes Cast,80
Taunton,2,B,State House,3rd Bristol,Democratic,All Others,0
Boston,16,3,State Senate,1st Suffolk,Democratic,Carol Y. Mallory-Causey,0
Halifax,-,2,State House,6th Plymouth,Republican,Daniel K. Webster,43
Boston,20,12,State Senate,Suffolk and Norfolk,Democratic,Marian Walsh,188
Worcester,10,3,Governor's Council,7th,Democratic,William A. Trotta,13
Orange,-,2,U.S. House,1st,Republican,All Others,5
Norwell,-,1,Governor's Council,4th,Republican,All Others,0
Uxbridge,-,1,Governor's Council,7th,Democratic,All Others,0
Boston,18,6,U.S. House,8th,Democratic,Blank Votes,106
Barnstable,-,10,State Senate,Plymouth and Barnstable,Democratic,Total Votes Cast,43
Salem,2,1,Governor's Council,5th,Democratic,Total Votes Cast,429
Chicopee,2,B,State House,6th Hampden,Republican,Katie Harrington,9
Burlington,-,3,Governor's Council,6th,Democratic,Total Votes Cast,151
Mashpee,-,4,Governor's Council,1st,Republican,Arthur C. Larrivee,0
Framingham,-,17,State Senate,2nd Middlesex and Norfolk,Democratic,All Others,0
Acushnet,-,2,State Senate,2nd Bristol and Plymouth,Democratic,Total Votes Cast,163
Everett,6,2,Governor's Council,6th,Democratic,Total Votes Cast,217
Boston,4,2,U.S. House,8th,Democratic,Michael E. Capuano,147
Chicopee,2,CN,U.S. House,2nd,Democratic,All Others,0
Ashfield,-,1,State Senate,"Berkshire, Hampshire and Franklin",Democratic,Total Votes Cast,119
Weymouth,-,16,Governor's Council,4th,Republican,Donald A. Hussey,37
Natick,-,8,U.S. House,7th,Democratic,Blank Votes,32
Bellingham,-,1,Governor's Council,7th,Democratic,Total Votes Cast,45
Revere,6,3,State House,16th Suffolk,Democratic,Kathi-Anne Reinstein,127
Somerville,6,3,State House,27th Middlesex,Republican,All Others,0
Lawrence,A,2,State Senate,2nd Essex and Middlesex,Republican,Deborah J. Jones,12
Dracut,-,6,Governor's Council,5th,Democratic,Mary-Ellen Manning,200
Leominster,2,C,State Senate,Worcester and Middlesex,Republican,David Shnaider,23
Peabody,6,2,U.S. House,6th,Republican,"Stephen P. O'Malley, Jr.",44
Norton,-,3,State Senate,Bristol and Norfolk,Democratic,Blank Votes,8
Sutton,-,2,State Senate,Worcester and Norfolk,Republican,Total Votes Cast,28
Wayland,-,1,U.S. House,5th,Democratic,All Others,2
Boston,9,2,Governor's Council,4th,Republican,Donald A. Hussey,6
Framingham,-,13,State Senate,2nd Middlesex and Norfolk,Republican,All Others,0
Leominster,5,C,U.S. House,1st,Republican,Blank Votes,42
Nantucket,-,1,Governor's Council,1st,Republican,All Others,11
TOTALS,,,State House,12th Suffolk,Democratic,Total Votes Cast,4119
Westford,-,2,U.S. House,5th,Republican,Thomas P. Tierney,17
Boston,10,9,State House,15th Suffolk,Democratic,Blank Votes,27
Cambridge,4,1,Governor's Council,6th,Democratic,All Others,2
N. Andover,-,4,State Senate,1st Essex,Republican,Blank Votes,2
Becket,-,1,U.S. House,1st,Democratic,All Others,0
Richmond,-,1,State House,2nd Berkshire,Democratic,Denis E. Guyer,119
Montague,-,1,State Senate,Hampshire and Franklin,Republican,All Others,0
Marlborough,5,1,Governor's Council,3rd,Democratic,Blank Votes,12
Malden,8,1,State Senate,Middlesex and Essex,Democratic,Total Votes Cast,179
Yarmouth,-,2,Governor's Council,1st,Republican,Total Votes Cast,270
Haverhill,6,1,State Senate,1st Essex,Democratic,Blank Votes,2
Belmont,-,6,Governor's Council,3rd,Democratic,All Others,2
Lynn,2,1,U.S. House,6th,Democratic,All Others,0
Fall River,2,A,State House,7th Bristol,Libertarian,All Others,0
Somerset,-,2,State House,5th Bristol,Democratic,All Others,0
Holliston,-,3,State House,8th Middlesex,Republican,All Others,0
Chelmsford,-,5,State Senate,3rd Middlesex,Republican,John C. Thibault,66
Rockport,-,1,State Senate,1st Essex and Middlesex,Republican,Total Votes Cast,14
Peabody,2,2,U.S. House,6th,Republican,Blank Votes,4
Duxbury,-,6,Governor's Council,4th,Republican,All Others,0
Sudbury,-,4,U.S. House,5th,Democratic,All Others,0
Boston,4,5,U.S. House,8th,Democratic,Michael E. Capuano,84
Lynn,7,1,U.S. House,6th,Democratic,Blank Votes,7
Mendon,-,1,U.S. House,2nd,Democratic,Blank Votes,29
Boston,18,1,U.S. House,8th,Democratic,All Others,9
Quincy,2,5,Governor's Council,4th,Democratic,All Others,1
Reading,-,7,State Senate,Middlesex and Essex,Democratic,All Others,0
Falmouth,-,6,State House,"Barnstable, Dukes and Nantucket",Republican,James R. Powell,48
Lynn,2,1,U.S. House,6th,Republican,All Others,0
Wareham,-,2,State House,2nd Plymouth,Republican,Total Votes Cast,46
Tyngsborough,-,4,State House,36th Middlesex,Democratic,Total Votes Cast,143
Lawrence,D,3,U.S. House,5th,Republican,Ilana Freedman,4
Winchester,-,1,U.S. House,7th,Republican,All Others,0
Easthampton,-,2,U.S. House,1st,Republican,Total Votes Cast,6
Dedham,-,3,Governor's Council,2nd,Democratic,Total Votes Cast,249
Hingham,-,6,U.S. House,10th,Democratic,William D. Delahunt,93
Winchester,-,7,Governor's Council,6th,Democratic,All Others,1
Plympton,-,1,State House,12th Plymouth,Republican,All Others,0
Orange,-,1,State House,2nd Franklin,Republican,Christopher Eugene Richard,56
Ludlow,-,2,State Senate,1st Hampden and Hampshire,Republican,Blank Votes,1
Worcester,4,1,U.S. House,3rd,Republican,Ronald A. Crews,9
TOTALS,,,State House,12th Hampden,Democratic,Blank Votes,361
New Bedford,2,D,State House,11th Bristol,Democratic,Robert M. Koczera,109
Attleboro,4,A,U.S. House,3rd,Democratic,Total Votes Cast,65
Lowell,8,1,State Senate,1st Middlesex,Republican,All Others,0
Gloucester,2,1,U.S. House,6th,Republican,Total Votes Cast,17
Shirley,-,1,State Senate,Middlesex and Worcester,Republican,Rod Jane,193
Somerville,1,2,U.S. House,8th,Democratic,Total Votes Cast,546
