town,ward,precinct,office,district,party,candidate,votes
Worcester,7,3,State Senate,2nd Worcester,,Blanks,364
New Bedford,2,E,U.S. Senate,,,Blanks,30
Springfield,3,C,U.S. Senate,,Republican,Kevin J. O'Connor,83
Barnstable,-,4,U.S. House,9th,,Blanks,60
Malden,3,2,Governor's Council, 6th,,All Others,23
Cambridge,1,2,U.S. House,7th, (Write-In),Rachel Nicole Miselman,0
Boston,6,8,U.S. House,8th,Democratic,Stephen F. Lynch,1019
Braintree,-,1B,U.S. Senate,, (Write-In),Shiva Ayyadurai,10
Littleton,-,2,Governor's Council, 3rd,Democratic,Marilyn Petitto Devaney,1541
Swampscott,-,2,U.S. House,6th,,All Others,2
Brockton,1,C,U.S. Senate,,,Total Votes Cast,1390
Adams,-,4,Governor's Council, 8th,,Blanks,171
Boston,1,2,State Senate,1st Suffolk and Middlesex,,Total Votes Cast,850
Newton,1,3,President,,Republican,Donald J. Trump,177
Boston,11,2,U.S. Senate,,,Blanks,31
Oxford,-,2,President,,Democratic,"Joseph R. Biden, Jr.",876
Brockton,5,C,State Senate,2nd Plymouth and Bristol,,Total Votes Cast,1366
Uxbridge,-,2,State House,8th Worcester,Republican,Michael J. Soter,1530
Boston,21,6,President,,Green-Rainbow,Howard Hawkins,13
Woburn,5,2,President,,,Total Votes Cast,1802
Canton,-,6,Governor's Council, 2nd,Democratic,Robert L. Jubinville,1547
Boston,12,8,Governor's Council, 4th,,Blanks,80
Attleboro,5,B,State Senate,Bristol and Norfolk,,Total Votes Cast,1951
Williamstown,-,3,President,,,No Preference,0
Tyngsborough,-,3,U.S. House,3rd,,All Others,0
Newton,2,2,U.S. House,4th,,All Others,19
Lawrence,B,2,U.S. Senate,,Republican,Kevin J. O'Connor,112
Bourne,-,4,U.S. Senate,,,All Others,4
Brockton,2,B,U.S. Senate,, (Write-In),Shiva Ayyadurai,0
Somerville,2,3,President,,Libertarian,Jo Jorgensen,17
Spencer,-,3,State House,5th Worcester,Republican,"Donald R. Berthiaume, Jr",1110
Saugus,-,7,U.S. Senate,,Democratic,Edward J. Markey,887
Boston,19,12,U.S. Senate,,,All Others,3
Billerica,-,8,President,,,All Others,9
Quincy,6,1,President,,Republican,Donald J. Trump,430
Newton,2,1,President,,,No Preference,0
Hanover,-,3,State House,5th Plymouth,Republican,David F. Decoste,1029
Taunton,6,A,State House,5th Bristol,Democratic,Patricia A. Haddad,895
Everett,4,2,President,,Republican,Donald J. Trump,298
Somerville,6,1,President,,Republican,Donald J. Trump,156
Malden,3,1,U.S. House,5th,,Total Votes Cast,1802
Southbridge,-,4,President,,Green-Rainbow,Howard Hawkins,13
Braintree,-,4B,President,,,No Preference,0
Middleton,-,2,U.S. Senate,,Democratic,Edward J. Markey,1366
Wareham,-,5,State Senate,1st Plymouth and Bristol,,Total Votes Cast,2177
Bourne,-,7,President,,,Total Votes Cast,1867
Granby,-,1,U.S. Senate,,Democratic,Edward J. Markey,1139
Westford,-,4,State House,2nd Middlesex,,All Others,36
Hudson,-,1,Governor's Council, 3rd,,All Others,12
Leicester,-,4,U.S. House,2nd,Democratic,James P. McGovern,865
Fall River,6,C1,President,,Green-Rainbow,Howard Hawkins,0
Mashpee,-,2,U.S. Senate,, (Write-In),Shiva Ayyadurai,8
Fall River,5,A,President,,Libertarian,Jo Jorgensen,10
Worcester,10,1,U.S. Senate,,,Total Votes Cast,944
Gloucester,4,2,U.S. House,6th,,Blanks,50
Holyoke,7,B,President,,,No Preference,0
Everett,5,1,U.S. House,7th,,All Others,15
Provincetown,-,1,U.S. House,9th,Republican,Helen Brady,179
N. Attleborough,-,7,State House,14th Bristol,,All Others,1
Barnstable,-,9,President,,,All Others,0
Bellingham,-,4A,U.S. Senate,,,All Others,1
Lowell,10,2,U.S. Senate,,Democratic,Edward J. Markey,552
Scituate,-,1,U.S. Senate,,,Blanks,47
Shrewsbury,-,8,Governor's Council, 7th,,All Others,13
Salem,5,1,State Senate,2nd Essex,,Blanks,314
Hudson,-,2,State Senate,Middlesex and Worcester,,All Others,10
Boston,10,2,State Senate,2nd Suffolk,,Total Votes Cast,626
Worcester,2,2,U.S. House,2nd,Republican,Tracy Lyn Lovvorn,496
Newton,2,1,U.S. House,4th,Democratic,Jake Auchincloss,1264
Goshen,-,1,State House,1st Franklin,,All Others,1
Brockton,6,A,State House,10th Plymouth,,All Others,14
Reading,-,6,U.S. House,6th,,Total Votes Cast,1729
Boston,5,7,President,,Green-Rainbow,Howard Hawkins,9
Billerica,-,3,U.S. Senate,,,All Others,1
Boston,7,1,State House,4th Suffolk,,All Others,14
Beverly,2,2,State House,6th Essex,,All Others,0
Edgartown,-,1,President,,Democratic,"Joseph R. Biden, Jr.",2185
Deerfield,-,1,U.S. Senate,,,Blanks,51
Quincy,5,3,Governor's Council, 4th,,All Others,16
Westborough,-,5,State Senate,Middlesex and Worcester,Democratic,James B. Eldridge,1981
Boston,6,2,U.S. House,8th,,Blanks,104
Boston,18,6,President,,,Blanks,7
Fall River,5,A,U.S. Senate,,Republican,Kevin J. O'Connor,245
Salem,2,2,U.S. Senate,,,Blanks,29
Boston,21,11,U.S. Senate,,,Blanks,35
Saugus,-,9,U.S. Senate,, (Write-In),Shiva Ayyadurai,11
Sturbridge,-,1,U.S. House,1st, (Write-In),Alex B. Morse,1
Hopkinton,-,2,Governor's Council, 2nd,,Blanks,701
Ashland,-,1,U.S. House,5th,,Total Votes Cast,2001
Plymouth,-,9,State House,5th Barnstable,,Total Votes Cast,2099
Newton,3,2,U.S. Senate,,,Blanks,25
Cambridge,10,2,U.S. House,5th,Democratic,Katherine M. Clark,1957
N. Andover,-,1,U.S. Senate,,,Total Votes Cast,2069
Boston,11,7,Governor's Council, 4th,Democratic,"Christopher A. Iannella, Jr.",987
Brockton,7,C,President,,,Total Votes Cast,1326
Braintree,-,6B,U.S. House,8th,,Total Votes Cast,1990
Holyoke,4,B,State Senate,2nd Hampden and Hampshire,Republican,John Francis Cain,212
TOTALS,,,State House,9th Essex,Republican,Donald H. Wong,18936
Dalton,-,2,U.S. House,1st,,All Others,33
Littleton,-,1,President,,Green-Rainbow,Howard Hawkins,7
Worcester,10,3,U.S. Senate,,,Blanks,43
Southborough,-,1,State Senate,Middlesex and Worcester,,Blanks,594
Boston,19,1,State House,15th Suffolk,,All Others,4
Lowell,4,3,Governor's Council, 5th,,Blanks,242
Boston,22,13,U.S. Senate,, (Write-In),Shiva Ayyadurai,0
Wellesley,-,F,U.S. Senate,,,Blanks,31
Revere,3,1,U.S. Senate,,Democratic,Edward J. Markey,816
Boston,21,9,President,,Green-Rainbow,Howard Hawkins,13
Carlisle,-,1,State House,14th Middlesex,Democratic,Tami L. Gouveia,2779
Beverly,2,1,State Senate,2nd Essex,,Blanks,399
Northampton,2,A,President,,,No Preference,0
TOTALS,,,State House,3rd Essex,,Total Votes Cast,20588
Barnstable,-,10,U.S. Senate,,,All Others,0
Springfield,2,F,U.S. Senate,,,Total Votes Cast,1116
Chicopee,8,A,State Senate,2nd Hampden and Hampshire,Republican,John Francis Cain,76
Hadley,-,1,President,,,Blanks,22
Quincy,5,1,President,,,Total Votes Cast,1704
Newton,7,3,President,,Libertarian,Jo Jorgensen,8
Attleboro,4,B,U.S. House,4th,,Total Votes Cast,2620
Newton,4,1,President,,Green-Rainbow,Howard Hawkins,10
Southbridge,-,1,U.S. House,1st, (Write-In),Alex B. Morse,0
Spencer,-,4,State Senate,"Worcester, Hampden, Hampshire and Middlesex",,All Others,0
Chelmsford,-,8,President,,,Total Votes Cast,2463
Fall River,3,B,U.S. Senate,, (Write-In),Shiva Ayyadurai,0
New Bedford,6,A,Governor's Council, 1st,,All Others,25
Framingham,-,6,U.S. House,5th,,Blanks,80
Mansfield,-,1,State Senate,Bristol and Norfolk,,Blanks,787
Dennis,-,4,U.S. Senate,,Republican,Kevin J. O'Connor,839
Boston,15,5,State Senate,1st Suffolk,,All Others,19
Fairhaven,-,5,State House,10th Bristol,,Total Votes Cast,1752
Rockport,-,1,State House,5th Essex,Democratic,Ann-Margaret Ferrante,977
Fairhaven,-,6,Governor's Council, 1st,,Total Votes Cast,1627
Andover,-,8,President,,,Blanks,20
Boston,15,8,Governor's Council, 4th,,Total Votes Cast,665
Wrentham,-,2,U.S. House,4th,,All Others,3
Gardner,3,B,U.S. Senate,,,Total Votes Cast,1057
Lowell,3,2,U.S. Senate,,,Total Votes Cast,934
Reading,-,5,U.S. House,6th,,Total Votes Cast,2116
Whitman,-,4,U.S. House,8th,,Total Votes Cast,2033
Lawrence,D,2,Governor's Council, 5th,Democratic,Eileen R. Duff,651
Salem,2,1,Governor's Council, 5th,,All Others,11
Melrose,7,2,Governor's Council, 6th,,Total Votes Cast,1339
Walpole,-,6,U.S. Senate,,,Total Votes Cast,2100
Somerville,2,2,State House,27th Middlesex,,Blanks,263
Uxbridge,-,4,State House,8th Worcester,,Blanks,532
Lawrence,F,1,U.S. House,3rd,Democratic,Lori Loureiro Trahan,1074
Scituate,-,6,State Senate,Plymouth and Norfolk,,Total Votes Cast,2253
Bellingham,-,5,State House,8th Worcester,,Total Votes Cast,1839
Boston,14,10,President,,,Total Votes Cast,894
Huntington,-,1,President,,Republican,Donald J. Trump,593
Haverhill,3,2,State House,3rd Essex,,All Others,19
Wilmington,-,3,President,,Democratic,"Joseph R. Biden, Jr.",1288
Cambridge,1,2,U.S. House,7th, (Write-In),Claudette N. Joseph,0
Salem,3,2,President,,Green-Rainbow,Howard Hawkins,6
Amherst,-,2,President,,,Total Votes Cast,1426
Malden,6,2,President,,,Total Votes Cast,1639
Watertown,-,7,U.S. Senate,, (Write-In),Shiva Ayyadurai,5
Charlton,-,3,U.S. House,1st,Democratic,Richard E. Neal,1433
Norfolk,-,2,U.S. House,4th,Republican,Julie A. Hall,1291
Dartmouth,-,7,State Senate,2nd Bristol and Plymouth,Democratic,Mark C. Montigny,1609
Hopkinton,-,1,State Senate,2nd Middlesex and Norfolk,,Blanks,598
Everett,6,2,U.S. House,7th,,Total Votes Cast,1419
Boston,6,6,President,,Libertarian,Jo Jorgensen,21
Lexington,-,3,State House,15th Middlesex,,All Others,11
Somerville,2,3,President,,,Total Votes Cast,2282
Duxbury,-,2,State House,6th Plymouth,Republican,Tatyana Medvedev Semyrog,642
Hamilton,-,3,President,,Republican,Donald J. Trump,336
Seekonk,-,3,U.S. House,4th,,Blanks,84
Pembroke,-,4,State Senate,Plymouth and Barnstable,,Total Votes Cast,2399
Boston,15,2,U.S. Senate,,Democratic,Edward J. Markey,613
Somerville,4,3,State House,34th Middlesex,,Blanks,250
Northampton,5,B,President,,Republican,Donald J. Trump,116
Medford,7,1,U.S. Senate,,,All Others,4
Leominster,1,A,U.S. Senate,, (Write-In),Shiva Ayyadurai,15
Revere,2,1,U.S. House,5th,,Total Votes Cast,904
Hingham,-,4,U.S. House,8th,Unenrolled,Jonathan D. Lott,332
Fairhaven,-,6,U.S. House,9th,,Total Votes Cast,1627
Weymouth,-,16,State Senate,Plymouth and Norfolk,,Blanks,113
Boston,18,16,State House,14th Suffolk,,All Others,22
Plymouth,-,15,U.S. Senate,,,Blanks,64
Hopkinton,-,3,State Senate,2nd Middlesex and Norfolk,,Blanks,577
Wayland,-,1,State Senate,"Norfolk, Bristol and Middlesex",,All Others,3
Newton,3,1,U.S. House,4th,,Total Votes Cast,1743
Bridgewater,-,6,U.S. House,8th,,All Others,4
Worcester,7,2,State House,17th Worcester,,All Others,23
Littleton,-,3,U.S. Senate,,,All Others,0
Boston,18,20,President,,,All Others,6
Newton,6,4,President,,Democratic,"Joseph R. Biden, Jr.",1661
Worcester,2,1,President,,Republican,Donald J. Trump,663
Somerville,1,3,State House,26th Middlesex,Democratic,Mike Connolly,1234
Arlington,-,10,U.S. Senate,,,Blanks,27
Springfield,4,C,U.S. House,1st,Democratic,Richard E. Neal,537
Freetown,-,3,State House,8th Bristol,,Blanks,130
Wayland,-,4,State Senate,"Norfolk, Bristol and Middlesex",Democratic,Rebecca L. Rausch,1746
Brookline,-,1,U.S. House,4th,,Blanks,70
Gloucester,3,2,State Senate,1st Essex and Middlesex,,Total Votes Cast,1591
Billerica,-,2,U.S. Senate,,Republican,Kevin J. O'Connor,883
Holbrook,-,3,U.S. Senate,,,Total Votes Cast,1560
Haverhill,7,1,U.S. Senate,,,Total Votes Cast,1802
New Bedford,5,B,U.S. Senate,,,Total Votes Cast,1103
Wales,-,1,U.S. Senate,, (Write-In),Shiva Ayyadurai,22
Holden,-,4,State House,1st Worcester,,Blanks,627
Boston,4,3,U.S. House,7th,,Blanks,47
Dartmouth,-,4,State Senate,2nd Bristol and Plymouth,,Total Votes Cast,2177
Yarmouth,-,6,State House,2nd Barnstable,Republican,"William L. Crocker, Jr.",926
Boston,7,6,U.S. Senate,,Democratic,Edward J. Markey,759
Springfield,4,F,President,,,Total Votes Cast,229
Orange,-,2,State House,2nd Franklin,,Blanks,112
Mashpee,-,3,U.S. House,9th,,All Others,2
Westfield,6,B,U.S. Senate,, (Write-In),Shiva Ayyadurai,17
Mansfield,-,6,Governor's Council, 2nd,,Blanks,604
Worcester,9,5,U.S. House,2nd,,All Others,4
Brockton,2,B,President,,,Blanks,3
Melrose,3,2,State Senate,5th Middlesex,Democratic,Jason M. Lewis,817
Ware,-,A,U.S. Senate,,,Blanks,21
Weymouth,-,1,Governor's Council, 4th,,Blanks,436
Maynard,-,2,President,,Libertarian,Jo Jorgensen,18
Framingham,-,13,State Senate,2nd Middlesex and Norfolk,,Blanks,293
Westfield,1,B,Governor's Council, 8th,Democratic,Mary E. Hurley,1253
Foxborough,-,4,President,,Libertarian,Jo Jorgensen,24
Taunton,1,A,State House,3rd Bristol,Republican,Kelly A. Dooner,482
Springfield,3,H,State Senate,Hampden,,Blanks,112
Northborough,-,2,Governor's Council, 7th,,All Others,58
Chelsea,3,3,U.S. House,7th, (Write-In),Rayla Danella Campbell,1
Weymouth,-,12,State House,3rd Norfolk,,Blanks,151
Winthrop,-,6,U.S. Senate,, (Write-In),Shiva Ayyadurai,20
New Bedford,6,F,U.S. Senate,,Republican,Kevin J. O'Connor,215
Brookline,-,6,U.S. House,4th,,Total Votes Cast,2042
Agawam,-,7,State Senate,2nd Hampden and Hampshire,Democratic,John C. Velis,173
Seekonk,-,1,President,,,All Others,8
Boston,18,6,President,,Libertarian,Jo Jorgensen,5
New Bedford,6,E,President,,Green-Rainbow,Howard Hawkins,7
Webster,-,3,Governor's Council, 7th,,Blanks,411
Newton,8,2,President,,,No Preference,0
Barnstable,-,5,U.S. Senate,, (Write-In),Shiva Ayyadurai,4
Waltham,3,1,State House,9th Middlesex,Unenrolled,"George A. Darcy, III",613
Swansea,-,4,U.S. Senate,,Democratic,Edward J. Markey,981
Watertown,-,3,State House,29th Middlesex,Democratic,Steven C. Owens,1338
Newburyport,1,1,U.S. House,6th,,Total Votes Cast,1635
Winthrop,-,1,President,,Democratic,"Joseph R. Biden, Jr.",1013
Revere,5,3,State Senate,1st Suffolk and Middlesex,Democratic,Joseph A. Boncore,781
Boston,3,6,U.S. Senate,, (Write-In),Shiva Ayyadurai,8
Holyoke,1,B,State House,5th Hampden,,All Others,0
Boston,15,7,State House,5th Suffolk,Democratic,Liz Miranda,610
N. Adams,2,2,U.S. House,1st,,Blanks,201
Foxborough,-,3,U.S. House,4th,,Blanks,117
Barnstable,-,9,President,,Democratic,"Joseph R. Biden, Jr.",733
Stoughton,-,2,U.S. House,8th,,Blanks,187
Royalston,-,1,President,,,No Preference,0
Quincy,2,2,President,,Democratic,"Joseph R. Biden, Jr.",1016
Holbrook,-,2,Governor's Council, 4th,,Total Votes Cast,1631
Hanover,-,2,U.S. House,9th,,Blanks,113
Monroe,-,1,State House,2nd Berkshire,,All Others,0
Melrose,2,1,President,,,All Others,11
TOTALS,,,State House,2nd Hampshire,Democratic,Daniel R. Carey,20360
Taunton,2,B,State House,3rd Bristol,,All Others,1
Everett,6,2,State House,28th Middlesex,,Blanks,216
Middleborough,-,6,President,,,No Preference,0
New Bedford,3,A,State House,10th Bristol,,Total Votes Cast,598
Taunton,5,B,U.S. House,4th,Democratic,Jake Auchincloss,771
New Bedford,6,C,U.S. Senate,,,Blanks,22
Barnstable,-,5,State House,2nd Barnstable,,Total Votes Cast,2522
Warren,-,A,U.S. Senate,,,Total Votes Cast,1942
New Bedford,1,A,President,,Republican,Donald J. Trump,658
Chelsea,4,3,State House,16th Suffolk,,All Others,0
Amherst,-,7,U.S. Senate,,,Blanks,11
Worcester,2,5,U.S. Senate,,Republican,Kevin J. O'Connor,187
New Bedford,3,F,U.S. House,9th,,Total Votes Cast,1214
Brockton,3,B,U.S. House,8th,Unenrolled,Jonathan D. Lott,117
Sharon,-,3,State House,8th Norfolk,,Blanks,617
Falmouth,-,1,Governor's Council, 1st,Democratic,Joseph C. Ferreira,1931
Southbridge,-,5,President,,,Blanks,9
Worcester,10,4,President,,,Total Votes Cast,763
Boston,14,12,U.S. Senate,,Republican,Kevin J. O'Connor,16
New Bedford,1,F,U.S. Senate,,,All Others,11
Boston,10,6,Governor's Council, 4th,Democratic,"Christopher A. Iannella, Jr.",732
Westford,-,4,Governor's Council, 5th,Democratic,Eileen R. Duff,1982
Lowell,4,2,U.S. House,3rd,,Blanks,178
Boston,6,5,President,,,No Preference,0
Longmeadow,-,E,State Senate,1st Hampden and Hampshire,,Total Votes Cast,2128
Milton,-,5,State Senate,"Norfolk, Bristol and Plymouth",,All Others,20
Boston,14,13,President,,Democratic,"Joseph R. Biden, Jr.",640
Shrewsbury,-,3,U.S. House,2nd,,Total Votes Cast,1721
Worcester,8,3,President,,,All Others,2
Windsor,-,1,Governor's Council, 8th,,All Others,0
Worcester,6,4,State Senate,2nd Worcester,,Blanks,107
Longmeadow,-,C,U.S. House,1st,,Total Votes Cast,2248
Mattapoisett,-,1,Governor's Council, 1st,,All Others,9
Leicester,-,3,President,,,All Others,5
Boston,1,3,U.S. House,7th, (Write-In),Rayla Danella Campbell,5
Boylston,-,1,U.S. Senate,, (Write-In),Shiva Ayyadurai,17
Boston,18,15,U.S. House,7th,Democratic,Ayanna S. Pressley,1051
Oxford,-,4,U.S. Senate,,,Blanks,29
Brewster,-,1,State Senate,Cape and Islands, (Write-In),Leah Christine Mercurio,5
Sturbridge,-,3,State House,1st Hampden,,All Others,32
Freetown,-,2,President,,,All Others,3
Lowell,10,1,President,,,All Others,4
Boston,16,11,Governor's Council, 4th,Democratic,"Christopher A. Iannella, Jr.",831
Boston,9,5,U.S. Senate,, (Write-In),Shiva Ayyadurai,0
Boston,21,15,State House,17th Suffolk,,Total Votes Cast,934
Adams,-,4,President,,Democratic,"Joseph R. Biden, Jr.",512
Grafton,-,3,Governor's Council, 7th,Democratic,Paul M. Depalo,1738
New Bedford,2,F,U.S. House,9th,Republican,Helen Brady,319
Boston,3,7,President,,Libertarian,Jo Jorgensen,26
TOTALS,,,President,,,Blanks,26603
Boxford,-,2,State House,2nd Essex,Democratic,Christina Eckert,1013
Hingham,-,5,President,,,Blanks,21
Nahant,-,1,U.S. Senate,,,Total Votes Cast,2533
Millis,-,2,State Senate,"Norfolk, Bristol and Middlesex",Republican,Matthew T. Kelly,800
TOTALS,,,U.S. House,9th,,All Others,361
Royalston,-,2,State Senate,"Hampshire, Franklin and Worcester",Democratic,Joanne M. Comerford,200
Hopkinton,-,4,State Senate,2nd Middlesex and Norfolk,,All Others,21
Winthrop,-,6,U.S. House,5th,Democratic,Katherine M. Clark,1133
Worcester,2,3,State Senate,1st Worcester,Democratic,Harriette L. Chandler,1448
Lowell,7,2,U.S. House,3rd,,Blanks,227
Wakefield,-,6,State Senate,5th Middlesex,Democratic,Jason M. Lewis,1663
Norfolk,-,2,U.S. Senate,,,Total Votes Cast,2928
New Bedford,2,E,State House,11th Bristol,,All Others,18
Maynard,-,4,U.S. Senate,,,Blanks,29
Milford,-,7,U.S. Senate,,,Blanks,54
Haverhill,7,1,State Senate,1st Essex,,All Others,35
Westborough,-,1,President,,Democratic,"Joseph R. Biden, Jr.",1142
Northbridge,-,2,U.S. Senate,,Democratic,Edward J. Markey,1198
Sandwich,-,4,U.S. Senate,, (Write-In),Shiva Ayyadurai,12
Medford,3,2,State Senate,2nd Middlesex,,All Others,35
Stoughton,-,7,Governor's Council, 2nd,,Blanks,429
Boylston,-,1,State Senate,1st Worcester,Democratic,Harriette L. Chandler,2312
Boston,21,1,State Senate,2nd Suffolk and Middlesex,,Blanks,173
Boston,1,13,State House,1st Suffolk,,Blanks,236
Lowell,6,1,Governor's Council, 5th,,All Others,6
Mendon,-,1,Governor's Council, 7th,,All Others,43
Sterling,-,1,President,,,No Preference,0
Belmont,-,5,State Senate,2nd Suffolk and Middlesex,,All Others,9
TOTALS,,,State House,12th Hampden,,Blanks,4954
Worcester,4,2,Governor's Council, 7th,Democratic,Paul M. Depalo,1015
Taunton,7,A,U.S. House,4th,Republican,Julie A. Hall,791
Brookline,-,11,U.S. Senate,,,All Others,6
Chelsea,1,4,President,,,No Preference,0
Marblehead,-,5,Governor's Council, 6th,,Total Votes Cast,2343
Billerica,-,3,Governor's Council, 3rd,Democratic,Marilyn Petitto Devaney,1555
Sutton,-,3,President,,Green-Rainbow,Howard Hawkins,6
Ashland,-,2,Governor's Council, 2nd,,All Others,0
Lawrence,A,3,U.S. Senate,,Democratic,Edward J. Markey,707
Hingham,-,5A,President,,,Total Votes Cast,1139
Lynn,2,1,State Senate,3rd Essex,,Total Votes Cast,2002
Weymouth,-,8,President,,Green-Rainbow,Howard Hawkins,5
Quincy,3,5,U.S. Senate,,,All Others,1
Seekonk,-,4,Governor's Council, 2nd,,All Others,56
Pittsfield,5,B,U.S. House,1st,Democratic,Richard E. Neal,1327
Newburyport,1,1,President,,,No Preference,0
Whitman,-,1,President,,Libertarian,Jo Jorgensen,40
Cambridge,1,1,U.S. Senate,,,Blanks,36
Erving,-,1,President,,,Total Votes Cast,936
Wakefield,-,1,State House,9th Essex,,Total Votes Cast,2578
Aquinnah,-,1,Governor's Council, 1st,,Total Votes Cast,355
Sherborn,-,1,Governor's Council, 2nd,,Blanks,760
Littleton,-,3,Governor's Council, 3rd,,All Others,33
Chicopee,1,B,U.S. Senate,,,All Others,1
New Bedford,3,E,President,,,Total Votes Cast,1291
Springfield,4,D,U.S. Senate,, (Write-In),Shiva Ayyadurai,0
New Bedford,4,D,President,,,Total Votes Cast,920
Westwood,-,2,State Senate,Norfolk and Suffolk,,All Others,21
