town,ward,precinct,office,district,party,candidate,votes
Worcester,7,4,State House,17th Worcester,,Total Votes Cast,1600
Wilbraham,-,B,U.S. Senate,,,Total Votes Cast,2311
Shrewsbury,-,10,U.S. Senate,,Democratic,Edward J. Markey,1373
Wilmington,-,1,President,,Democratic,"Joseph R. Biden, Jr.",1320
Pembroke,-,4,President,,Libertarian,Jo Jorgensen,36
Marlborough,4,2,U.S. House,3rd,,Total Votes Cast,1657
Peabody,4,3,U.S. House,6th,,Total Votes Cast,927
Bedford,-,2,U.S. Senate,,Democratic,Edward J. Markey,1446
Tewksbury,-,3,Governor's Council, 5th,,Total Votes Cast,2620
Beverly,6,1,Governor's Council, 5th,Democratic,Eileen R. Duff,1662
Auburn,-,3,U.S. Senate,, (Write-In),Shiva Ayyadurai,19
Boston,10,6,State Senate,2nd Suffolk,,All Others,13
Rockland,-,3,State House,5th Plymouth,Republican,David F. Decoste,627
Middlefield,-,1,State House,1st Franklin,Democratic,Natalie M. Blais,247
Cohasset,-,2,State House,3rd Plymouth,,Blanks,809
New Bedford,4,E,State Senate,2nd Bristol and Plymouth,,All Others,15
W. Bridgewater,-,1,U.S. House,8th,,Blanks,385
Longmeadow,-,B,State House,2nd Hampden,,Total Votes Cast,1928
Leominster,5,A,State House,4th Worcester,,Total Votes Cast,1332
Plainville,-,3,Governor's Council, 2nd,,Blanks,651
Boston,22,10,President,,Libertarian,Jo Jorgensen,14
Reading,-,4,President,,Republican,Donald J. Trump,626
Boston,14,12,President,,,Blanks,2
N. Attleborough,-,7,Governor's Council, 2nd,,All Others,17
Saugus,-,1,State House,9th Essex,,Blanks,419
Boxford,-,3,U.S. Senate,,Republican,Kevin J. O'Connor,804
Boston,1,8,U.S. House,7th,Democratic,Ayanna S. Pressley,899
Sandwich,-,1,President,,Republican,Donald J. Trump,1013
Lanesborough,-,1,U.S. Senate,,Democratic,Edward J. Markey,1209
Melrose,2,2,U.S. House,5th,Democratic,Katherine M. Clark,854
Boston,16,12,U.S. Senate,,Democratic,Edward J. Markey,524
N. Attleborough,-,3,State House,14th Bristol,,Total Votes Cast,2022
Lowell,2,2,U.S. House,3rd,,All Others,1
Pittsfield,3,A,President,,,Blanks,2
Taunton,8,A,State House,3rd Bristol,Democratic,Carol A. Doherty,240
Needham,-,G,State House,13th Norfolk,,All Others,16
Berlin,-,1,Governor's Council, 7th,,All Others,15
Concord,-,1,U.S. House,3rd,Democratic,Lori Loureiro Trahan,1898
Needham,-,A,U.S. House,4th,,All Others,1
Lowell,11,1,State Senate,1st Middlesex,,Total Votes Cast,1276
Wakefield,-,4,U.S. House,6th,Democratic,Seth W. Moulton,1412
W. Springfield,-,4,U.S. Senate,,Republican,Kevin J. O'Connor,672
Newton,6,2,U.S. House,4th,Democratic,Jake Auchincloss,1362
Granby,-,1,State House,3rd Hampshire,,Blanks,679
Boston,8,6,State House,5th Suffolk,Democratic,Liz Miranda,299
Chicopee,6,BE,State House,7th Hampden,,Blanks,54
Uxbridge,-,2,U.S. House,2nd,Republican,Tracy Lyn Lovvorn,881
Spencer,-,1,Governor's Council, 7th,,Total Votes Cast,1548
Boston,16,5,U.S. Senate,,Republican,Kevin J. O'Connor,235
Melrose,5,2,Governor's Council, 6th,,Blanks,338
Methuen,-,7,State House,14th Essex,,All Others,40
Boston,7,6,State House,4th Suffolk,Democratic,David Biele,839
Arlington,-,6,U.S. Senate,,,Blanks,17
Webster,-,5,State House,18th Worcester,Republican,Joseph D. Mckenna,1419
Acton,-,1,U.S. Senate,,Democratic,Edward J. Markey,1718
Westborough,-,2,State House,8th Middlesex,Democratic,Carolyn C. Dykema,1320
Fall River,7,B,President,,,All Others,6
Hingham,-,5,State Senate,Plymouth and Norfolk,Republican,Patrick Michael O'Connor,1065
Acton,-,4,State Senate,Middlesex and Worcester,,Total Votes Cast,2544
Belchertown,-,C,President,,,No Preference,0
W. Springfield,-,7,President,,,No Preference,0
Amesbury,-,2,U.S. Senate,,Democratic,Edward J. Markey,1175
Boston,1,12,President,,,Blanks,3
N. Andover,-,2,President,,Green-Rainbow,Howard Hawkins,12
Seekonk,-,1,State Senate,Bristol and Norfolk,,Blanks,621
Northampton,7,A,State Senate,"Hampshire, Franklin and Worcester",,All Others,5
Rowe,-,1,U.S. House,1st,,All Others,5
Acton,-,1,President,,,No Preference,0
Agawam,-,4,U.S. Senate,, (Write-In),Shiva Ayyadurai,35
Woburn,5,2,U.S. Senate,,Democratic,Edward J. Markey,1070
Easton,-,3,President,,,Blanks,13
S. Hadley,-,B,U.S. House,1st,Democratic,Richard E. Neal,1715
Boston,4,8,U.S. House,7th, (Write-In),Rayla Danella Campbell,2
Barnstable,-,4,U.S. Senate,,Democratic,Edward J. Markey,1262
Somerville,3,2,President,,,All Others,12
Lowell,5,3,President,,Republican,Donald J. Trump,502
Agawam,-,5,U.S. Senate,,,Blanks,98
Springfield,8,F,U.S. House,1st,,Blanks,179
Boston,13,6,State House,13th Suffolk,,Total Votes Cast,937
Boston,12,3,President,,,No Preference,0
Chester,-,1,State Senate,"Berkshire, Hampshire, Franklin & Hampden",,Blanks,280
New Bedford,5,A,President,,,No Preference,0
Attleboro,1,A,Governor's Council, 2nd,,Total Votes Cast,1861
Worcester,3,4,Governor's Council, 7th,,Blanks,146
Sandwich,-,2,State Senate,Plymouth and Barnstable,Democratic,Susan Lynn Moran,417
Billerica,-,8,State Senate,4th Middlesex,,Total Votes Cast,2403
Plymouth,-,5,Governor's Council, 1st,,All Others,45
Beverly,2,2,State Senate,2nd Essex,,All Others,0
Brockton,1,A,U.S. House,8th,,Total Votes Cast,1219
Boston,5,1,State Senate,1st Suffolk and Middlesex,,Blanks,771
Boston,15,3,U.S. Senate,,Republican,Kevin J. O'Connor,36
Brockton,7,A,State House,9th Plymouth,Democratic,Gerard J. Cassidy,961
Brockton,1,C,U.S. House,8th,,Blanks,128
Needham,-,E,U.S. House,4th,Democratic,Jake Auchincloss,1457
Norfolk,-,3,State Senate,"Norfolk, Bristol and Middlesex",,Total Votes Cast,2461
Plympton,-,1,State House,12th Plymouth,,All Others,0
Boston,1,6,U.S. House,7th,Democratic,Ayanna S. Pressley,684
Framingham,-,9,President,,Republican,Donald J. Trump,385
Revere,5,1,U.S. Senate,,,Total Votes Cast,978
Boston,18,15,Governor's Council, 4th,,All Others,5
Newton,3,1,President,,,Blanks,12
Grafton,-,2,State House,9th Worcester,,Blanks,558
Bourne,-,4,Governor's Council, 1st,,All Others,35
Shrewsbury,-,8,President,,,All Others,18
E. Bridgewater,-,1,President,,Libertarian,Jo Jorgensen,36
Boston,18,4,President,,Democratic,"Joseph R. Biden, Jr.",1161
Plymouth,-,12,Governor's Council, 1st,Democratic,Joseph C. Ferreira,1957
Holyoke,7,A,U.S. Senate,, (Write-In),Shiva Ayyadurai,20
Salisbury,-,1,U.S. Senate,,Democratic,Edward J. Markey,1139
Dedham,-,5,U.S. Senate,,Republican,Kevin J. O'Connor,799
Merrimac,-,2,State Senate,1st Essex,,Total Votes Cast,2227
Boston,18,3,U.S. Senate,, (Write-In),Shiva Ayyadurai,2
Plainville,-,2,President,,Republican,Donald J. Trump,803
Southbridge,-,3,U.S. House,1st,,All Others,75
Tewksbury,-,3,Governor's Council, 5th,Democratic,Eileen R. Duff,1742
Norwood,-,8,State Senate,Norfolk and Suffolk,,All Others,22
TOTALS,,,State House,2nd Franklin,,All Others,83
Holden,-,2,Governor's Council, 7th,,Total Votes Cast,2567
Boston,1,8,Governor's Council, 6th,Democratic,Terrence W. Kennedy,959
Worcester,10,4,President,,Libertarian,Jo Jorgensen,3
Hudson,-,3,U.S. House,3rd,,All Others,18
Groton,-,2,President,,,All Others,12
Peabody,4,1,President,,Republican,Donald J. Trump,654
Westwood,-,4,Governor's Council, 2nd,Democratic,Robert L. Jubinville,1642
Plymouth,-,11,Governor's Council, 1st,,All Others,52
Boston,19,8,President,,,All Others,7
New Bedford,1,E,President,,Libertarian,Jo Jorgensen,13
Plymouth,-,13,State Senate,Plymouth and Barnstable,,Blanks,0
Boston,7,2,U.S. Senate,, (Write-In),Shiva Ayyadurai,7
Raynham,-,1,U.S. Senate,, (Write-In),Shiva Ayyadurai,21
Amesbury,-,2,Governor's Council, 5th,Democratic,Eileen R. Duff,1323
Harwich,-,3,U.S. House,9th,,Blanks,54
Boston,20,18,U.S. Senate,,Democratic,Edward J. Markey,628
Gloucester,4,2,U.S. House,6th,,Total Votes Cast,2227
Millis,-,1,U.S. Senate,,Republican,Kevin J. O'Connor,676
New Bedford,6,C,Governor's Council, 1st,,Blanks,93
Gloucester,4,2,State House,5th Essex,,Total Votes Cast,2227
Westport,-,E,Governor's Council, 1st,,All Others,23
N. Attleborough,-,4,President,,Republican,Donald J. Trump,602
Saugus,-,6,President,,Libertarian,Jo Jorgensen,26
Boston,3,1,President,,,Total Votes Cast,2437
Worcester,7,4,President,,Republican,Donald J. Trump,553
Williamstown,-,3,Governor's Council, 8th,,Blanks,287
Cambridge,2,2,U.S. House,7th, (Write-In),Claudette N. Joseph,0
Canton,-,5,Governor's Council, 2nd,,Blanks,787
Franklin,-,6,Governor's Council, 2nd,,Blanks,641
Boston,5,9,State Senate,2nd Suffolk and Middlesex,Democratic,William N. Brownsberger,1627
W. Boylston,-,2,Governor's Council, 7th,Democratic,Paul M. Depalo,1982
Wilbraham,-,A,State House,12th Hampden,,All Others,8
Uxbridge,-,4,President,,,All Others,13
Saugus,-,10,President,,Republican,Donald J. Trump,656
Waltham,4,1,President,,,No Preference,0
Plymouth,-,10,President,,,Blanks,8
Monson,-,C,U.S. Senate,,Republican,Kevin J. O'Connor,846
Concord,-,4,U.S. Senate,,Republican,Kevin J. O'Connor,614
Gloucester,1,1,State House,5th Essex,Democratic,Ann-Margaret Ferrante,1554
Harvard,-,1,State Senate,Middlesex and Worcester,,Total Votes Cast,4157
Bourne,-,4,State Senate,Plymouth and Barnstable,,Total Votes Cast,2062
Boston,5,3,U.S. Senate,,,Blanks,27
Boston,9,2,U.S. House,7th, (Write-In),Rayla Danella Campbell,0
Malden,4,2,President,,,All Others,4
Webster,-,5,President,,Democratic,"Joseph R. Biden, Jr.",891
Leominster,3,A,State Senate,Worcester and Middlesex,,Total Votes Cast,1130
Westford,-,3,State House,2nd Middlesex,,Total Votes Cast,2519
Dedham,-,5,President,,,Total Votes Cast,2385
Boston,1,3,U.S. House,7th,,Blanks,149
Leominster,5,A,Governor's Council, 7th,Democratic,Paul M. Depalo,955
Lowell,10,2,President,,Green-Rainbow,Howard Hawkins,4
Fairhaven,-,4,U.S. House,9th,Republican,Helen Brady,583
Leominster,4,C,State House,4th Worcester,,All Others,0
Ludlow,-,5,President,,,Blanks,6
Webster,-,3,President,,Democratic,"Joseph R. Biden, Jr.",719
Chelsea,4,1,State Senate,Middlesex and Suffolk,,Total Votes Cast,743
Boston,21,3,Governor's Council, 3rd,,Blanks,109
Marshfield,-,7,President,,,Blanks,26
Orange,-,2,U.S. House,2nd,Democratic,James P. McGovern,1139
Boston,15,5,U.S. House,7th,Unenrolled,"Roy A. Owens, Sr",51
Boston,7,7,President,,,Total Votes Cast,767
Otis,-,1,State Senate,"Berkshire, Hampshire, Franklin & Hampden",,Total Votes Cast,1017
Springfield,6,G,State House,12th Hampden,,Blanks,157
Boston,4,9,President,,Republican,Donald J. Trump,38
Carver,-,1,President,,,No Preference,0
Shrewsbury,-,2,State House,11th Worcester,,Total Votes Cast,2150
Worcester,3,2,President,,,Blanks,3
Hinsdale,-,1,State Senate,"Berkshire, Hampshire, Franklin & Hampden",,All Others,2
Boston,11,4,Governor's Council, 4th,Democratic,"Christopher A. Iannella, Jr.",1161
Brockton,5,B,U.S. House,8th,Unenrolled,Jonathan D. Lott,274
Walpole,-,2,Governor's Council, 2nd,Democratic,Robert L. Jubinville,1469
Canton,-,6,State Senate,"Norfolk, Bristol and Plymouth",,Total Votes Cast,2275
Easton,-,3,U.S. Senate,,Democratic,Edward J. Markey,1387
Holbrook,-,3,Governor's Council, 4th,,All Others,11
Barnstable,-,5,President,,Republican,Donald J. Trump,1117
Beverly,1,2,U.S. House,6th,,Blanks,57
Longmeadow,-,E,State House,2nd Hampden,,All Others,36
Chelsea,2,3,U.S. House,7th,,Blanks,53
Hanson,-,1,President,,,Total Votes Cast,2300
Otis,-,1,U.S. Senate,,,Blanks,34
Boston,15,3,U.S. House,7th, (Write-In),Rachel Nicole Miselman,0
TOTALS,,,State Senate,5th Middlesex,,Total Votes Cast,99004
Belmont,-,5,U.S. Senate,,,All Others,2
Hull,-,3,President,,Green-Rainbow,Howard Hawkins,13
Sudbury,-,4,Governor's Council, 3rd,,Blanks,652
Framingham,-,2,State Senate,2nd Middlesex and Norfolk,,Blanks,623
Chelsea,4,2,President,,,Total Votes Cast,850
Dunstable,-,1,President,,,Total Votes Cast,2203
Leicester,-,1,President,,Republican,Donald J. Trump,856
New Bedford,1,A,Governor's Council, 1st,,All Others,33
New Bedford,3,D,President,,Libertarian,Jo Jorgensen,5
Bernardston,-,1,State Senate,"Hampshire, Franklin and Worcester",,Total Votes Cast,1385
New Bedford,4,C,U.S. House,9th,,Total Votes Cast,1103
Dennis,-,3,State Senate,Cape and Islands,,All Others,50
Walpole,-,3,U.S. House,8th,,All Others,9
Northampton,5,B,U.S. House,2nd,Democratic,James P. McGovern,1130
Newton,4,2,State Senate,1st Middlesex and Norfolk,,Blanks,315
Boston,17,11,U.S. House,7th,,Total Votes Cast,451
Montague,-,2,U.S. Senate,,,All Others,2
Lynn,6,4,U.S. Senate,, (Write-In),Shiva Ayyadurai,6
Worcester,4,4,State Senate,1st Worcester,,Blanks,302
Middlefield,-,1,U.S. House,1st,Democratic,Richard E. Neal,243
Stoneham,-,2,State Senate,5th Middlesex,,All Others,32
Great Barrington,-,C,U.S. House,1st,,Total Votes Cast,813
Taunton,1,A,State Senate,1st Plymouth and Bristol,,All Others,19
Longmeadow,-,D,U.S. Senate,,Democratic,Edward J. Markey,1185
Franklin,-,8,State House,10th Norfolk,,All Others,7
Newbury,-,1,U.S. Senate,,,Total Votes Cast,2520
Pittsfield,1,A,Governor's Council, 8th,Democratic,Mary E. Hurley,998
Lawrence,C,3,State Senate,2nd Essex and Middlesex,,Blanks,133
Goshen,-,1,State House,1st Franklin,Democratic,Natalie M. Blais,493
Boston,18,10,President,,,Blanks,14
Medfield,-,4,President,,,All Others,0
Boston,2,7,President,,Democratic,"Joseph R. Biden, Jr.",1190
Boston,22,5,U.S. Senate,,,Blanks,21
Norton,-,2,U.S. Senate,,,Blanks,58
Newton,4,3,Governor's Council, 3rd,Democratic,Marilyn Petitto Devaney,788
Upton,-,1,President,,,All Others,19
Acushnet,-,2,President,,,Total Votes Cast,2165
Boston,1,2,U.S. House,7th,,Total Votes Cast,850
N. Andover,-,2,State Senate,1st Essex,Democratic,Diana DiZoglio,1762
Brookline,-,9,U.S. Senate,,Republican,Kevin J. O'Connor,205
Boston,21,8,U.S. Senate,,Democratic,Edward J. Markey,1172
Worthington,-,1,U.S. Senate,,Republican,Kevin J. O'Connor,279
Boston,7,9,U.S. House,8th,Democratic,Stephen F. Lynch,645
Boston,11,5,State House,11th Suffolk,,Total Votes Cast,1194
Dracut,-,6A,President,,Libertarian,Jo Jorgensen,0
Amherst,-,8,Governor's Council, 8th,,Blanks,299
Burlington,-,6,U.S. House,6th,Republican,John Paul Moran,931
Springfield,6,G,State Senate,Hampden,,All Others,11
Dracut,-,8,Governor's Council, 5th,,Blanks,964
Lawrence,A,1,Governor's Council, 5th,Democratic,Eileen R. Duff,850
Newburyport,4,1,Governor's Council, 5th,,Total Votes Cast,2381
Beverly,2,2,U.S. Senate,,,Blanks,48
Waltham,9,2,U.S. Senate,,Democratic,Edward J. Markey,940
Pittsfield,7,B,President,,Democratic,"Joseph R. Biden, Jr.",1214
Burlington,-,6,U.S. Senate,, (Write-In),Shiva Ayyadurai,9
Raynham,-,1A,U.S. House,4th,Republican,Julie A. Hall,118
Fairhaven,-,6,President,,Democratic,"Joseph R. Biden, Jr.",791
TOTALS,,,State Senate,2nd Worcester,,Total Votes Cast,91981
Nantucket,-,1,Governor's Council, 1st,,All Others,86
Norwood,-,4,U.S. Senate,,Democratic,Edward J. Markey,1299
Medford,4,2,U.S. House,5th,,Total Votes Cast,2178
Cambridge,5,2,U.S. House,7th,Democratic,Ayanna S. Pressley,1719
Truro,-,1,U.S. Senate,,,Blanks,22
Boston,9,1,U.S. Senate,,,All Others,5
E. Longmeadow,-,4,President,,,No Preference,0
Worthington,-,1,U.S. House,1st, (Write-In),Alex B. Morse,0
Newton,4,1,U.S. Senate,,,Blanks,35
Brockton,7,A,State House,9th Plymouth,,Blanks,196
Boston,6,7,U.S. House,8th,,Total Votes Cast,1423
Hudson,-,6,President,,Democratic,"Joseph R. Biden, Jr.",848
Chelsea,2,4,President,,,Total Votes Cast,533
Fairhaven,-,5,U.S. House,9th,Democratic,Bill Keating,922
Boston,1,6,Governor's Council, 6th,,Blanks,162
Dunstable,-,1,State House,1st Middlesex,,All Others,0
N. Andover,-,7,President,,Libertarian,Jo Jorgensen,31
Williamsburg,-,1,U.S. Senate,,,Total Votes Cast,1835
Waltham,9,2,State House,10th Middlesex,,All Others,23
Lowell,9,1,U.S. Senate,,,All Others,2
Boston,19,3,Governor's Council, 4th,,Blanks,174
Randolph,-,5,State House,1st Norfolk,,Total Votes Cast,1449
Middleborough,-,3,President,,,Total Votes Cast,2334
Cambridge,9,3,U.S. Senate,,,All Others,2
Chicopee,5,A,President,,Democratic,"Joseph R. Biden, Jr.",886
Springfield,7,G,U.S. Senate,,,All Others,18
Billerica,-,10,U.S. Senate,,,All Others,3
Fall River,1,B,U.S. House,9th,,All Others,0
Middleton,-,2,U.S. Senate,,,All Others,0
Revere,5,2,U.S. Senate,,Democratic,Edward J. Markey,375
Sutton,-,2,President,,Green-Rainbow,Howard Hawkins,6
Amherst,-,10,U.S. Senate,,,Total Votes Cast,573
Burlington,-,5,President,,Republican,Donald J. Trump,856
Medford,2,1,Governor's Council, 6th,,Blanks,561
Lawrence,D,1,U.S. House,3rd,,All Others,27
Ipswich,-,4,State Senate,1st Essex and Middlesex,Republican,Bruce E. Tarr,1886
Westford,-,5,President,,Green-Rainbow,Howard Hawkins,8
Weston,-,3,State House,14th Norfolk,,Blanks,448
Hanson,-,3,President,,,All Others,5
Worcester,10,3,U.S. Senate,,Democratic,Edward J. Markey,667
S. Hadley,-,C,U.S. Senate,, (Write-In),Shiva Ayyadurai,44
Needham,-,D,U.S. House,4th,,All Others,3
Boston,18,22,U.S. House,7th,Democratic,Ayanna S. Pressley,1004
Hingham,-,6,U.S. Senate,,,All Others,1
Chicopee,6,BE,Governor's Council, 8th,,Total Votes Cast,1542
Springfield,1,A,State Senate,Hampden,,Blanks,85
Springfield,1,E,State Senate,Hampden,,All Others,11
Springfield,3,F,State Senate,Hampden,,Total Votes Cast,576
Boston,10,9,State Senate,2nd Suffolk,Democratic,Sonia Rosa Chang-D?az,1432
Shrewsbury,-,6,President,,,Total Votes Cast,2193
Raynham,-,3,President,,Green-Rainbow,Howard Hawkins,10
Rockport,-,1,U.S. Senate,,,Blanks,22
Lawrence,D,3,President,,Libertarian,Jo Jorgensen,1
Chelsea,4,1,U.S. House,7th,,Blanks,68
Ashburnham,-,1,State House,2nd Worcester,,All Others,9
Charlton,-,4,U.S. House,1st,Democratic,Richard E. Neal,1318
Springfield,4,A,State Senate,Hampden,,Blanks,109
Plymouth,-,11,Governor's Council, 1st,Democratic,Joseph C. Ferreira,1656
Burlington,-,7,President,,,All Others,6
Watertown,-,8,President,,,Total Votes Cast,1705
Auburn,-,4,U.S. Senate,,Democratic,Edward J. Markey,1126
Brewster,-,2,U.S. Senate,,,Blanks,50
Wellesley,-,B,U.S. House,4th,,Blanks,92
Waltham,2,2,State Senate,3rd Middlesex,Democratic,Michael J. Barrett,1272
Watertown,-,8,State Senate,2nd Suffolk and Middlesex,,Total Votes Cast,1705
Northampton,5,B,President,,,All Others,2
Melrose,6,2,President,,,All Others,13
Boston,16,6,State House,13th Suffolk,,All Others,22
Dedham,-,1,President,,Republican,Donald J. Trump,489
Fitchburg,4,A,U.S. House,3rd,Democratic,Lori Loureiro Trahan,505
Methuen,-,4,President,,,Total Votes Cast,1990
New Bedford,4,A,State House,13th Bristol,,Total Votes Cast,653
Lynn,7,3,U.S. Senate,,,Blanks,27
Quincy,6,3,State House,1st Norfolk,,Total Votes Cast,2069
Warwick,-,1,President,,Republican,Donald J. Trump,160
Clarksburg,-,1,State House,1st Berkshire,,Total Votes Cast,1002
Natick,-,1,President,,Green-Rainbow,Howard Hawkins,7
Gloucester,5,1,U.S. Senate,,Democratic,Edward J. Markey,1434
Hull,-,3,U.S. House,8th,Democratic,Stephen F. Lynch,1870
Ashland,-,4,State Senate,2nd Middlesex and Norfolk,,All Others,0
Worcester,4,4,U.S. Senate,,,Total Votes Cast,1394
Malden,2,1,State Senate,5th Middlesex,,Blanks,318
Blackstone,-,1,U.S. Senate,,,Blanks,41
Springfield,6,C,Governor's Council, 8th,Democratic,Mary E. Hurley,733
Northfield,-,1,U.S. Senate,,,Total Votes Cast,1869
Lynn,2,3,U.S. Senate,,,Blanks,17
Watertown,-,10,Governor's Council, 3rd,Democratic,Marilyn Petitto Devaney,1630
Worcester,10,3,Governor's Council, 7th, (Write-In),Peter A. Stefan,0
Boston,13,4,U.S. House,7th,Unenrolled,"Roy A. Owens, Sr",53
Haverhill,4,3,President,,,Total Votes Cast,1806
TOTALS,,,State House,1st Franklin,,Blanks,5147
Lowell,6,1,U.S. Senate,,Republican,Kevin J. O'Connor,541
Lunenburg,-,C,State Senate,Worcester and Middlesex,,Total Votes Cast,1990
N. Brookfield,-,1,State Senate,"Worcester, Hampden, Hampshire and Middlesex",,Blanks,46
Boston,17,12,State Senate,1st Suffolk,,All Others,7
Acton,-,5,President,,Republican,Donald J. Trump,396
Haverhill,5,2,U.S. House,3rd,,Total Votes Cast,1863
Weymouth,-,11,U.S. Senate,,Republican,Kevin J. O'Connor,731
Groveland,-,1,President,,,No Preference,0
Boston,21,4,U.S. Senate,,Democratic,Edward J. Markey,640
Wayland,-,4,U.S. House,5th,,All Others,2
Randolph,-,6,State Senate,"Norfolk, Bristol and Plymouth",,Blanks,258
Great Barrington,-,B,U.S. House,1st,,All Others,5
Danvers,-,7,U.S. House,6th,,Blanks,57
Peabody,1,2,State Senate,2nd Essex,Democratic,Joan B. Lovely,1316
Groton,-,1,State Senate,1st Middlesex,Democratic,"Edward J. Kennedy, Jr",1882
Boston,17,9,State House,6th Suffolk,,Blanks,101
Boston,19,8,State House,15th Suffolk,Democratic,Nika Elugardo,634
Winthrop,-,1,U.S. House,5th,,All Others,1
Amesbury,-,6,U.S. Senate,,Democratic,Edward J. Markey,1091
Seekonk,-,3,U.S. Senate,,,Blanks,64
Greenfield,-,8,U.S. House,2nd,,Total Votes Cast,951
Leominster,1,C,U.S. House,2nd,Republican,Tracy Lyn Lovvorn,440
Lowell,1,3,U.S. House,3rd,Democratic,Lori Loureiro Trahan,1360
Pembroke,-,5,State House,6th Plymouth,Democratic,Joshua Cutler,1294
Holbrook,-,4,State House,3rd Norfolk,Republican,Stephen F. Tougas,488
E. Bridgewater,-,2,State House,7th Plymouth,Republican,Alyson M. Sullivan,1546
Lawrence,F,3,Governor's Council, 5th,Democratic,Eileen R. Duff,902
W. Springfield,-,7,President,,Democratic,"Joseph R. Biden, Jr.",1053
Andover,-,9,President,,Republican,Donald J. Trump,732
Braintree,-,2B,U.S. Senate,,,All Others,3
Canton,-,2,Governor's Council, 2nd,,Total Votes Cast,2487
Boston,21,11,U.S. Senate,,Democratic,Edward J. Markey,1143
Stoughton,-,7,State House,6th Norfolk,,Total Votes Cast,1743
Acton,-,3,U.S. Senate,,Democratic,Edward J. Markey,1765
Haverhill,4,2,State Senate,1st Essex,,Blanks,688
Worcester,4,5,State Senate,1st Worcester,Democratic,Harriette L. Chandler,1282
Newton,4,2,Governor's Council, 3rd,Democratic,Marilyn Petitto Devaney,1016
Northampton,6,B,Governor's Council, 8th,,Blanks,292
Weymouth,-,12,Governor's Council, 4th,,Total Votes Cast,1900
Hudson,-,5,U.S. House,3rd,,Blanks,503
Abington,-,3,U.S. Senate,,,Blanks,49
Bridgewater,-,3,Governor's Council, 1st,,All Others,27
Sandwich,-,1,State Senate,Plymouth and Barnstable,,Total Votes Cast,2635
Westborough,-,5,U.S. House,2nd,Democratic,James P. McGovern,1745
Brookline,-,6,President,,Libertarian,Jo Jorgensen,10
Agawam,-,3,President,,,Total Votes Cast,2112
Arlington,-,8,U.S. Senate,,,Total Votes Cast,1481
Fitchburg,5,A,U.S. House,3rd,Democratic,Lori Loureiro Trahan,1482
Whitman,-,3,U.S. House,8th,Unenrolled,Jonathan D. Lott,537
Stoughton,-,2,President,,Libertarian,Jo Jorgensen,17
Plainville,-,2,U.S. Senate,,,Blanks,49
New Bedford,6,F,U.S. House,9th,,Total Votes Cast,793
Sheffield,-,1,State Senate,"Berkshire, Hampshire, Franklin & Hampden",,All Others,11
Boston,20,3,President,,,All Others,5
Taunton,2,A,U.S. House,4th,,All Others,2
TOTALS,,,Governor's Council, 1st,,Blanks,143222
Marblehead,-,1,President,,Green-Rainbow,Howard Hawkins,6
New Bedford,6,C,U.S. Senate,,,Total Votes Cast,455
Fall River,3,C,State Senate,1st Bristol and Plymouth,,Blanks,345
Lynn,6,2,State Senate,3rd Essex,,All Others,25
Barnstable,-,10,State House,2nd Barnstable,,Blanks,63
N. Andover,-,5,State House,14th Essex,,Blanks,371
Brookline,-,3,President,,Republican,Donald J. Trump,185
Brookline,-,12,State House,15th Norfolk,,Blanks,522
Bellingham,-,4,President,,Libertarian,Jo Jorgensen,24
Taunton,7,A,U.S. Senate,,,Total Votes Cast,1887
Boston,21,13,State House,18th Suffolk,Democratic,Michael J. Moran,1094
Peabody,6,2,President,,,Total Votes Cast,1916
Medford,4,1,Governor's Council, 6th,,Total Votes Cast,1059
Braintree,-,5B,Governor's Council, 4th,,Total Votes Cast,2069
Beverly,3,1,President,,,Total Votes Cast,1829
Shrewsbury,-,9,U.S. House,2nd,Democratic,James P. McGovern,1043
Acushnet,-,3,State House,11th Bristol,,All Others,14
TOTALS,,,State House,3rd Suffolk,,Blanks,4625
Springfield,8,B,State House,9th Hampden,,Total Votes Cast,1047
Franklin,-,2,Governor's Council, 2nd,Democratic,Robert L. Jubinville,1745
Bedford,-,2,State Senate,3rd Middlesex,Democratic,Michael J. Barrett,1613
Brockton,5,D,Governor's Council, 4th,,Total Votes Cast,1559
Salem,5,2,U.S. Senate,,Democratic,Edward J. Markey,1292
New Bedford,2,F,President,,Republican,Donald J. Trump,432
Boston,12,5,State Senate,2nd Suffolk,,Total Votes Cast,512
Boston,1,4,U.S. Senate,,Republican,Kevin J. O'Connor,139
Newton,4,1,State Senate,1st Middlesex and Norfolk,,All Others,12
Reading,-,4,U.S. Senate,,,All Others,0
Pembroke,-,2,State House,6th Plymouth,Republican,Tatyana Medvedev Semyrog,941
Spencer,-,1,President,,,Blanks,12
Reading,-,2,U.S. House,6th,,Blanks,81
Springfield,7,B,President,,,Blanks,58
Everett,2,1,State Senate,Middlesex and Suffolk,,Total Votes Cast,1271
Northampton,2,A,State House,1st Hampshire,Democratic,Lindsay N. Sabadosa,1130
Cambridge,10,1,U.S. Senate,,Democratic,Edward J. Markey,2087
Boston,14,8,U.S. Senate,, (Write-In),Shiva Ayyadurai,0
Holden,-,1,President,,Green-Rainbow,Howard Hawkins,14
Mansfield,-,6,U.S. Senate,, (Write-In),Shiva Ayyadurai,15
Concord,-,1,President,,,Total Votes Cast,2365
Revere,3,3,U.S. House,5th,Republican,Caroline Colarusso,319
