town,ward,precinct,office,district,party,candidate,votes
Shrewsbury,-,3,Governor's Council,7th,Democratic,Blank Votes,9
Wayland,-,4,U.S. House,5th,Democratic,Blank Votes,7
Leyden,-,1,State House,2nd Berkshire,Democratic,All Others,0
Brockton,1,B,U.S. House,8th,Republican,William Burke,10
Scituate,-,6,State Senate,Plymouth and Norfolk,Democratic,Paul J. Gannon,0
Gosnold,-,1,State Senate,Cape and Islands,Democratic,All Others,0
Springfield,7,A,State House,11th Hampden,Democratic,All Others,1
Lawrence,E,2,Governor's Council,5th,Republican,Total Votes Cast,85
Woburn,4,2,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,71
Medfield,-,1,U.S. House,4th,Democratic,All Others,1
Boston,2,1,State House,2nd Suffolk,Democratic,Blank Votes,30
Boston,13,9,Governor's Council,4th,Democratic,Total Votes Cast,114
Stoughton,-,2,U.S. House,8th,Democratic,Stephen F. Lynch,153
Rockland,-,5,State House,5th Plymouth,Democratic,Blank Votes,1
W. Springfield,-,1,State House,6th Hampden,Democratic,All Others,0
Rockland,-,6,State House,5th Plymouth,Republican,Blank Votes,5
Weymouth,-,8,State Senate,Plymouth and Norfolk,Democratic,Paul J. Gannon,0
Boston,20,8,Governor's Council,2nd,Democratic,Total Votes Cast,145
TOTALS,,,State House,12th Essex,Special Democratic,James Moutsoulas,537
Revere,3,1,U.S. House,5th,Democratic,All Others,5
Haverhill,7,2,U.S. House,3rd,Democratic,Blank Votes,22
Newton,3,4,State House,11th Middlesex,Democratic,All Others,0
Fall River,8,A,Governor's Council,1st,Democratic,All Others,0
Easthampton,-,1,U.S. House,1st,Democratic,All Others,3
Boston,3,2,U.S. House,8th,Democratic,All Others,2
Fall River,9,C,State Senate,1st Bristol and Plymouth,Democratic,All Others,0
Leominster,5,A,Governor's Council,7th,Democratic,Matthew Cj Vance,114
TOTALS,,,State House,10th Hampden,Democratic,All Others,23
Sharon,-,3,State House,8th Norfolk,Democratic,Total Votes Cast,178
Leominster,1,C,U.S. House,2nd,Democratic,All Others,0
Quincy,6,3,Governor's Council,4th,Democratic,Stephen F. Flynn,48
Leominster,2,A,Governor's Council,7th,Democratic,Matthew Cj Vance,75
Lexington,-,5,State Senate,4th Middlesex,Democratic,Total Votes Cast,167
Milton,-,1,Governor's Council,2nd,Democratic,Robert L. Jubinville,301
Hanover,-,2,State Senate,2nd Plymouth and Bristol,Democratic,Michael D. Brady,254
Wellesley,-,G,State Senate,"Norfolk, Bristol and Middlesex",Republican,All Others,0
Norton,-,2,State House,4th Bristol,Democratic,Paul W. Jacques,26
TOTALS,,,State House,5th Plymouth,Democratic,Kara L. Nyman,1520
Springfield,2,H,U.S. House,1st,Democratic,Total Votes Cast,222
Springfield,2,E,Governor's Council,8th,Democratic,Blank Votes,11
Milton,-,8,State House,7th Norfolk,Democratic,Blank Votes,24
Burlington,-,4,State House,21st Middlesex,Republican,Blank Votes,5
Arlington,-,19,State Senate,4th Middlesex,Democratic,All Others,2
Hingham,-,3,Governor's Council,4th,Democratic,Total Votes Cast,274
Lowell,5,1,U.S. House,3rd,Republican,Total Votes Cast,14
Dartmouth,-,4,U.S. House,9th,Republican,"Thomas Joseph O'Malley, Jr",12
Auburn,-,3,State Senate,2nd Worcester,Republican,Mesfin H. Beshir,16
Lowell,11,2,Governor's Council,5th,Republican,All Others,0
TOTALS,,,State House,3rd Barnstable,Republican,Total Votes Cast,2588
Merrimac,-,2,Governor's Council,5th,Democratic,Blank Votes,27
Springfield,8,F,Governor's Council,8th,Democratic,Total Votes Cast,162
Marlborough,7,2,State House,4th Middlesex,Republican,All Others,0
Boston,6,3,State House,4th Suffolk,Democratic,All Others,2
Cambridge,2,3,State Senate,1st Suffolk and Middlesex,Democratic,Total Votes Cast,81
Wilmington,-,4,Governor's Council,5th,Democratic,Total Votes Cast,98
TOTALS,,,State House,27th Middlesex,Democratic,All Others,80
Lawrence,A,1,U.S. House,3rd,Democratic,Total Votes Cast,169
Plymouth,-,3,State House,1st Plymouth,Republican,Total Votes Cast,58
Boston,17,1,State House,5th Suffolk,Republican,Althea Garrison,0
Lowell,8,2,State House,18th Middlesex,Republican,All Others,0
Dennis,-,3,U.S. House,9th,Republican,Total Votes Cast,168
Duxbury,-,6,State House,6th Plymouth,Democratic,Total Votes Cast,100
TOTALS,,,U.S. House,1st,Democratic,Total Votes Cast,56728
Aquinnah,-,1,U.S. House,9th,Democratic,Total Votes Cast,91
Milford,-,2,U.S. House,4th,Democratic,Blank Votes,7
Walpole,-,6,U.S. House,8th,Democratic,Total Votes Cast,52
Lynn,3,3,State House,10th Essex,Democratic,Daniel H. Cahill,153
Leominster,5,A,State House,4th Worcester,Democratic,Total Votes Cast,190
Newton,8,3,Governor's Council,3rd,Democratic,All Others,1
Boston,21,6,U.S. House,7th,Democratic,Total Votes Cast,108
Wilmington,-,2,Governor's Council,5th,Democratic,Total Votes Cast,103
Fairhaven,-,4,State Senate,2nd Bristol and Plymouth,Democratic,Total Votes Cast,43
Lynn,3,3,State House,10th Essex,Democratic,Total Votes Cast,20
Holden,-,2,Governor's Council,7th,Democratic,All Others,0
Amesbury,-,3,State House,1st Essex,Democratic,Total Votes Cast,92
Townsend,-,2,Governor's Council,7th,Republican,Total Votes Cast,35
Peabody,5,3,U.S. House,6th,Democratic,Blank Votes,40
Chicopee,9,B,State Senate,1st Hampden and Hampshire,Republican,Total Votes Cast,37
Revere,6,2,State Senate,1st Suffolk and Middlesex,Special Democratic,Paul A. Rogers,0
Hull,-,1,State Senate,Plymouth and Norfolk,Democratic,Joan Meschino,267
Weymouth,-,10,State Senate,Plymouth and Norfolk,Democratic,Blank Votes,7
Braintree,-,4A,State House,5th Norfolk,Democratic,All Others,0
TOTALS,,,State House,24th Middlesex,Democratic,Blank Votes,604
TOTALS,,,State House,2nd Franklin,Republican,Susannah Whipps M. Lee,544
Hopkinton,-,1,State Senate,2nd Middlesex and Norfolk,Republican,Jacob Steven Binnall,0
Southbridge,-,5,State Senate,Worcester and Norfolk,Republican,Total Votes Cast,8
Lynn,5,3,State House,10th Essex,Democratic,Blank Votes,0
Amesbury,-,1,U.S. House,6th,Democratic,Blank Votes,17
Scituate,-,1,State Senate,Plymouth and Norfolk,Republican,Blank Votes,0
Hudson,-,1,State Senate,Middlesex and Worcester,Republican,Ted Busiek,9
Newton,2,4,Governor's Council,3rd,Democratic,All Others,1
New Bedford,2,D,State House,11th Bristol,Democratic,Robert M. Koczera,18
Framingham,-,6,Governor's Council,2nd,Democratic,Total Votes Cast,112
Waltham,9,1,State House,10th Middlesex,Democratic,Total Votes Cast,68
Hingham,-,3,State House,3rd Plymouth,Republican,John C. Brannan,19
Lowell,7,2,Governor's Council,5th,Republican,Total Votes Cast,12
Wareham,-,5,State House,2nd Plymouth,Democratic,Sarah G. Hewins,49
Salem,1,2,Governor's Council,5th,Democratic,Blank Votes,70
Boston,17,2,State House,5th Suffolk,Democratic,Total Votes Cast,59
Boston,15,7,State Senate,1st Suffolk,Democratic,Total Votes Cast,90
Lowell,7,1,State House,18th Middlesex,Democratic,Blank Votes,1
Leominster,2,C,Governor's Council,7th,Republican,Jennie L. Caissie,9
Maynard,-,2,Governor's Council,3rd,Democratic,Blank Votes,5
Reading,-,4,State Senate,5th Middlesex,Republican,Total Votes Cast,19
Holden,-,3,State House,1st Worcester,Republican,Blank Votes,1
Boston,20,19,State Senate,Norfolk and Suffolk,Democratic,Michael F. Rush,116
Springfield,6,A,State Senate,Hampden,Democratic,James T. Welch,83
New Bedford,4,E,U.S. House,9th,Republican,Mark C. Alliegro,6
E. Bridgewater,-,4,U.S. House,8th,Republican,Blank Votes,9
Easton,-,5,Governor's Council,2nd,Democratic,Blank Votes,72
Lawrence,F,2,State Senate,2nd Essex and Middlesex,Republican,All Others,1
Lunenburg,-,A,State House,37th Middlesex,Democratic,Blank Votes,2
New Bedford,2,C,State Senate,2nd Bristol and Plymouth,Democratic,Blank Votes,3
Southampton,-,1,U.S. House,1st,Democratic,All Others,11
Sandwich,-,2,U.S. House,9th,Republican,Total Votes Cast,172
Somerville,2,2,Governor's Council,6th,Democratic,Blank Votes,87
Cambridge,3,2A,U.S. House,5th,Democratic,Blank Votes,45
Montgomery,-,1,State House,1st Hampshire,Democratic,Blank Votes,13
Hull,-,2,U.S. House,8th,Democratic,All Others,10
Lynn,2,2,State House,10th Essex,Democratic,Daniel H. Cahill,110
Boston,15,8,Governor's Council,4th,Democratic,Stephen F. Flynn,19
Sandwich,-,4,U.S. House,9th,Democratic,William Richard Keating,68
Barnstable,-,12,State Senate,Cape and Islands,Republican,Blank Votes,2
Lynn,7,1,Governor's Council,6th,Democratic,Terrence W. Kennedy,174
Brockton,2,D,State Senate,2nd Plymouth and Bristol,Democratic,Michael D. Brady,39
Milford,-,6,U.S. House,4th,Democratic,All Others,0
Lowell,3,1,State Senate,1st Middlesex,Democratic,Eileen M. Donoghue,101
Fitchburg,2,A,U.S. House,3rd,Democratic,Total Votes Cast,109
Billerica,-,4,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,37
Springfield,7,D,Governor's Council,8th,Democratic,All Others,0
Brockton,4,A,State House,9th Plymouth,Special Democratic,All Others,0
Boston,18,2,Governor's Council,4th,Democratic,All Others,0
Milton,-,6,State Senate,"Norfolk, Bristol and Plymouth",Democratic,Total Votes Cast,721
Attleboro,5,B,U.S. House,4th,Democratic,All Others,0
Lowell,3,2,U.S. House,3rd,Republican,All Others,0
Sutton,-,3,Governor's Council,7th,Democratic,Blank Votes,5
Georgetown,-,1,U.S. House,6th,Democratic,All Others,0
Haverhill,5,3,Governor's Council,5th,Democratic,Total Votes Cast,137
Swampscott,-,3,U.S. House,6th,Democratic,All Others,1
Randolph,-,11,Governor's Council,2nd,Republican,Brad Williams,27
Maynard,-,1,State House,3rd Middlesex,Democratic,All Others,1
Plymouth,-,8,Governor's Council,1st,Democratic,Joseph C. Ferreira,75
Southbridge,-,4,Governor's Council,7th,Republican,Jennie L. Caissie,39
Norton,-,3,State House,1st Bristol,Republican,Blank Votes,1
Raynham,-,2,U.S. House,8th,Republican,Blank Votes,2
Brewster,-,2,U.S. House,9th,Democratic,William Richard Keating,360
Boston,5,11,State Senate,1st Suffolk and Middlesex,Special Democratic,Daniel Rizzo,3
Marlborough,2,2,State Senate,Middlesex and Worcester,Republican,Total Votes Cast,30
Malden,6,2,State Senate,5th Middlesex,Democratic,All Others,8
Holyoke,1,B,U.S. House,1st,Democratic,Richard E. Neal,109
Middleborough,-,3,Governor's Council,1st,Democratic,Blank Votes,1
Brockton,3,C,State Senate,2nd Plymouth and Bristol,Democratic,Michael D. Brady,81
TOTALS,,,State Senate,5th Middlesex,Republican,Total Votes Cast,1677
Springfield,2,A,State House,9th Hampden,Democratic,Total Votes Cast,91
Stoughton,-,1,State Senate,"Norfolk, Bristol and Plymouth",Democratic,Blank Votes,1
Westborough,-,2,State House,8th Middlesex,Democratic,Carolyn C. Dykema,40
Westhampton,-,1,State House,1st Hampshire,Democratic,Total Votes Cast,215
Saugus,-,2,State House,9th Essex,Democratic,Total Votes Cast,214
N. Andover,-,3,Governor's Council,5th,Republican,Blank Votes,8
Worcester,5,2,State Senate,2nd Worcester,Democratic,Total Votes Cast,79
Arlington,-,15,State House,23rd Middlesex,Democratic,Total Votes Cast,163
E. Bridgewater,-,4,State House,7th Plymouth,Republican,Total Votes Cast,18
Reading,-,8,State Senate,5th Middlesex,Republican,Blank Votes,8
Medford,1,2,Governor's Council,6th,Democratic,Terrence W. Kennedy,163
Newburyport,1,P,State Senate,1st Essex,Democratic,Total Votes Cast,42
Methuen,-,1,U.S. House,3rd,Democratic,All Others,1
Framingham,-,2,Governor's Council,2nd,Democratic,Total Votes Cast,93
Berlin,-,1,State Senate,Worcester and Middlesex,,Blank Votes,2
TOTALS,,,State House,22nd Middlesex,Democratic,Blank Votes,276
Salem,3,1,U.S. House,6th,Democratic,Total Votes Cast,143
Pepperell,-,1,U.S. House,3rd,Democratic,Nicola S. Tsongas,67
Norwood,-,4,Governor's Council,2nd,Democratic,Total Votes Cast,98
Lowell,11,3,State Senate,1st Middlesex,Democratic,All Others,1
Needham,-,G,Governor's Council,2nd,Democratic,Total Votes Cast,71
Rutland,-,1,State Senate,"Worcester, Hampden, Hampshire and Middlesex",Democratic,Total Votes Cast,104
Brewster,-,3,State House,4th Barnstable,Democratic,Sarah K. Peake,282
Northborough,-,4,Governor's Council,7th,Republican,All Others,0
Medway,-,2,State Senate,2nd Middlesex and Norfolk,Republican,Blank Votes,15
Whitman,-,2,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",17
Chelsea,4,2,U.S. House,7th,Democratic,Total Votes Cast,94
Edgartown,-,1,U.S. House,9th,Democratic,William Richard Keating,661
Worcester,10,3,U.S. House,2nd,Democratic,James P. McGovern,70
Quincy,3,2,Governor's Council,4th,Democratic,Blank Votes,6
Revere,5,2A,State Senate,1st Suffolk and Middlesex,Special Democratic,All Others,0
Newton,5,4,Governor's Council,3rd,Democratic,All Others,0
Lawrence,E,1,State Senate,2nd Essex and Middlesex,Democratic,All Others,7
Watertown,-,4,U.S. House,5th,Democratic,Total Votes Cast,204
Rutland,-,2,U.S. House,2nd,Democratic,Blank Votes,4
Everett,2,2,Governor's Council,6th,Democratic,Richard J. Dimeo,11
Cambridge,6,3,Governor's Council,6th,Democratic,All Others,0
Chicopee,6,BE,State Senate,1st Hampden and Hampshire,Republican,Blank Votes,1
Quincy,2,2,U.S. House,8th,Democratic,All Others,0
Boston,5,2,State Senate,2nd Suffolk and Middlesex,Democratic,Blank Votes,11
Brookline,-,10,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,49
Plymouth,-,10,Governor's Council,1st,Democratic,All Others,1
Sudbury,-,3,State Senate,Middlesex and Worcester,Democratic,James B. Eldridge,70
Boston,18,6,Governor's Council,4th,Democratic,Stephen F. Flynn,47
Lynnfield,-,2,Governor's Council,6th,Democratic,All Others,0
Lynn,4,4,Governor's Council,6th,Democratic,All Others,1
Easthampton,-,2,State House,2nd Hampshire,Democratic,All Others,0
Springfield,8,B,State Senate,Hampden,Democratic,All Others,2
Chatham,-,1,Governor's Council,1st,Democratic,Joseph C. Ferreira,391
Stow,-,2,State Senate,Middlesex and Worcester,Democratic,All Others,0
Brockton,6,B,U.S. House,8th,Democratic,Blank Votes,6
Danvers,-,7,State Senate,2nd Essex,Democratic,All Others,0
TOTALS,,,Governor's Council,8th,Democratic,All Others,188
Tewksbury,-,3,State House,18th Essex,Republican,All Others,1
Framingham,-,18,Governor's Council,2nd,Republican,Brad Williams,3
Concord,-,2,Governor's Council,3rd,Democratic,Blank Votes,14
Methuen,-,10,U.S. House,3rd,Republican,Ann Wofford,38
Westford,-,2,Governor's Council,5th,Democratic,Eileen R. Duff,57
Arlington,-,20,State House,23rd Middlesex,Democratic,Blank Votes,10
Boston,18,2,State House,12th Suffolk,Democratic,Dan Cullinane,62
Foxborough,-,1,U.S. House,4th,Democratic,Blank Votes,3
N. Attleborough,-,6,U.S. House,4th,Democratic,Total Votes Cast,16
Amherst,-,6,State Senate,"Hampshire, Franklin and Worcester",Republican,Total Votes Cast,12
Chelsea,3,1,State Senate,Middlesex and Suffolk,Democratic,Sal N. DiDomenico,27
Northampton,6,B,State Senate,"Hampshire, Franklin and Worcester",Republican,Blank Votes,2
Brewster,-,2,Governor's Council,1st,Democratic,Total Votes Cast,414
Boston,8,1,State House,9th Suffolk,Democratic,Blank Votes,14
Lawrence,B,3,State House,16th Essex,Democratic,Total Votes Cast,285
Duxbury,-,6,State House,6th Plymouth,Democratic,All Others,0
Erving,-,1,U.S. House,2nd,Democratic,Total Votes Cast,46
Quincy,2,1,State Senate,Norfolk and Plymouth,Democratic,John F. Keenan,69
Rehoboth,-,3,Governor's Council,2nd,Democratic,Robert L. Jubinville,47
Attleboro,5,B,Governor's Council,2nd,Democratic,All Others,0
Brockton,1,A,State House,11th Plymouth,Democratic,Total Votes Cast,53
Methuen,-,12,State Senate,1st Essex,Democratic,All Others,1
Wilmington,-,3,Governor's Council,5th,Republican,Total Votes Cast,31
Bourne,-,4,State Senate,Plymouth and Barnstable,Republican,Vinny M. deMacedo,98
Longmeadow,-,A,State House,2nd Hampden,Republican,Blank Votes,46
Malden,5,2,State Senate,5th Middlesex,Democratic,Total Votes Cast,133
Needham,-,C,Governor's Council,2nd,Democratic,Blank Votes,13
Acton,-,3,State Senate,Middlesex and Worcester,Democratic,All Others,3
Haverhill,4,1,Governor's Council,5th,Democratic,All Others,0
Boston,19,3,State House,15th Suffolk,Democratic,Jeffrey S�nchez,116
Methuen,-,8,State Senate,1st Essex,Democratic,Kathleen A. O'Connor Ives,142
Adams,-,4,State Senate,"Berkshire, Hampshire and Franklin",Democratic,Blank Votes,2
Monroe,-,1,U.S. House,1st,Democratic,Richard E. Neal,11
Millis,-,1,State House,9th Norfolk,Republican,Blank Votes,52
Boston,2,3,State Senate,Middlesex and Suffolk,Democratic,Total Votes Cast,130
Boston,14,2,State Senate,1st Suffolk,Democratic,All Others,3
Boston,12,2,State House,7th Suffolk,Democratic,Blank Votes,4
Franklin,-,1,State House,10th Norfolk,Democratic,Jeffrey N. Roy,92
Boston,1,12,State Senate,1st Suffolk and Middlesex,Democratic,All Others,7
Weymouth,-,14,State Senate,Plymouth and Norfolk,Republican,Blank Votes,0
Townsend,-,3,U.S. House,3rd,Democratic,Total Votes Cast,33
Cambridge,7,2,U.S. House,5th,Democratic,Katherine M. Clark,99
Lynn,4,2,U.S. House,6th,Democratic,Blank Votes,11
Shrewsbury,-,10,Governor's Council,7th,Democratic,Blank Votes,3
Boston,20,15,State House,10th Suffolk,Democratic,All Others,1
Peabody,4,3,State House,12th Essex,Democratic,Blank Votes,0
Boston,7,5,Governor's Council,4th,Democratic,Blank Votes,17
Edgartown,-,1,U.S. House,9th,Republican,"Thomas Joseph O'Malley, Jr",73
N. Reading,-,3,U.S. House,6th,Democratic,Blank Votes,6
Lynn,6,1,Governor's Council,6th,Democratic,All Others,1
TOTALS,,,State Senate,Cape and Islands,Republican,Anthony E. Schiavi,4873
Foxborough,-,4,State Senate,Bristol and Norfolk,Democratic,All Others,0
Rockland,-,1,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",69
Boston,11,10,State Senate,2nd Suffolk,Democratic,Sonia Rosa Chang-D�az,142
Boston,1,6,State House,1st Suffolk,Democratic,Total Votes Cast,48
TOTALS,,,State House,1st Franklin,Democratic,All Others,6
Randolph,-,8,Governor's Council,2nd,Republican,Blank Votes,0
Weymouth,-,8,State Senate,Plymouth and Norfolk,Republican,Patrick M. O'Connor,0
Fall River,8,B,State Senate,1st Bristol and Plymouth,Democratic,All Others,1
Milford,-,2,U.S. House,4th,Democratic,Total Votes Cast,92
Brockton,1,C,U.S. House,8th,Republican,All Others,0
Medway,-,4,State Senate,2nd Middlesex and Norfolk,Republican,Jacob Steven Binnall,0
Boston,20,10,State House,10th Suffolk,Democratic,All Others,3
Middleborough,-,1,U.S. House,9th,Republican,"Thomas Joseph O'Malley, Jr",130
Hull,-,2,State Senate,Plymouth and Norfolk,Democratic,Joan Meschino,217
Monson,-,A,State Senate,"Worcester, Hampden, Hampshire and Middlesex",Democratic,All Others,0
Worcester,10,2,Governor's Council,7th,Democratic,Total Votes Cast,48
Wilmington,-,3,State Senate,1st Essex and Middlesex,Republican,Blank Votes,0
Hopkinton,-,2,Governor's Council,2nd,Democratic,All Others,1
New Marlborough,-,1,State Senate,"Berkshire, Hampshire and Franklin",Democratic,Adam G. Hinds,42
