county,town,precinct,office,district,party,candidate,votes
Barnstable,Barnstable,7,President,,Republican,TRUMP-PENCE,994
Barnstable,Barnstable,7,President,,,Write-In,44
Barnstable,Barnstable,8,President,,,Blanks,13
Barnstable,Barnstable,8,President,,Democratic,CLINTON-KAINE,875
Barnstable,Barnstable,8,President,,Libertarian,JOHNSTON-WELD,70
Barnstable,Barnstable,8,President,,Green-Rainbow,STEIN-BARAKA,28
Barnstable,Barnstable,8,President,,Republican,TRUMP-PENCE,575
Barnstable,Barnstable,8,President,,,Write-In,37
Barnstable,Barnstable,9,President,,,Blanks,7
Barnstable,Barnstable,9,President,,Democratic,CLINTON-KAINE,620
Barnstable,Barnstable,9,President,,Libertarian,JOHNSTON-WELD,42
Barnstable,Barnstable,9,President,,Green-Rainbow,STEIN-BARAKA,23
Barnstable,Barnstable,9,President,,Republican,TRUMP-PENCE,341
Barnstable,Barnstable,9,President,,,Write-In,18
Barnstable,Barnstable,10,President,,,Blanks,19
Barnstable,Barnstable,10,President,,Democratic,CLINTON-KAINE,928
Barnstable,Barnstable,10,President,,Libertarian,JOHNSTON-WELD,98
Barnstable,Barnstable,10,President,,Green-Rainbow,STEIN-BARAKA,27
Barnstable,Barnstable,10,President,,Republican,TRUMP-PENCE,929
Barnstable,Barnstable,10,President,,,Write-In,35
Barnstable,Barnstable,11,President,,,Blanks,28
Barnstable,Barnstable,11,President,,Democratic,CLINTON-KAINE,1124
Barnstable,Barnstable,11,President,,Libertarian,JOHNSTON-WELD,100
Barnstable,Barnstable,11,President,,Green-Rainbow,STEIN-BARAKA,27
Barnstable,Barnstable,11,President,,Republican,TRUMP-PENCE,1101
Barnstable,Barnstable,11,President,,,Write-In,44
Barnstable,Barnstable,12,President,,,Blanks,23
Barnstable,Barnstable,12,President,,Democratic,CLINTON-KAINE,1050
Barnstable,Barnstable,12,President,,Libertarian,JOHNSTON-WELD,111
Barnstable,Barnstable,12,President,,Green-Rainbow,STEIN-BARAKA,26
Barnstable,Barnstable,12,President,,Republican,TRUMP-PENCE,1032
Barnstable,Barnstable,12,President,,,Write-In,30
Barnstable,Barnstable,13,President,,,Blanks,30
Barnstable,Barnstable,13,President,,Democratic,CLINTON-KAINE,868
Barnstable,Barnstable,13,President,,Libertarian,JOHNSTON-WELD,59
Barnstable,Barnstable,13,President,,Green-Rainbow,STEIN-BARAKA,35
Barnstable,Barnstable,13,President,,Republican,TRUMP-PENCE,619
Barnstable,Barnstable,13,President,,,Write-In,15
Barnstable,Barnstable,Total,President,,,Blanks,348
Barnstable,Barnstable,Total,President,,Democratic,CLINTON-KAINE,13005
Barnstable,Barnstable,Total,President,,Libertarian,JOHNSTON-WELD,1049
Barnstable,Barnstable,Total,President,,Green-Rainbow,STEIN-BARAKA,348
Barnstable,Barnstable,Total,President,,Republican,TRUMP-PENCE,11195
Barnstable,Barnstable,Total,President,,,Write-In,435
Barnstable,Barnstable,1,U.S. House,9,,Blanks,90
Barnstable,Barnstable,1,U.S. House,9,Democratic,WILLIAM RICHARD KEATING,1299
Barnstable,Barnstable,1,U.S. House,9,Republican,MARK C ALLIEGRO,943
Barnstable,Barnstable,1,U.S. House,9,,CHRISTOPHER D CATALDO,23
Barnstable,Barnstable,1,U.S. House,9,,PAUL J HARRINGTON,121
Barnstable,Barnstable,1,U.S. House,9,,ANNA GRACE RADUC,14
Barnstable,Barnstable,1,U.S. House,9,,Write-ins,1
Barnstable,Barnstable,2,U.S. House,9,,Blanks,79
Barnstable,Barnstable,2,U.S. House,9,Democratic,WILLIAM RICHARD KEATING,1095
Barnstable,Barnstable,2,U.S. House,9,Republican,MARK C ALLIEGRO,828
Barnstable,Barnstable,2,U.S. House,9,,CHRISTOPHER D CATALDO,27
Barnstable,Barnstable,2,U.S. House,9,,PAUL J HARRINGTON,104
Barnstable,Barnstable,2,U.S. House,9,,ANNA GRACE RADUC,8
Barnstable,Barnstable,2,U.S. House,9,,Write-ins,1
Barnstable,Barnstable,3,U.S. House,9,,Blanks,82
Barnstable,Barnstable,3,U.S. House,9,Democratic,WILLIAM RICHARD KEATING,970
Barnstable,Barnstable,3,U.S. House,9,Republican,MARK C ALLIEGRO,513
Barnstable,Barnstable,3,U.S. House,9,,CHRISTOPHER D CATALDO,25
Barnstable,Barnstable,3,U.S. House,9,,PAUL J HARRINGTON,84
Barnstable,Barnstable,3,U.S. House,9,,ANNA GRACE RADUC,7
Barnstable,Barnstable,3,U.S. House,9,,Write-ins,2
Barnstable,Barnstable,4,U.S. House,9,,Blanks,73
Barnstable,Barnstable,4,U.S. House,9,Democratic,WILLIAM RICHARD KEATING,1040
Barnstable,Barnstable,4,U.S. House,9,Republican,MARK C ALLIEGRO,781
Barnstable,Barnstable,4,U.S. House,9,,CHRISTOPHER D CATALDO,18
Barnstable,Barnstable,4,U.S. House,9,,PAUL J HARRINGTON,116
Barnstable,Barnstable,4,U.S. House,9,,ANNA GRACE RADUC,9
Barnstable,Barnstable,4,U.S. House,9,,Write-ins,0
Barnstable,Barnstable,5,U.S. House,9,,Blanks,77
Barnstable,Barnstable,5,U.S. House,9,Democratic,WILLIAM RICHARD KEATING,1037
Barnstable,Barnstable,5,U.S. House,9,Republican,MARK C ALLIEGRO,1066
Barnstable,Barnstable,5,U.S. House,9,,CHRISTOPHER D CATALDO,17
Barnstable,Barnstable,5,U.S. House,9,,PAUL J HARRINGTON,120
Barnstable,Barnstable,5,U.S. House,9,,ANNA GRACE RADUC,10
Barnstable,Barnstable,5,U.S. House,9,,Write-ins,0
Barnstable,Barnstable,6,U.S. House,9,,Blanks,76
Barnstable,Barnstable,6,U.S. House,9,Democratic,WILLIAM RICHARD KEATING,1152
Barnstable,Barnstable,6,U.S. House,9,Republican,MARK C ALLIEGRO,873
Barnstable,Barnstable,6,U.S. House,9,,CHRISTOPHER D CATALDO,15
Barnstable,Barnstable,6,U.S. House,9,,PAUL J HARRINGTON,119
Barnstable,Barnstable,6,U.S. House,9,,ANNA GRACE RADUC,9
Barnstable,Barnstable,6,U.S. House,9,,Write-ins,2
Barnstable,Barnstable,7,U.S. House,9,,Blanks,81
Barnstable,Barnstable,7,U.S. House,9,Democratic,WILLIAM RICHARD KEATING,1256
Barnstable,Barnstable,7,U.S. House,9,Republican,MARK C ALLIEGRO,978
Barnstable,Barnstable,7,U.S. House,9,,CHRISTOPHER D CATALDO,14
Barnstable,Barnstable,7,U.S. House,9,,PAUL J HARRINGTON,110
Barnstable,Barnstable,7,U.S. House,9,,ANNA GRACE RADUC,8
Barnstable,Barnstable,7,U.S. House,9,,Write-ins,0
Barnstable,Barnstable,8,U.S. House,9,,Blanks,76
Barnstable,Barnstable,8,U.S. House,9,Democratic,WILLIAM RICHARD KEATING,943
Barnstable,Barnstable,8,U.S. House,9,Republican,MARK C ALLIEGRO,454
Barnstable,Barnstable,8,U.S. House,9,,CHRISTOPHER D CATALDO,21
Barnstable,Barnstable,8,U.S. House,9,,PAUL J HARRINGTON,85
Barnstable,Barnstable,8,U.S. House,9,,ANNA GRACE RADUC,17
Barnstable,Barnstable,8,U.S. House,9,,Write-ins,2
Barnstable,Barnstable,9,U.S. House,9,,Blanks,41
Barnstable,Barnstable,9,U.S. House,9,Democratic,WILLIAM RICHARD KEATING,645
Barnstable,Barnstable,9,U.S. House,9,Republican,MARK C ALLIEGRO,272
Barnstable,Barnstable,9,U.S. House,9,,CHRISTOPHER D CATALDO,18
Barnstable,Barnstable,9,U.S. House,9,,PAUL J HARRINGTON,57
Barnstable,Barnstable,9,U.S. House,9,,ANNA GRACE RADUC,15
Barnstable,Barnstable,9,U.S. House,9,,Write-ins,3
Barnstable,Barnstable,10,U.S. House,9,,Blanks,82
Barnstable,Barnstable,10,U.S. House,9,Democratic,WILLIAM RICHARD KEATING,969
Barnstable,Barnstable,10,U.S. House,9,Republican,MARK C ALLIEGRO,826
Barnstable,Barnstable,10,U.S. House,9,,CHRISTOPHER D CATALDO,26
Barnstable,Barnstable,10,U.S. House,9,,PAUL J HARRINGTON,119
Barnstable,Barnstable,10,U.S. House,9,,ANNA GRACE RADUC,13
Barnstable,Barnstable,10,U.S. House,9,,Write-ins,1
Barnstable,Barnstable,11,U.S. House,9,,Blanks,89
Barnstable,Barnstable,11,U.S. House,9,Democratic,WILLIAM RICHARD KEATING,1191
Barnstable,Barnstable,11,U.S. House,9,Republican,MARK C ALLIEGRO,998
Barnstable,Barnstable,11,U.S. House,9,,CHRISTOPHER D CATALDO,20
Barnstable,Barnstable,11,U.S. House,9,,PAUL J HARRINGTON,114
Barnstable,Barnstable,11,U.S. House,9,,ANNA GRACE RADUC,10
Barnstable,Barnstable,11,U.S. House,9,,Write-ins,2
Barnstable,Barnstable,12,U.S. House,9,,Blanks,82
Barnstable,Barnstable,12,U.S. House,9,Democratic,WILLIAM RICHARD KEATING,1098
Barnstable,Barnstable,12,U.S. House,9,Republican,MARK C ALLIEGRO,932
Barnstable,Barnstable,12,U.S. House,9,,CHRISTOPHER D CATALDO,22
Barnstable,Barnstable,12,U.S. House,9,,PAUL J HARRINGTON,129
Barnstable,Barnstable,12,U.S. House,9,,ANNA GRACE RADUC,8
Barnstable,Barnstable,12,U.S. House,9,,Write-ins,1
Barnstable,Barnstable,13,U.S. House,9,,Blanks,65
Barnstable,Barnstable,13,U.S. House,9,Democratic,WILLIAM RICHARD KEATING,921
Barnstable,Barnstable,13,U.S. House,9,Republican,MARK C ALLIEGRO,508
Barnstable,Barnstable,13,U.S. House,9,,CHRISTOPHER D CATALDO,22
Barnstable,Barnstable,13,U.S. House,9,,PAUL J HARRINGTON,97
Barnstable,Barnstable,13,U.S. House,9,,ANNA GRACE RADUC,13
Barnstable,Barnstable,13,U.S. House,9,,Write-ins,0
Barnstable,Barnstable,Total,U.S. House,9,,Blanks,993
Barnstable,Barnstable,Total,U.S. House,9,Democratic,WILLIAM RICHARD KEATING,13616
Barnstable,Barnstable,Total,U.S. House,9,Republican,MARK C ALLIEGRO,9972
Barnstable,Barnstable,Total,U.S. House,9,,CHRISTOPHER D CATALDO,268
Barnstable,Barnstable,Total,U.S. House,9,,PAUL J HARRINGTON,1375
Barnstable,Barnstable,Total,U.S. House,9,,ANNA GRACE RADUC,141
Barnstable,Barnstable,Total,U.S. House,9,,Write-ins,15
Barnstable,Barnstable,1,Councillor,1,,Blanks,862
Barnstable,Barnstable,1,Councillor,1,Democratic,JOSEPH C FERREIRA,1615
Barnstable,Barnstable,1,Councillor,1,,Write-in Vote,14
Barnstable,Barnstable,2,Councillor,1,,Blanks,661
Barnstable,Barnstable,2,Councillor,1,Democratic,JOSEPH C FERREIRA,1459
Barnstable,Barnstable,2,Councillor,1,,Write-in Vote,22
Barnstable,Barnstable,3,Councillor,1,,Blanks,480
Barnstable,Barnstable,3,Councillor,1,Democratic,JOSEPH C FERREIRA,1187
Barnstable,Barnstable,3,Councillor,1,,Write-in Vote,16
Barnstable,Barnstable,4,Councillor,1,,Blanks,707
Barnstable,Barnstable,4,Councillor,1,Democratic,JOSEPH C FERREIRA,1311
Barnstable,Barnstable,4,Councillor,1,,Write-in Vote,19
Barnstable,Barnstable,5,Councillor,1,,Blanks,900
Barnstable,Barnstable,5,Councillor,1,Democratic,JOSEPH C FERREIRA,1411
Barnstable,Barnstable,5,Councillor,1,,Write-in Vote,16
Barnstable,Barnstable,6,Councillor,1,,Blanks,683
Barnstable,Barnstable,6,Councillor,1,Democratic,JOSEPH C FERREIRA,1545
Barnstable,Barnstable,6,Councillor,1,,Write-in Vote,18
Barnstable,Barnstable,7,Councillor,1,,Blanks,807
Barnstable,Barnstable,7,Councillor,1,Democratic,JOSEPH C FERREIRA,1619
Barnstable,Barnstable,7,Councillor,1,,Write-in Vote,21
Barnstable,Barnstable,8,Councillor,1,,Blanks,404
Barnstable,Barnstable,8,Councillor,1,Democratic,JOSEPH C FERREIRA,1173
Barnstable,Barnstable,8,Councillor,1,,Write-in Vote,21
Barnstable,Barnstable,9,Councillor,1,,Blanks,259
Barnstable,Barnstable,9,Councillor,1,Democratic,JOSEPH C FERREIRA,779
Barnstable,Barnstable,9,Councillor,1,,Write-in Vote,13
Barnstable,Barnstable,10,Councillor,1,,Blanks,631
Barnstable,Barnstable,10,Councillor,1,Democratic,JOSEPH C FERREIRA,1376
Barnstable,Barnstable,10,Councillor,1,,Write-in Vote,29
Barnstable,Barnstable,11,Councillor,1,,Blanks,846
Barnstable,Barnstable,11,Councillor,1,Democratic,JOSEPH C FERREIRA,1562
Barnstable,Barnstable,11,Councillor,1,,Write-in Vote,16
Barnstable,Barnstable,12,Councillor,1,,Blanks,712
Barnstable,Barnstable,12,Councillor,1,Democratic,JOSEPH C FERREIRA,1521
Barnstable,Barnstable,12,Councillor,1,,Write-in Vote,39
Barnstable,Barnstable,13,Councillor,1,,Blanks,502
Barnstable,Barnstable,13,Councillor,1,Democratic,JOSEPH C FERREIRA,1110
Barnstable,Barnstable,13,Councillor,1,,Write-in Vote,14
Barnstable,Barnstable,Total,Councillor,1,,Blanks,8454
Barnstable,Barnstable,Total,Councillor,1,Democratic,JOSEPH C FERREIRA,17668
Barnstable,Barnstable,Total,Councillor,1,,Write-in Vote,258
Barnstable,Barnstable,1,State Senate,Cape & Islands,,Blanks,133
Barnstable,Barnstable,1,State Senate,Cape & Islands,Democratic,JULIAN ANDRE CYR,1148
Barnstable,Barnstable,1,State Senate,Cape & Islands,Republican,ANTHONY E SCHIAVI,1210
Barnstable,Barnstable,1,State Senate,Cape & Islands,,Write-ins,0
Barnstable,Barnstable,2,State Senate,Cape & Islands,,Blanks,116
Barnstable,Barnstable,2,State Senate,Cape & Islands,Democratic,JULIAN ANDRE CYR,928
Barnstable,Barnstable,2,State Senate,Cape & Islands,Republican,ANTHONY E SCHIAVI,1095
Barnstable,Barnstable,2,State Senate,Cape & Islands,,Write-ins,3
Barnstable,Barnstable,3,State Senate,Cape & Islands,,Blanks,106
Barnstable,Barnstable,3,State Senate,Cape & Islands,Democratic,JULIAN ANDRE CYR,890
Barnstable,Barnstable,3,State Senate,Cape & Islands,Republican,ANTHONY E SCHIAVI,683
Barnstable,Barnstable,3,State Senate,Cape & Islands,,Write-ins,4
Barnstable,Barnstable,4,State Senate,Cape & Islands,,Blanks,102
Barnstable,Barnstable,4,State Senate,Cape & Islands,Democratic,JULIAN ANDRE CYR,929
Barnstable,Barnstable,4,State Senate,Cape & Islands,Republican,ANTHONY E SCHIAVI,1005
Barnstable,Barnstable,4,State Senate,Cape & Islands,,Write-ins,1
Barnstable,Barnstable,5,State Senate,Cape & Islands,,Blanks,114
Barnstable,Barnstable,5,State Senate,Cape & Islands,Democratic,JULIAN ANDRE CYR,899
Barnstable,Barnstable,5,State Senate,Cape & Islands,Republican,ANTHONY E SCHIAVI,1311
Barnstable,Barnstable,5,State Senate,Cape & Islands,,Write-ins,3
Barnstable,Barnstable,6,State Senate,Cape & Islands,,Blanks,103
Barnstable,Barnstable,6,State Senate,Cape & Islands,Democratic,JULIAN ANDRE CYR,1014
Barnstable,Barnstable,6,State Senate,Cape & Islands,Republican,ANTHONY E SCHIAVI,1123
Barnstable,Barnstable,6,State Senate,Cape & Islands,,Write-ins,6
Barnstable,Barnstable,7,State Senate,Cape & Islands,,Blanks,108
Barnstable,Barnstable,7,State Senate,Cape & Islands,Democratic,JULIAN ANDRE CYR,1145
Barnstable,Barnstable,7,State Senate,Cape & Islands,Republican,ANTHONY E SCHIAVI,1194
Barnstable,Barnstable,7,State Senate,Cape & Islands,,Write-ins,0
Barnstable,Barnstable,8,State Senate,Cape & Islands,,Blanks,100
Barnstable,Barnstable,8,State Senate,Cape & Islands,Democratic,JULIAN ANDRE CYR,884
Barnstable,Barnstable,8,State Senate,Cape & Islands,Republican,ANTHONY E SCHIAVI,610
Barnstable,Barnstable,8,State Senate,Cape & Islands,,Write-ins,4
Barnstable,Barnstable,9,State Senate,Cape & Islands,,Blanks,57
Barnstable,Barnstable,9,State Senate,Cape & Islands,Democratic,JULIAN ANDRE CYR,627
Barnstable,Barnstable,9,State Senate,Cape & Islands,Republican,ANTHONY E SCHIAVI,366
Barnstable,Barnstable,9,State Senate,Cape & Islands,,Write-ins,1
Barnstable,Barnstable,10,State Senate,Cape & Islands,,Blanks,110
Barnstable,Barnstable,10,State Senate,Cape & Islands,Democratic,JULIAN ANDRE CYR,849
Barnstable,Barnstable,10,State Senate,Cape & Islands,Republican,ANTHONY E SCHIAVI,1076
Barnstable,Barnstable,10,State Senate,Cape & Islands,,Write-ins,1
Barnstable,Barnstable,11,State Senate,Cape & Islands,,Blanks,122
Barnstable,Barnstable,11,State Senate,Cape & Islands,Democratic,JULIAN ANDRE CYR,1063
Barnstable,Barnstable,11,State Senate,Cape & Islands,Republican,ANTHONY E SCHIAVI,1238
Barnstable,Barnstable,11,State Senate,Cape & Islands,,Write-ins,1
Barnstable,Barnstable,12,State Senate,Cape & Islands,,Blanks,120
Barnstable,Barnstable,12,State Senate,Cape & Islands,Democratic,JULIAN ANDRE CYR,991
Barnstable,Barnstable,12,State Senate,Cape & Islands,Republican,ANTHONY E SCHIAVI,1160
Barnstable,Barnstable,12,State Senate,Cape & Islands,,Write-ins,1
Barnstable,Barnstable,13,State Senate,Cape & Islands,,Blanks,99
Barnstable,Barnstable,13,State Senate,Cape & Islands,Democratic,JULIAN ANDRE CYR,861
Barnstable,Barnstable,13,State Senate,Cape & Islands,Republican,ANTHONY E SCHIAVI,665
Barnstable,Barnstable,13,State Senate,Cape & Islands,,Write-ins,1
Barnstable,Barnstable,Total,State Senate,Cape & Islands,,Blanks,1390
Barnstable,Barnstable,Total,State Senate,Cape & Islands,Democratic,JULIAN ANDRE CYR,12228
Barnstable,Barnstable,Total,State Senate,Cape & Islands,Republican,ANTHONY E SCHIAVI,12736
Barnstable,Barnstable,Total,State Senate,Cape & Islands,,Write-ins,26
Barnstable,Barnstable,1,State House,1,,Blanks,717
Barnstable,Barnstable,1,State House,1,Republican,TIMOTHY R WHELAN,1753
Barnstable,Barnstable,1,State House,1,,Write-ins,21
Barnstable,Barnstable,Total,State House,1,,Blanks,717
Barnstable,Barnstable,Total,State House,1,Republican,TIMOTHY R WHELAN,1753
Barnstable,Barnstable,Total,State House,1,,Write-ins,21
Barnstable,Barnstable,11,State House,5,,Blanks,627
Barnstable,Barnstable,11,State House,5,Republican,RANDY HUNT,1772
Barnstable,Barnstable,11,State House,5,,Write-ins,25
Barnstable,Barnstable,12,State House,5,,Blanks,560
Barnstable,Barnstable,12,State House,5,Republican,RANDY HUNT,1693
Barnstable,Barnstable,12,State House,5,,Write-ins,19
Barnstable,Barnstable,total,State House,5,,Blanks,1187
Barnstable,Barnstable,total,State House,5,Republican,RANDY HUNT,3465
Barnstable,Barnstable,total,State House,5,,Write-ins,44
Barnstable,Barnstable,2,State House,2nd Barnstable,,Blanks,84
Barnstable,Barnstable,2,State House,2nd Barnstable,Republican,"WILLIAM L CROCKER, JR",1193
Barnstable,Barnstable,2,State House,2nd Barnstable,Democratic,AARON KANZER,863
Barnstable,Barnstable,2,State House,2nd Barnstable,,Write-ins,2
Barnstable,Barnstable,3,State House,2nd Barnstable,,Blanks,101
Barnstable,Barnstable,3,State House,2nd Barnstable,Republican,"WILLIAM L CROCKER, JR",814
Barnstable,Barnstable,3,State House,2nd Barnstable,Democratic,AARON KANZER,764
Barnstable,Barnstable,3,State House,2nd Barnstable,,Write-ins,4
Barnstable,Barnstable,4,State House,2nd Barnstable,,Blanks,76
Barnstable,Barnstable,4,State House,2nd Barnstable,Republican,"WILLIAM L CROCKER, JR",1114
Barnstable,Barnstable,4,State House,2nd Barnstable,Democratic,AARON KANZER,845
Barnstable,Barnstable,4,State House,2nd Barnstable,,Write-ins,2
Barnstable,Barnstable,5,State House,2nd Barnstable,,Blanks,101
Barnstable,Barnstable,5,State House,2nd Barnstable,Republican,"WILLIAM L CROCKER, JR",1393
Barnstable,Barnstable,5,State House,2nd Barnstable,Democratic,AARON KANZER,833
Barnstable,Barnstable,5,State House,2nd Barnstable,,Write-ins,0
Barnstable,Barnstable,6,State House,2nd Barnstable,,Blanks,76
Barnstable,Barnstable,6,State House,2nd Barnstable,Republican,"WILLIAM L CROCKER, JR",1250
Barnstable,Barnstable,6,State House,2nd Barnstable,Democratic,AARON KANZER,917
Barnstable,Barnstable,6,State House,2nd Barnstable,,Write-ins,3
Barnstable,Barnstable,7,State House,2nd Barnstable,,Blanks,79
Barnstable,Barnstable,7,State House,2nd Barnstable,Republican,"WILLIAM L CROCKER, JR",1140
Barnstable,Barnstable,7,State House,2nd Barnstable,Democratic,AARON KANZER,1228
Barnstable,Barnstable,7,State House,2nd Barnstable,,Write-ins,0
Barnstable,Barnstable,8,State House,2nd Barnstable,,Blanks,95
Barnstable,Barnstable,8,State House,2nd Barnstable,Republican,"WILLIAM L CROCKER, JR",722
Barnstable,Barnstable,8,State House,2nd Barnstable,Democratic,AARON KANZER,776
Barnstable,Barnstable,8,State House,2nd Barnstable,,Write-ins,5
Barnstable,Barnstable,9,State House,2nd Barnstable,,Blanks,62
Barnstable,Barnstable,9,State House,2nd Barnstable,Republican,"WILLIAM L CROCKER, JR",458
Barnstable,Barnstable,9,State House,2nd Barnstable,Democratic,AARON KANZER,529
Barnstable,Barnstable,9,State House,2nd Barnstable,,Write-ins,2
Barnstable,Barnstable,10,State House,2nd Barnstable,,Blanks,94
Barnstable,Barnstable,10,State House,2nd Barnstable,Republican,"WILLIAM L CROCKER, JR",1175
Barnstable,Barnstable,10,State House,2nd Barnstable,Democratic,AARON KANZER,766
Barnstable,Barnstable,10,State House,2nd Barnstable,,Write-ins,1
Barnstable,Barnstable,13,State House,2nd Barnstable,,Blanks,92
Barnstable,Barnstable,13,State House,2nd Barnstable,Republican,"WILLIAM L CROCKER, JR",755
Barnstable,Barnstable,13,State House,2nd Barnstable,Democratic,AARON KANZER,779
Barnstable,Barnstable,13,State House,2nd Barnstable,,Write-ins,0
Barnstable,Barnstable,Total,State House,2nd Barnstable,,Blanks,860
Barnstable,Barnstable,Total,State House,2nd Barnstable,Republican,"WILLIAM L CROCKER, JR",10014
Barnstable,Barnstable,Total,State House,2nd Barnstable,Democratic,AARON KANZER,8300
Barnstable,Barnstable,Total,State House,2nd Barnstable,,Write-ins,19
