county,town,precinct,office,district,party,candidate,votes
Middlesex,Belmont,6,State House,24th Middlesex,,Times Blank Voted,506
Middlesex,Belmont,6,State House,24th Middlesex,Democratic,DAVID M ROGERS,1342
Middlesex,Belmont,6,State House,24th Middlesex,,All Other Write-in Votes,1
Middlesex,Belmont,6,State House,24th Middlesex,,MATTHEW SULLIVAN,0
Middlesex,Belmont,7,State House,24th Middlesex,,Times Blank Voted,435
Middlesex,Belmont,7,State House,24th Middlesex,Democratic,DAVID M ROGERS,1426
Middlesex,Belmont,7,State House,24th Middlesex,,All Other Write-in Votes,7
Middlesex,Belmont,7,State House,24th Middlesex,,MATTHEW SULLIVAN,0
Middlesex,Belmont,8,State House,24th Middlesex,,Times Blank Voted,687
Middlesex,Belmont,8,State House,24th Middlesex,Democratic,DAVID M ROGERS,1281
Middlesex,Belmont,8,State House,24th Middlesex,,All Other Write-in Votes,3
Middlesex,Belmont,8,State House,24th Middlesex,,MATTHEW SULLIVAN,0
Middlesex,Belmont,Total,State House,24th Middlesex,,Times Blank Voted,4195
Middlesex,Belmont,Total,State House,24th Middlesex,Democratic,DAVID M ROGERS,10424
Middlesex,Belmont,Total,State House,24th Middlesex,,All Other Write-in Votes,52
Middlesex,Belmont,Total,State House,24th Middlesex,,MATTHEW SULLIVAN,20
