town,ward,precinct,office,district,party,candidate,votes
Colrain,,1,U.S. Senate,,,Total Votes Cast,669
Colrain,,1,U.S. Senate,,,All Others,1
Colrain,,1,U.S. Senate,,Republican,Scott P. Brown,249
Colrain,,1,U.S. Senate,,Democratic,Martha Coakley,401
Colrain,,1,U.S. Senate,,,Blank Votes,2
Colrain,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,16
Concord,,1,U.S. Senate,,Republican,Scott P. Brown,551
Concord,,1,U.S. Senate,,,All Others,0
Concord,,1,U.S. Senate,,Democratic,Martha Coakley,824
Concord,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,2
Concord,,1,U.S. Senate,,,Blank Votes,3
Concord,,1,U.S. Senate,,,Total Votes Cast,1380
Concord,,2,U.S. Senate,,,Total Votes Cast,1900
Concord,,2,U.S. Senate,,,Blank Votes,1
Concord,,2,U.S. Senate,,,All Others,1
Concord,,2,U.S. Senate,,Republican,Scott P. Brown,682
Concord,,2,U.S. Senate,,Democratic,Martha Coakley,1194
Concord,,2,U.S. Senate,,Unenrolled,Joseph L. Kennedy,22
Concord,,3,U.S. Senate,,Unenrolled,Joseph L. Kennedy,9
Concord,,3,U.S. Senate,,,Total Votes Cast,1880
Concord,,3,U.S. Senate,,,All Others,2
Concord,,3,U.S. Senate,,,Blank Votes,2
Concord,,3,U.S. Senate,,Republican,Scott P. Brown,722
Concord,,3,U.S. Senate,,Democratic,Martha Coakley,1145
Concord,,4,U.S. Senate,,Republican,Scott P. Brown,670
Concord,,4,U.S. Senate,,,Total Votes Cast,1762
Concord,,4,U.S. Senate,,Unenrolled,Joseph L. Kennedy,7
Concord,,4,U.S. Senate,,,All Others,1
Concord,,4,U.S. Senate,,Democratic,Martha Coakley,1084
Concord,,4,U.S. Senate,,,Blank Votes,0
Concord,,5,U.S. Senate,,,Blank Votes,4
Concord,,5,U.S. Senate,,,Total Votes Cast,1876
Concord,,5,U.S. Senate,,,All Others,0
Concord,,5,U.S. Senate,,Unenrolled,Joseph L. Kennedy,12
Concord,,5,U.S. Senate,,Republican,Scott P. Brown,652
Concord,,5,U.S. Senate,,Democratic,Martha Coakley,1208
Conway,,1,U.S. Senate,,Republican,Scott P. Brown,303
Conway,,1,U.S. Senate,,,Total Votes Cast,994
Conway,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,5
Conway,,1,U.S. Senate,,Democratic,Martha Coakley,685
Conway,,1,U.S. Senate,,,All Others,1
Conway,,1,U.S. Senate,,,Blank Votes,0
Cummington,,1,U.S. Senate,,,Blank Votes,0
Cummington,,1,U.S. Senate,,Democratic,Martha Coakley,306
Cummington,,1,U.S. Senate,,,All Others,0
Cummington,,1,U.S. Senate,,,Total Votes Cast,442
Cummington,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,6
Cummington,,1,U.S. Senate,,Republican,Scott P. Brown,130
Dalton,,1,U.S. Senate,,,All Others,0
Dalton,,1,U.S. Senate,,Republican,Scott P. Brown,424
Dalton,,1,U.S. Senate,,,Total Votes Cast,1136
Dalton,,1,U.S. Senate,,Democratic,Martha Coakley,691
Dalton,,1,U.S. Senate,,,Blank Votes,0
Dalton,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,21
Dalton,,2,U.S. Senate,,,Total Votes Cast,1170
Dalton,,2,U.S. Senate,,,Blank Votes,0
Dalton,,2,U.S. Senate,,Democratic,Martha Coakley,733
Dalton,,2,U.S. Senate,,,All Others,0
Dalton,,2,U.S. Senate,,Republican,Scott P. Brown,421
Dalton,,2,U.S. Senate,,Unenrolled,Joseph L. Kennedy,16
Danvers,,1,U.S. Senate,,,All Others,1
Danvers,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,19
Danvers,,1,U.S. Senate,,Republican,Scott P. Brown,684
Danvers,,1,U.S. Senate,,,Blank Votes,0
Danvers,,1,U.S. Senate,,,Total Votes Cast,1155
Danvers,,1,U.S. Senate,,Democratic,Martha Coakley,451
Danvers,,2,U.S. Senate,,,Blank Votes,0
Danvers,,2,U.S. Senate,,Republican,Scott P. Brown,749
Danvers,,2,U.S. Senate,,Unenrolled,Joseph L. Kennedy,12
Danvers,,2,U.S. Senate,,,Total Votes Cast,1276
Danvers,,2,U.S. Senate,,,All Others,0
Danvers,,2,U.S. Senate,,Democratic,Martha Coakley,515
Danvers,,3,U.S. Senate,,,Total Votes Cast,1145
Danvers,,3,U.S. Senate,,Unenrolled,Joseph L. Kennedy,14
Danvers,,3,U.S. Senate,,Republican,Scott P. Brown,725
Danvers,,3,U.S. Senate,,,All Others,1
Danvers,,3,U.S. Senate,,Democratic,Martha Coakley,405
Danvers,,3,U.S. Senate,,,Blank Votes,0
Danvers,,4,U.S. Senate,,Republican,Scott P. Brown,780
Danvers,,4,U.S. Senate,,,Blank Votes,2
Danvers,,4,U.S. Senate,,,All Others,0
Danvers,,4,U.S. Senate,,Unenrolled,Joseph L. Kennedy,7
Danvers,,4,U.S. Senate,,,Total Votes Cast,1203
Danvers,,4,U.S. Senate,,Democratic,Martha Coakley,414
Danvers,,5,U.S. Senate,,Democratic,Martha Coakley,465
Danvers,,5,U.S. Senate,,Republican,Scott P. Brown,807
Danvers,,5,U.S. Senate,,,All Others,0
Danvers,,5,U.S. Senate,,Unenrolled,Joseph L. Kennedy,15
Danvers,,5,U.S. Senate,,,Blank Votes,0
Danvers,,5,U.S. Senate,,,Total Votes Cast,1287
Danvers,,6,U.S. Senate,,,Blank Votes,0
Danvers,,6,U.S. Senate,,Democratic,Martha Coakley,460
Danvers,,6,U.S. Senate,,Republican,Scott P. Brown,925
Danvers,,6,U.S. Senate,,,Total Votes Cast,1393
Danvers,,6,U.S. Senate,,Unenrolled,Joseph L. Kennedy,8
Danvers,,6,U.S. Senate,,,All Others,0
Danvers,,7,U.S. Senate,,,Blank Votes,0
Danvers,,7,U.S. Senate,,Republican,Scott P. Brown,788
Danvers,,7,U.S. Senate,,Unenrolled,Joseph L. Kennedy,8
Danvers,,7,U.S. Senate,,,All Others,1
Danvers,,7,U.S. Senate,,Democratic,Martha Coakley,446
Danvers,,7,U.S. Senate,,,Total Votes Cast,1243
Danvers,,8,U.S. Senate,,,All Others,0
Danvers,,8,U.S. Senate,,,Total Votes Cast,1391
Danvers,,8,U.S. Senate,,Democratic,Martha Coakley,495
Danvers,,8,U.S. Senate,,,Blank Votes,1
Danvers,,8,U.S. Senate,,Republican,Scott P. Brown,889
Danvers,,8,U.S. Senate,,Unenrolled,Joseph L. Kennedy,6
Dartmouth,,1,U.S. Senate,,,Total Votes Cast,1079
Dartmouth,,1,U.S. Senate,,Republican,Scott P. Brown,643
Dartmouth,,1,U.S. Senate,,Democratic,Martha Coakley,424
Dartmouth,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,12
Dartmouth,,1,U.S. Senate,,,All Others,0
Dartmouth,,1,U.S. Senate,,,Blank Votes,0
Dartmouth,,2,U.S. Senate,,Republican,Scott P. Brown,432
Dartmouth,,2,U.S. Senate,,,All Others,0
Dartmouth,,2,U.S. Senate,,,Total Votes Cast,756
Dartmouth,,2,U.S. Senate,,Unenrolled,Joseph L. Kennedy,11
Dartmouth,,2,U.S. Senate,,,Blank Votes,0
Dartmouth,,2,U.S. Senate,,Democratic,Martha Coakley,313
Dartmouth,,3,U.S. Senate,,,Blank Votes,0
Dartmouth,,3,U.S. Senate,,Unenrolled,Joseph L. Kennedy,4
Dartmouth,,3,U.S. Senate,,,Total Votes Cast,378
Dartmouth,,3,U.S. Senate,,Democratic,Martha Coakley,162
Dartmouth,,3,U.S. Senate,,Republican,Scott P. Brown,211
Dartmouth,,3,U.S. Senate,,,All Others,1
Dartmouth,,4,U.S. Senate,,,Total Votes Cast,1068
Dartmouth,,4,U.S. Senate,,,Blank Votes,0
Dartmouth,,4,U.S. Senate,,Democratic,Martha Coakley,525
Dartmouth,,4,U.S. Senate,,Unenrolled,Joseph L. Kennedy,14
Dartmouth,,4,U.S. Senate,,Republican,Scott P. Brown,529
Dartmouth,,4,U.S. Senate,,,All Others,0
Dartmouth,,5,U.S. Senate,,,Total Votes Cast,1301
Dartmouth,,5,U.S. Senate,,Republican,Scott P. Brown,685
Dartmouth,,5,U.S. Senate,,,All Others,0
Dartmouth,,5,U.S. Senate,,Unenrolled,Joseph L. Kennedy,14
Dartmouth,,5,U.S. Senate,,Democratic,Martha Coakley,602
Dartmouth,,5,U.S. Senate,,,Blank Votes,0
Dartmouth,,6,U.S. Senate,,,Blank Votes,0
Dartmouth,,6,U.S. Senate,,Democratic,Martha Coakley,575
Dartmouth,,6,U.S. Senate,,Republican,Scott P. Brown,532
Dartmouth,,6,U.S. Senate,,,Total Votes Cast,1117
Dartmouth,,6,U.S. Senate,,,All Others,0
Dartmouth,,6,U.S. Senate,,Unenrolled,Joseph L. Kennedy,10
Dartmouth,,7,U.S. Senate,,Democratic,Martha Coakley,545
Dartmouth,,7,U.S. Senate,,Unenrolled,Joseph L. Kennedy,6
Dartmouth,,7,U.S. Senate,,,Total Votes Cast,1202
Dartmouth,,7,U.S. Senate,,,All Others,0
Dartmouth,,7,U.S. Senate,,,Blank Votes,1
Dartmouth,,7,U.S. Senate,,Republican,Scott P. Brown,650
Dartmouth,,8,U.S. Senate,,Republican,Scott P. Brown,475
Dartmouth,,8,U.S. Senate,,Democratic,Martha Coakley,581
Dartmouth,,8,U.S. Senate,,Unenrolled,Joseph L. Kennedy,14
Dartmouth,,8,U.S. Senate,,,Total Votes Cast,1071
Dartmouth,,8,U.S. Senate,,,All Others,0
Dartmouth,,8,U.S. Senate,,,Blank Votes,1
Dartmouth,,9,U.S. Senate,,,All Others,1
Dartmouth,,9,U.S. Senate,,,Total Votes Cast,1610
Dartmouth,,9,U.S. Senate,,Republican,Scott P. Brown,889
Dartmouth,,9,U.S. Senate,,,Blank Votes,0
Dartmouth,,9,U.S. Senate,,Unenrolled,Joseph L. Kennedy,6
Dartmouth,,9,U.S. Senate,,Democratic,Martha Coakley,714
Dartmouth,,10,U.S. Senate,,Democratic,Martha Coakley,674
Dartmouth,,10,U.S. Senate,,Republican,Scott P. Brown,769
Dartmouth,,10,U.S. Senate,,,Blank Votes,0
Dartmouth,,10,U.S. Senate,,,Total Votes Cast,1450
Dartmouth,,10,U.S. Senate,,,All Others,0
Dartmouth,,10,U.S. Senate,,Unenrolled,Joseph L. Kennedy,7
Dedham,,1,U.S. Senate,,Democratic,Martha Coakley,846
Dedham,,1,U.S. Senate,,Republican,Scott P. Brown,869
Dedham,,1,U.S. Senate,,,Total Votes Cast,1737
Dedham,,1,U.S. Senate,,,All Others,0
Dedham,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,22
Dedham,,1,U.S. Senate,,,Blank Votes,0
Dedham,,2,U.S. Senate,,,Total Votes Cast,1494
Dedham,,2,U.S. Senate,,Republican,Scott P. Brown,793
Dedham,,2,U.S. Senate,,,All Others,2
Dedham,,2,U.S. Senate,,Democratic,Martha Coakley,678
Dedham,,2,U.S. Senate,,,Blank Votes,0
Dedham,,2,U.S. Senate,,Unenrolled,Joseph L. Kennedy,21
Dedham,,3,U.S. Senate,,Democratic,Martha Coakley,524
Dedham,,3,U.S. Senate,,,All Others,1
Dedham,,3,U.S. Senate,,Unenrolled,Joseph L. Kennedy,27
Dedham,,3,U.S. Senate,,,Blank Votes,0
Dedham,,3,U.S. Senate,,Republican,Scott P. Brown,632
Dedham,,3,U.S. Senate,,,Total Votes Cast,1184
Dedham,,4,U.S. Senate,,Democratic,Martha Coakley,797
Dedham,,4,U.S. Senate,,,Total Votes Cast,1876
Dedham,,4,U.S. Senate,,,All Others,2
Dedham,,4,U.S. Senate,,,Blank Votes,0
Dedham,,4,U.S. Senate,,Unenrolled,Joseph L. Kennedy,20
Dedham,,4,U.S. Senate,,Republican,Scott P. Brown,1057
Dedham,,5,U.S. Senate,,,Total Votes Cast,1422
Dedham,,5,U.S. Senate,,Republican,Scott P. Brown,841
Dedham,,5,U.S. Senate,,Unenrolled,Joseph L. Kennedy,13
Dedham,,5,U.S. Senate,,,All Others,0
Dedham,,5,U.S. Senate,,Democratic,Martha Coakley,568
Dedham,,5,U.S. Senate,,,Blank Votes,0
Dedham,,6,U.S. Senate,,,All Others,1
Dedham,,6,U.S. Senate,,Democratic,Martha Coakley,592
Dedham,,6,U.S. Senate,,Republican,Scott P. Brown,712
Dedham,,6,U.S. Senate,,Unenrolled,Joseph L. Kennedy,26
Dedham,,6,U.S. Senate,,,Blank Votes,0
Dedham,,6,U.S. Senate,,,Total Votes Cast,1331
Dedham,,7,U.S. Senate,,,Blank Votes,0
Dedham,,7,U.S. Senate,,Democratic,Martha Coakley,642
Dedham,,7,U.S. Senate,,Unenrolled,Joseph L. Kennedy,18
Dedham,,7,U.S. Senate,,,Total Votes Cast,1735
Dedham,,7,U.S. Senate,,Republican,Scott P. Brown,1075
Dedham,,7,U.S. Senate,,,All Others,0
Deerfield,,1,U.S. Senate,,,Blank Votes,0
Deerfield,,1,U.S. Senate,,,Total Votes Cast,2372
Deerfield,,1,U.S. Senate,,Republican,Scott P. Brown,853
Deerfield,,1,U.S. Senate,,Democratic,Martha Coakley,1482
Deerfield,,1,U.S. Senate,,,All Others,1
Deerfield,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,36
Dennis,,1,U.S. Senate,,Republican,Scott P. Brown,1032
Dennis,,1,U.S. Senate,,,All Others,0
Dennis,,1,U.S. Senate,,,Blank Votes,0
Dennis,,1,U.S. Senate,,,Total Votes Cast,1720
Dennis,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,15
Dennis,,1,U.S. Senate,,Democratic,Martha Coakley,673
Dennis,,2,U.S. Senate,,Democratic,Martha Coakley,718
Dennis,,2,U.S. Senate,,,Blank Votes,0
Dennis,,2,U.S. Senate,,,Total Votes Cast,1713
Dennis,,2,U.S. Senate,,,All Others,0
Dennis,,2,U.S. Senate,,Republican,Scott P. Brown,984
Dennis,,2,U.S. Senate,,Unenrolled,Joseph L. Kennedy,11
Dennis,,3,U.S. Senate,,,Total Votes Cast,1158
Dennis,,3,U.S. Senate,,,Blank Votes,1
Dennis,,3,U.S. Senate,,Unenrolled,Joseph L. Kennedy,15
Dennis,,3,U.S. Senate,,Democratic,Martha Coakley,475
Dennis,,3,U.S. Senate,,Republican,Scott P. Brown,667
Dennis,,3,U.S. Senate,,,All Others,0
Dennis,,4,U.S. Senate,,,All Others,0
Dennis,,4,U.S. Senate,,Democratic,Martha Coakley,629
Dennis,,4,U.S. Senate,,Unenrolled,Joseph L. Kennedy,19
Dennis,,4,U.S. Senate,,,Total Votes Cast,1496
Dennis,,4,U.S. Senate,,,Blank Votes,0
Dennis,,4,U.S. Senate,,Republican,Scott P. Brown,848
Dennis,,5,U.S. Senate,,,Blank Votes,0
Dennis,,5,U.S. Senate,,,All Others,0
Dennis,,5,U.S. Senate,,Democratic,Martha Coakley,639
Dennis,,5,U.S. Senate,,,Total Votes Cast,1483
Dennis,,5,U.S. Senate,,Republican,Scott P. Brown,828
Dennis,,5,U.S. Senate,,Unenrolled,Joseph L. Kennedy,16
Dighton,,1,U.S. Senate,,,Total Votes Cast,2624
Dighton,,1,U.S. Senate,,,Blank Votes,0
Dighton,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,24
Dighton,,1,U.S. Senate,,,All Others,1
Dighton,,1,U.S. Senate,,Democratic,Martha Coakley,829
Dighton,,1,U.S. Senate,,Republican,Scott P. Brown,1770
Douglas,,1,U.S. Senate,,Republican,Scott P. Brown,1298
Douglas,,1,U.S. Senate,,Democratic,Martha Coakley,431
Douglas,,1,U.S. Senate,,,Blank Votes,0
Douglas,,1,U.S. Senate,,,Total Votes Cast,1748
Douglas,,1,U.S. Senate,,,All Others,0
Douglas,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,19
Douglas,,2,U.S. Senate,,,Blank Votes,1
Douglas,,2,U.S. Senate,,Unenrolled,Joseph L. Kennedy,12
Douglas,,2,U.S. Senate,,Democratic,Martha Coakley,409
Douglas,,2,U.S. Senate,,Republican,Scott P. Brown,1142
Douglas,,2,U.S. Senate,,,Total Votes Cast,1565
Douglas,,2,U.S. Senate,,,All Others,1
Dover,,1,U.S. Senate,,Democratic,Martha Coakley,1058
Dover,,1,U.S. Senate,,,Blank Votes,0
Dover,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,13
Dover,,1,U.S. Senate,,,All Others,1
Dover,,1,U.S. Senate,,,Total Votes Cast,2961
Dover,,1,U.S. Senate,,Republican,Scott P. Brown,1889
Dracut,,1,U.S. Senate,,Republican,Scott P. Brown,824
Dracut,,1,U.S. Senate,,,Total Votes Cast,1219
Dracut,,1,U.S. Senate,,,Blank Votes,1
Dracut,,1,U.S. Senate,,,All Others,0
Dracut,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,6
Dracut,,1,U.S. Senate,,Democratic,Martha Coakley,388
Dracut,,2,U.S. Senate,,Republican,Scott P. Brown,686
Dracut,,2,U.S. Senate,,,Blank Votes,1
Dracut,,2,U.S. Senate,,,Total Votes Cast,992
Dracut,,2,U.S. Senate,,Democratic,Martha Coakley,290
Dracut,,2,U.S. Senate,,,All Others,0
Dracut,,2,U.S. Senate,,Unenrolled,Joseph L. Kennedy,15
Dracut,,3,U.S. Senate,,,Total Votes Cast,1238
Dracut,,3,U.S. Senate,,Republican,Scott P. Brown,841
Dracut,,3,U.S. Senate,,,Blank Votes,0
Dracut,,3,U.S. Senate,,,All Others,0
Dracut,,3,U.S. Senate,,Democratic,Martha Coakley,388
Dracut,,3,U.S. Senate,,Unenrolled,Joseph L. Kennedy,9
Dracut,,4,U.S. Senate,,,Blank Votes,1
Dracut,,4,U.S. Senate,,,Total Votes Cast,1429
Dracut,,4,U.S. Senate,,Democratic,Martha Coakley,348
Dracut,,4,U.S. Senate,,,All Others,0
Dracut,,4,U.S. Senate,,Unenrolled,Joseph L. Kennedy,10
Dracut,,4,U.S. Senate,,Republican,Scott P. Brown,1070
Dracut,,5,U.S. Senate,,,Total Votes Cast,1080
Dracut,,5,U.S. Senate,,Unenrolled,Joseph L. Kennedy,12
Dracut,,5,U.S. Senate,,,Blank Votes,1
Dracut,,5,U.S. Senate,,Republican,Scott P. Brown,765
Dracut,,5,U.S. Senate,,,All Others,0
Dracut,,5,U.S. Senate,,Democratic,Martha Coakley,302
Dracut,,6,U.S. Senate,,Republican,Scott P. Brown,704
Dracut,,6,U.S. Senate,,Unenrolled,Joseph L. Kennedy,7
Dracut,,6,U.S. Senate,,,Blank Votes,0
Dracut,,6,U.S. Senate,,Democratic,Martha Coakley,342
Dracut,,6,U.S. Senate,,,All Others,0
Dracut,,6,U.S. Senate,,,Total Votes Cast,1053
Dracut,,7,U.S. Senate,,Unenrolled,Joseph L. Kennedy,8
Dracut,,7,U.S. Senate,,,All Others,0
Dracut,,7,U.S. Senate,,,Total Votes Cast,1093
Dracut,,7,U.S. Senate,,Republican,Scott P. Brown,768
Dracut,,7,U.S. Senate,,,Blank Votes,0
Dracut,,7,U.S. Senate,,Democratic,Martha Coakley,317
Dracut,,8,U.S. Senate,,,Blank Votes,1
Dracut,,8,U.S. Senate,,Democratic,Martha Coakley,442
Dracut,,8,U.S. Senate,,,Total Votes Cast,1546
Dracut,,8,U.S. Senate,,,All Others,0
Dracut,,8,U.S. Senate,,Republican,Scott P. Brown,1091
Dracut,,8,U.S. Senate,,Unenrolled,Joseph L. Kennedy,12
Dracut,,9,U.S. Senate,,,Total Votes Cast,1214
Dracut,,9,U.S. Senate,,Democratic,Martha Coakley,323
Dracut,,9,U.S. Senate,,,All Others,0
Dracut,,9,U.S. Senate,,Republican,Scott P. Brown,881
Dracut,,9,U.S. Senate,,Unenrolled,Joseph L. Kennedy,8
Dracut,,9,U.S. Senate,,,Blank Votes,2
Dracut,,6A,U.S. Senate,,,Total Votes Cast,54
Dracut,,6A,U.S. Senate,,Democratic,Martha Coakley,26
Dracut,,6A,U.S. Senate,,Republican,Scott P. Brown,28
Dracut,,6A,U.S. Senate,,,All Others,0
Dracut,,6A,U.S. Senate,,,Blank Votes,0
Dracut,,6A,U.S. Senate,,Unenrolled,Joseph L. Kennedy,0
Dudley,,1,U.S. Senate,,Republican,Scott P. Brown,590
Dudley,,1,U.S. Senate,,,All Others,0
Dudley,,1,U.S. Senate,,,Blank Votes,1
Dudley,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,10
Dudley,,1,U.S. Senate,,Democratic,Martha Coakley,298
Dudley,,1,U.S. Senate,,,Total Votes Cast,899
Dudley,,2,U.S. Senate,,,All Others,1
Dudley,,2,U.S. Senate,,,Total Votes Cast,792
Dudley,,2,U.S. Senate,,Republican,Scott P. Brown,537
Dudley,,2,U.S. Senate,,Democratic,Martha Coakley,244
Dudley,,2,U.S. Senate,,,Blank Votes,1
Dudley,,2,U.S. Senate,,Unenrolled,Joseph L. Kennedy,9
Dudley,,3,U.S. Senate,,Republican,Scott P. Brown,855
Dudley,,3,U.S. Senate,,Democratic,Martha Coakley,328
Dudley,,3,U.S. Senate,,,Total Votes Cast,1192
Dudley,,3,U.S. Senate,,Unenrolled,Joseph L. Kennedy,9
Dudley,,3,U.S. Senate,,,Blank Votes,0
Dudley,,3,U.S. Senate,,,All Others,0
Dudley,,4,U.S. Senate,,Democratic,Martha Coakley,255
Dudley,,4,U.S. Senate,,,All Others,1
Dudley,,4,U.S. Senate,,Unenrolled,Joseph L. Kennedy,11
Dudley,,4,U.S. Senate,,Republican,Scott P. Brown,534
Dudley,,4,U.S. Senate,,,Blank Votes,0
Dudley,,4,U.S. Senate,,,Total Votes Cast,801
Dunstable,,1,U.S. Senate,,,Total Votes Cast,1488
Dunstable,,1,U.S. Senate,,,Blank Votes,3
Dunstable,,1,U.S. Senate,,,All Others,0
Dunstable,,1,U.S. Senate,,Democratic,Martha Coakley,502
Dunstable,,1,U.S. Senate,,Republican,Scott P. Brown,969
Dunstable,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,14
Duxbury,,1,U.S. Senate,,,Blank Votes,0
Duxbury,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,8
Duxbury,,1,U.S. Senate,,Democratic,Martha Coakley,463
Duxbury,,1,U.S. Senate,,Republican,Scott P. Brown,829
Duxbury,,1,U.S. Senate,,,All Others,0
Duxbury,,1,U.S. Senate,,,Total Votes Cast,1300
Duxbury,,2,U.S. Senate,,,Total Votes Cast,1524
Duxbury,,2,U.S. Senate,,,Blank Votes,0
Duxbury,,2,U.S. Senate,,,All Others,3
Duxbury,,2,U.S. Senate,,Democratic,Martha Coakley,513
Duxbury,,2,U.S. Senate,,Unenrolled,Joseph L. Kennedy,10
Duxbury,,2,U.S. Senate,,Republican,Scott P. Brown,998
Duxbury,,3,U.S. Senate,,,Total Votes Cast,1340
Duxbury,,3,U.S. Senate,,Republican,Scott P. Brown,859
Duxbury,,3,U.S. Senate,,Unenrolled,Joseph L. Kennedy,9
Duxbury,,3,U.S. Senate,,Democratic,Martha Coakley,472
Duxbury,,3,U.S. Senate,,,Blank Votes,0
Duxbury,,3,U.S. Senate,,,All Others,0
Duxbury,,4,U.S. Senate,,Unenrolled,Joseph L. Kennedy,6
Duxbury,,4,U.S. Senate,,,Total Votes Cast,1160
Duxbury,,4,U.S. Senate,,Republican,Scott P. Brown,768
Duxbury,,4,U.S. Senate,,Democratic,Martha Coakley,386
Duxbury,,4,U.S. Senate,,,All Others,0
Duxbury,,4,U.S. Senate,,,Blank Votes,0
Duxbury,,5,U.S. Senate,,,Blank Votes,0
Duxbury,,5,U.S. Senate,,Unenrolled,Joseph L. Kennedy,2
Duxbury,,5,U.S. Senate,,Democratic,Martha Coakley,408
Duxbury,,5,U.S. Senate,,,Total Votes Cast,1210
Duxbury,,5,U.S. Senate,,,All Others,0
Duxbury,,5,U.S. Senate,,Republican,Scott P. Brown,800
Duxbury,,6,U.S. Senate,,,Total Votes Cast,1174
Duxbury,,6,U.S. Senate,,Democratic,Martha Coakley,434
Duxbury,,6,U.S. Senate,,,Blank Votes,0
Duxbury,,6,U.S. Senate,,,All Others,0
Duxbury,,6,U.S. Senate,,Republican,Scott P. Brown,731
Duxbury,,6,U.S. Senate,,Unenrolled,Joseph L. Kennedy,9
E. Bridgewater,,1,U.S. Senate,,,Blank Votes,1
E. Bridgewater,,1,U.S. Senate,,Democratic,Martha Coakley,344
E. Bridgewater,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,8
E. Bridgewater,,1,U.S. Senate,,Republican,Scott P. Brown,897
E. Bridgewater,,1,U.S. Senate,,,Total Votes Cast,1250
E. Bridgewater,,1,U.S. Senate,,,All Others,0
E. Bridgewater,,2,U.S. Senate,,Republican,Scott P. Brown,1021
E. Bridgewater,,2,U.S. Senate,,,Total Votes Cast,1403
E. Bridgewater,,2,U.S. Senate,,,Blank Votes,0
E. Bridgewater,,2,U.S. Senate,,,All Others,2
E. Bridgewater,,2,U.S. Senate,,Democratic,Martha Coakley,375
E. Bridgewater,,2,U.S. Senate,,Unenrolled,Joseph L. Kennedy,5
E. Bridgewater,,3,U.S. Senate,,,Blank Votes,1
E. Bridgewater,,3,U.S. Senate,,,Total Votes Cast,1524
E. Bridgewater,,3,U.S. Senate,,Republican,Scott P. Brown,1033
E. Bridgewater,,3,U.S. Senate,,Unenrolled,Joseph L. Kennedy,11
E. Bridgewater,,3,U.S. Senate,,,All Others,0
E. Bridgewater,,3,U.S. Senate,,Democratic,Martha Coakley,479
E. Bridgewater,,4,U.S. Senate,,,Total Votes Cast,1301
E. Bridgewater,,4,U.S. Senate,,,All Others,1
E. Bridgewater,,4,U.S. Senate,,Republican,Scott P. Brown,900
E. Bridgewater,,4,U.S. Senate,,Democratic,Martha Coakley,385
E. Bridgewater,,4,U.S. Senate,,,Blank Votes,0
E. Bridgewater,,4,U.S. Senate,,Unenrolled,Joseph L. Kennedy,15
E. Brookfield,,1,U.S. Senate,,,Total Votes Cast,900
E. Brookfield,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,9
E. Brookfield,,1,U.S. Senate,,Democratic,Martha Coakley,245
E. Brookfield,,1,U.S. Senate,,,All Others,1
E. Brookfield,,1,U.S. Senate,,,Blank Votes,0
E. Brookfield,,1,U.S. Senate,,Republican,Scott P. Brown,645
E. Longmeadow,,1,U.S. Senate,,Republican,Scott P. Brown,986
E. Longmeadow,,1,U.S. Senate,,,Blank Votes,0
E. Longmeadow,,1,U.S. Senate,,,All Others,0
E. Longmeadow,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,13
E. Longmeadow,,1,U.S. Senate,,Democratic,Martha Coakley,540
E. Longmeadow,,1,U.S. Senate,,,Total Votes Cast,1539
E. Longmeadow,,2,U.S. Senate,,Republican,Scott P. Brown,883
E. Longmeadow,,2,U.S. Senate,,Unenrolled,Joseph L. Kennedy,20
E. Longmeadow,,2,U.S. Senate,,,Blank Votes,0
E. Longmeadow,,2,U.S. Senate,,,Total Votes Cast,1399
E. Longmeadow,,2,U.S. Senate,,,All Others,2
E. Longmeadow,,2,U.S. Senate,,Democratic,Martha Coakley,494
E. Longmeadow,,3,U.S. Senate,,,All Others,1
E. Longmeadow,,3,U.S. Senate,,Unenrolled,Joseph L. Kennedy,10
E. Longmeadow,,3,U.S. Senate,,,Total Votes Cast,1737
E. Longmeadow,,3,U.S. Senate,,Republican,Scott P. Brown,1159
E. Longmeadow,,3,U.S. Senate,,,Blank Votes,0
E. Longmeadow,,3,U.S. Senate,,Democratic,Martha Coakley,567
E. Longmeadow,,4,U.S. Senate,,,Total Votes Cast,1773
E. Longmeadow,,4,U.S. Senate,,Republican,Scott P. Brown,1266
E. Longmeadow,,4,U.S. Senate,,Democratic,Martha Coakley,491
