town,ward,precinct,office,district,party,candidate,votes
Lynn,1,2,President,,Republican,Rick Perry,0
Swampscott,-,3,President,,Republican,Mitt Romney,113
Arlington,-,1,President,,Republican,No Preference,0
Shrewsbury,-,8,President,,Green-Rainbow,No Preference,0
Barnstable,-,11,President,,Republican,Ron Paul,40
Northampton,1,B,President,,Republican,Rick Perry,0
Gloucester,1,2,President,,Republican,Total Votes Cast,142
New Bedford,1,D,President,,Republican,Michele Bachmann,0
Boston,17,14,President,,Republican,No Preference,1
W. Springfield,-,5,President,,Democratic,Barack Obama,45
Wareham,-,6,President,,Republican,Total Votes Cast,214
Cambridge,7,1,President,,Republican,All Others,1
Springfield,5,H,President,,Republican,Ron Paul,13
Ludlow,-,5,President,,Republican,Michele Bachmann,1
Fall River,7,B,President,,Republican,No Preference,0
Groton,-,2,President,,Republican,Mitt Romney,225
Brewster,-,1,President,,Republican,Jon Huntsman,1
Medfield,-,1,President,,Democratic,All Others,0
Chilmark,-,1,President,,Democratic,Total Votes Cast,79
Lawrence,F,2,President,,Democratic,All Others,0
Boston,21,3,President,,Green-Rainbow,Total Votes Cast,0
Watertown,-,7,President,,Green-Rainbow,Harley Mikkelson,0
Quincy,1,1,President,,Green-Rainbow,All Others,0
Quincy,3,1,President,,Green-Rainbow,Kent Mesplay,0
Medford,4,2,President,,Green-Rainbow,Blank Votes,0
Lawrence,D,3,President,,Green-Rainbow,No Preference,0
New Bedford,6,C,President,,Green-Rainbow,Kent Mesplay,0
Marlborough,1,2,President,,Republican,Rick Santorum,26
Nahant,-,1,President,,Green-Rainbow,Harley Mikkelson,0
Braintree,-,5A,President,,Green-Rainbow,Jill E. Stein,1
Boston,17,3,President,,Republican,Blank Votes,0
Salem,3,1,President,,Democratic,Total Votes Cast,61
Medford,5,1,President,,Republican,Total Votes Cast,116
Gardner,4,B,President,,Democratic,Barack Obama,31
Leverett,-,1,President,,Republican,Jon Huntsman,3
Revere,6,2,President,,Republican,Michele Bachmann,0
Amesbury,-,1,President,,Democratic,Blank Votes,1
Westport,-,E,President,,Republican,Blank Votes,0
Brookline,-,7,President,,Republican,Rick Santorum,6
Chelmsford,-,2,President,,Republican,Blank Votes,1
Malden,6,1,President,,Green-Rainbow,Kent Mesplay,0
Plymouth,-,4,President,,Republican,Jon Huntsman,2
Boston,22,13,President,,Republican,Jon Huntsman,0
Sandwich,-,3,President,,Republican,Newt Gingrich,17
Northampton,4,B,President,,Green-Rainbow,All Others,0
Worcester,8,3,President,,Green-Rainbow,Total Votes Cast,0
Great Barrington,-,C,President,,Republican,Michele Bachmann,0
W. Springfield,-,4,President,,Republican,Blank Votes,1
Acton,-,3,President,,Republican,Michele Bachmann,0
Springfield,2,D,President,,Republican,All Others,0
Windsor,-,1,President,,Republican,Blank Votes,0
Bellingham,-,2,President,,Republican,All Others,0
Easton,-,3,President,,Democratic,All Others,3
Chicopee,5,A,President,,Republican,Rick Perry,0
Worcester,1,3,President,,Democratic,All Others,1
Haverhill,5,3,President,,Republican,Mitt Romney,274
Fairhaven,-,3,President,,Republican,Michele Bachmann,1
Monson,-,C,President,,Republican,Newt Gingrich,4
Ludlow,-,1,President,,Republican,Total Votes Cast,178
Burlington,-,6,President,,Democratic,Total Votes Cast,80
Hudson,-,2,President,,Democratic,Total Votes Cast,42
Shrewsbury,-,6,President,,Democratic,Blank Votes,4
Boston,11,6,President,,Republican,Newt Gingrich,0
Boston,16,4,President,,Republican,Rick Santorum,2
Brookline,-,14,President,,Green-Rainbow,Jill E. Stein,0
Palmer,-,3,President,,Republican,Rick Perry,0
Arlington,-,14,President,,Green-Rainbow,Jill E. Stein,0
Westminster,-,2,President,,Democratic,Barack Obama,41
Reading,-,4,President,,Republican,Ron Paul,26
Northbridge,-,3,President,,Republican,Mitt Romney,160
Boston,18,1,President,,Republican,Jon Huntsman,0
Weymouth,-,8,President,,Green-Rainbow,All Others,0
Boston,1,13,President,,Democratic,All Others,1
Franklin,-,5,President,,Democratic,No Preference,5
Saugus,-,9,President,,Green-Rainbow,All Others,0
Marshfield,-,2,President,,Republican,Total Votes Cast,367
Scituate,-,2,President,,Green-Rainbow,Harley Mikkelson,0
Newton,7,4,President,,Green-Rainbow,Harley Mikkelson,0
Andover,-,3,President,,Green-Rainbow,Jill E. Stein,0
Fairhaven,-,6,President,,Democratic,Blank Votes,3
N. Brookfield,-,1,President,,Republican,Mitt Romney,253
Malden,2,2,President,,Republican,Mitt Romney,86
Bedford,-,3,President,,Republican,Ron Paul,39
Boston,2,5,President,,Republican,Newt Gingrich,5
W. Springfield,-,8,President,,Green-Rainbow,No Preference,0
Attleboro,5,B,President,,Green-Rainbow,Blank Votes,0
Conway,-,1,President,,Democratic,Barack Obama,43
Springfield,6,H,President,,Republican,Blank Votes,0
Boston,16,3,President,,Republican,Ron Paul,0
N. Andover,-,4,President,,Republican,Rick Santorum,24
Waltham,6,1,President,,Democratic,All Others,0
Lexington,-,4,President,,Green-Rainbow,Blank Votes,0
Wareham,-,3,President,,Republican,No Preference,2
Chelsea,4,4,President,,Republican,Blank Votes,1
Holyoke,3,A,President,,Green-Rainbow,All Others,0
Worcester,9,4,President,,Democratic,Total Votes Cast,111
Franklin,-,6,President,,Democratic,Blank Votes,3
Worcester,7,1,President,,Republican,No Preference,0
Boston,18,18,President,,Green-Rainbow,Kent Mesplay,0
Plainfield,-,1,President,,Green-Rainbow,All Others,0
Bourne,-,4,President,,Democratic,Blank Votes,1
Leicester,-,1,President,,Republican,Total Votes Cast,238
Chelmsford,-,8,President,,Democratic,Total Votes Cast,115
Chicopee,1,B,President,,Republican,Mitt Romney,103
Woburn,4,2,President,,Democratic,Barack Obama,52
Boston,22,5,President,,Republican,Jon Huntsman,0
N. Adams,5,5,President,,Democratic,All Others,1
Dracut,-,9,President,,Green-Rainbow,Jill E. Stein,1
Southampton,-,1,President,,Republican,Ron Paul,37
Quincy,4,2,President,,Republican,Rick Santorum,22
Agawam,-,5,President,,Republican,No Preference,0
Worcester,1,2,President,,Republican,Michele Bachmann,0
Chelsea,4,1,President,,Democratic,Barack Obama,28
Boston,5,2A,President,,Democratic,All Others,0
Stow,-,2,President,,Republican,Rick Santorum,41
Amesbury,-,4,President,,Republican,Newt Gingrich,5
Waltham,7,1,President,,Republican,Ron Paul,19
Worcester,3,1,President,,Republican,Ron Paul,25
Cambridge,1,1,President,,Democratic,All Others,6
Haverhill,7,2,President,,Republican,Newt Gingrich,11
Framingham,-,3,President,,Republican,Michele Bachmann,0
Natick,-,8,President,,Republican,Rick Santorum,26
Everett,5,2,President,,Green-Rainbow,No Preference,0
Randolph,-,1,President,,Republican,Jon Huntsman,0
Danvers,-,2,President,,Democratic,Total Votes Cast,54
Athol,-,1,President,,Republican,All Others,3
Wellesley,-,G,President,,Republican,Ron Paul,9
Boston,2,1,President,,Green-Rainbow,Kent Mesplay,0
Salem,4,2,President,,Green-Rainbow,Kent Mesplay,0
Springfield,4,B,President,,Republican,Jon Huntsman,0
Saugus,-,9,President,,Republican,Jon Huntsman,0
Sudbury,-,2,President,,Democratic,No Preference,3
Springfield,8,A,President,,Republican,Jon Huntsman,0
Montague,-,5,President,,Democratic,Barack Obama,47
Boston,19,3,President,,Republican,Mitt Romney,16
Norwood,-,5,President,,Democratic,Total Votes Cast,42
Attleboro,3,B,President,,Democratic,All Others,1
Millbury,-,3,President,,Democratic,All Others,1
Milton,-,5,President,,Republican,Rick Santorum,14
Lexington,-,6,President,,Republican,No Preference,2
Dennis,-,5,President,,Green-Rainbow,Jill E. Stein,1
Peabody,1,2,President,,Green-Rainbow,Harley Mikkelson,0
Haverhill,6,2,President,,Republican,All Others,0
Littleton,-,1,President,,Republican,No Preference,1
Taunton,2,A,President,,Green-Rainbow,Harley Mikkelson,0
Belchertown,-,D,President,,Democratic,Total Votes Cast,45
Weymouth,-,8,President,,Republican,Newt Gingrich,9
Webster,-,2,President,,Green-Rainbow,Jill E. Stein,0
Greenfield,-,2,President,,Republican,No Preference,1
Chicopee,5,B,President,,Republican,Michele Bachmann,0
N. Reading,-,1,President,,Green-Rainbow,Blank Votes,0
Swampscott,-,1,President,,Republican,Blank Votes,0
W. Boylston,-,1,President,,Republican,Blank Votes,0
Wareham,-,3,President,,Republican,Mitt Romney,198
Boston,1,7,President,,Democratic,Blank Votes,2
Spencer,-,3,President,,Green-Rainbow,Total Votes Cast,3
Quincy,1,3,President,,Democratic,Blank Votes,22
Everett,5,1,President,,Republican,No Preference,0
Norwood,-,8,President,,Republican,Total Votes Cast,252
Melrose,1,1,President,,Republican,Blank Votes,1
Boston,14,5,President,,Green-Rainbow,No Preference,0
Raynham,-,3,President,,Republican,Jon Huntsman,0
Upton,-,1,President,,Democratic,Blank Votes,8
Peru,-,1,President,,Democratic,Total Votes Cast,26
Yarmouth,-,3,President,,Republican,Rick Santorum,21
Greenfield,-,4,President,,Republican,Ron Paul,11
Lynnfield,-,1,President,,Republican,No Preference,2
Medway,-,2,President,,Green-Rainbow,Blank Votes,0
Winthrop,-,5,President,,Republican,Ron Paul,20
Chelsea,3,4,President,,Green-Rainbow,All Others,0
Carver,-,3,President,,Democratic,Blank Votes,10
Boston,7,8,President,,Republican,Mitt Romney,27
New Bedford,5,F,President,,Republican,Rick Perry,0
Palmer,-,1,President,,Republican,Rick Perry,1
Woburn,5,2,President,,Republican,No Preference,1
Hanson,-,2,President,,Green-Rainbow,All Others,0
Amherst,-,5,President,,Republican,Newt Gingrich,2
Worcester,2,1,President,,Green-Rainbow,Harley Mikkelson,0
Billerica,-,9,President,,Green-Rainbow,Blank Votes,0
Wellesley,-,C,President,,Republican,All Others,0
Chicopee,4,A,President,,Green-Rainbow,No Preference,0
New Bedford,2,D,President,,Democratic,Barack Obama,36
Lowell,10,3,President,,Republican,All Others,0
Springfield,8,E,President,,Democratic,Blank Votes,1
Cambridge,5,3,President,,Green-Rainbow,Total Votes Cast,1
Lynn,2,2,President,,Republican,Jon Huntsman,0
Brookline,-,6,President,,Democratic,All Others,1
Milton,-,2,President,,Green-Rainbow,All Others,0
Peabody,5,3,President,,Green-Rainbow,Total Votes Cast,2
Sturbridge,-,3,President,,Republican,Newt Gingrich,10
Worcester,5,3,President,,Republican,Ron Paul,24
Springfield,2,H,President,,Green-Rainbow,Blank Votes,0
Ludlow,-,5,President,,Republican,Newt Gingrich,10
Shrewsbury,-,3,President,,Republican,Total Votes Cast,178
Ipswich,-,4,President,,Democratic,Total Votes Cast,64
Boston,11,4,President,,Green-Rainbow,Blank Votes,0
Stoughton,-,3,President,,Republican,Blank Votes,0
Springfield,4,D,President,,Democratic,Total Votes Cast,45
Norton,-,5,President,,Republican,All Others,0
Worcester,5,3,President,,Green-Rainbow,All Others,0
Haverhill,5,3,President,,Republican,Ron Paul,33
Tewksbury,-,1,President,,Democratic,No Preference,19
Wilbraham,-,D,President,,Democratic,Barack Obama,55
Peabody,2,1,President,,Republican,Total Votes Cast,65
Boston,1,11,President,,Republican,Rick Santorum,10
Boston,18,4,President,,Green-Rainbow,Harley Mikkelson,0
Framingham,-,15,President,,Republican,Blank Votes,0
Bourne,-,6,President,,Democratic,No Preference,3
Randolph,-,10,President,,Democratic,All Others,0
Haverhill,1,2,President,,Democratic,No Preference,3
Newton,4,4,President,,Green-Rainbow,No Preference,0
Cambridge,11,2,President,,Republican,Total Votes Cast,82
Falmouth,-,5,President,,Republican,Blank Votes,0
Boston,19,10,President,,Democratic,Total Votes Cast,83
Boston,13,1,President,,Democratic,All Others,0
Boston,8,7,President,,Green-Rainbow,Harley Mikkelson,0
Peabody,5,1,President,,Republican,Rick Perry,0
Lawrence,F,3,President,,Democratic,Total Votes Cast,49
Holbrook,-,2,President,,Green-Rainbow,Total Votes Cast,0
Palmer,-,3,President,,Green-Rainbow,Harley Mikkelson,0
Springfield,1,F,President,,Republican,Blank Votes,0
Boston,12,5,President,,Green-Rainbow,Total Votes Cast,0
Kingston,-,1,President,,Green-Rainbow,Harley Mikkelson,0
Kingston,-,4,President,,Green-Rainbow,Blank Votes,1
Falmouth,-,3,President,,Republican,All Others,0
Westminster,-,1,President,,Republican,All Others,0
Marlborough,3,1,President,,Republican,Total Votes Cast,94
Everett,3,2,President,,Green-Rainbow,Jill E. Stein,0
Worcester,8,2,President,,Republican,Ron Paul,2
Stoughton,-,5,President,,Green-Rainbow,Kent Mesplay,0
Holyoke,2,A,President,,Green-Rainbow,No Preference,0
Mansfield,-,2,President,,Republican,Blank Votes,0
Lynnfield,-,2,President,,Green-Rainbow,No Preference,0
Grafton,-,2,President,,Republican,Newt Gingrich,13
Quincy,2,3,President,,Republican,Newt Gingrich,4
Dighton,-,2,President,,Republican,No Preference,2
Saugus,-,9,President,,Republican,Rick Perry,0
Stoughton,-,2,President,,Republican,Jon Huntsman,3
Kingston,-,3,President,,Republican,Rick Santorum,27
Franklin,-,4,President,,Green-Rainbow,All Others,0
Mattapoisett,-,1,President,,Green-Rainbow,Total Votes Cast,1
Cambridge,4,2,President,,Democratic,No Preference,8
Winchendon,-,3,President,,Democratic,No Preference,6
Natick,-,10,President,,Republican,Blank Votes,4
Hanover,-,2,President,,Democratic,Total Votes Cast,72
Boston,7,9,President,,Republican,Michele Bachmann,0
Framingham,-,15,President,,Democratic,Total Votes Cast,131
Springfield,4,F,President,,Republican,Ron Paul,1
Longmeadow,-,B,President,,Green-Rainbow,Jill E. Stein,0
Hanson,-,2,President,,Green-Rainbow,Kent Mesplay,0
Cambridge,5,2,President,,Green-Rainbow,Total Votes Cast,2
Walpole,-,4,President,,Republican,All Others,0
W. Tisbury,-,1,President,,Republican,No Preference,0
Woburn,3,2,President,,Democratic,All Others,3
Hingham,-,4,President,,Republican,Ron Paul,17
Brockton,7,C,President,,Republican,Mitt Romney,39
Boxford,-,2,President,,Democratic,Blank Votes,1
Lynn,1,4,President,,Green-Rainbow,Total Votes Cast,0
Worcester,8,1,President,,Green-Rainbow,Jill E. Stein,0
New Bedford,2,C,President,,Republican,Newt Gingrich,3
Boston,7,8,President,,Green-Rainbow,All Others,0
Shrewsbury,-,5,President,,Green-Rainbow,No Preference,0
Whitman,-,4,President,,Republican,No Preference,3
Springfield,2,D,President,,Republican,No Preference,0
Needham,-,C,President,,Republican,Ron Paul,22
Brockton,1,B,President,,Democratic,All Others,0
Duxbury,-,4,President,,Republican,Newt Gingrich,9
Boston,21,14,President,,Democratic,Barack Obama,14
Hardwick,-,1,President,,Republican,Newt Gingrich,19
S. Hadley,-,A,President,,Republican,Ron Paul,29
Athol,-,3,President,,Republican,Total Votes Cast,211
Burlington,-,3,President,,Republican,Blank Votes,0
Lynn,2,3,President,,Green-Rainbow,Total Votes Cast,0
Worcester,10,5,President,,Republican,Jon Huntsman,0
Northampton,6,B,President,,Republican,Total Votes Cast,71
Lawrence,D,2,President,,Republican,Michele Bachmann,0
Boxford,-,1,President,,Green-Rainbow,No Preference,0
Sudbury,-,1A,President,,Republican,All Others,0
Weymouth,-,8,President,,Republican,Michele Bachmann,1
Winchester,-,1,President,,Democratic,All Others,0
Amherst,-,9,President,,Republican,Rick Santorum,5
Leominster,1,B,President,,Republican,Blank Votes,0
Boston,7,4,President,,Green-Rainbow,Jill E. Stein,0
Grafton,-,5,President,,Democratic,Barack Obama,39
W. Boylston,-,2,President,,Republican,Mitt Romney,288
Haverhill,6,2,President,,Republican,Jon Huntsman,1
Melrose,7,2,President,,Green-Rainbow,No Preference,1
New Bedford,2,D,President,,Green-Rainbow,Blank Votes,0
Woburn,3,1,President,,Democratic,Barack Obama,39
Northampton,5,B,President,,Republican,Rick Perry,1
Lynn,5,1,President,,Green-Rainbow,No Preference,0
Duxbury,-,3,President,,Republican,Rick Santorum,23
Westford,-,1,President,,Republican,Michele Bachmann,0
Weymouth,-,3,President,,Green-Rainbow,All Others,0
Haverhill,7,1,President,,Republican,Mitt Romney,184
Framingham,-,14,President,,Green-Rainbow,Harley Mikkelson,0
Haverhill,3,2,President,,Republican,All Others,0
Lowell,9,1,President,,Green-Rainbow,Total Votes Cast,0
Reading,-,3,President,,Democratic,All Others,3
Oxford,-,3,President,,Republican,Michele Bachmann,0
Wareham,-,5,President,,Green-Rainbow,Blank Votes,0
Winchendon,-,2,President,,Republican,Rick Santorum,27
Holliston,-,1,President,,Green-Rainbow,Harley Mikkelson,0
Burlington,-,1,President,,Green-Rainbow,Total Votes Cast,0
Boston,15,3,President,,Republican,Michele Bachmann,0
Boston,22,12,President,,Democratic,Blank Votes,9
Boston,20,14,President,,Republican,No Preference,3
S. Hadley,-,D,President,,Green-Rainbow,Kent Mesplay,0
Quincy,6,5,President,,Green-Rainbow,Kent Mesplay,0
Woburn,1,2,President,,Republican,Rick Santorum,19
Holyoke,6,B,President,,Green-Rainbow,Kent Mesplay,0
Westfield,1,A,President,,Democratic,Barack Obama,23
Boston,16,7,President,,Republican,Rick Perry,0
Revere,5,2,President,,Democratic,All Others,0
Groveland,-,2,President,,Republican,Rick Perry,1
Rehoboth,-,3,President,,Green-Rainbow,All Others,0
Salisbury,-,2,President,,Democratic,Total Votes Cast,80
Holden,-,4,President,,Democratic,Barack Obama,45
Boston,1,15,President,,Green-Rainbow,Harley Mikkelson,0
Fall River,9,B,President,,Republican,Rick Perry,1
Newton,8,3,President,,Green-Rainbow,No Preference,0
Greenfield,-,7,President,,Green-Rainbow,Harley Mikkelson,0
Boston,21,7,President,,Republican,No Preference,0
Yarmouth,-,7,President,,Democratic,No Preference,10
New Bedford,1,E,President,,Republican,Rick Santorum,25
Hudson,-,1,President,,Green-Rainbow,All Others,0
Northampton,3,B,President,,Green-Rainbow,Kent Mesplay,1
Webster,-,5,President,,Republican,Newt Gingrich,16
Sunderland,-,1,President,,Green-Rainbow,Harley Mikkelson,1
Lynn,6,1,President,,Democratic,No Preference,2
Haverhill,4,2,President,,Green-Rainbow,All Others,0
Brockton,2,C,President,,Green-Rainbow,Jill E. Stein,0
Boston,6,2,President,,Democratic,No Preference,8
Newton,5,4,President,,Republican,Michele Bachmann,1
Boston,13,6,President,,Republican,Rick Perry,0
Chelsea,1,3,President,,Democratic,No Preference,1
Uxbridge,-,1,President,,Green-Rainbow,Kent Mesplay,0
Needham,-,J,President,,Democratic,No Preference,5
Duxbury,-,3,President,,Democratic,All Others,0
Holbrook,-,2,President,,Republican,Rick Santorum,24
Gloucester,1,1,President,,Republican,Newt Gingrich,3
Northbridge,-,4,President,,Republican,Ron Paul,34
Boston,5,4,President,,Democratic,No Preference,1
Revere,4,2,President,,Republican,Ron Paul,5
Boston,5,1,President,,Democratic,All Others,4
Salem,3,2,President,,Democratic,Total Votes Cast,48
Plymouth,-,9,President,,Republican,Blank Votes,0
Malden,3,2,President,,Republican,No Preference,1
Pepperell,-,2,President,,Republican,No Preference,2
W. Springfield,-,7,President,,Republican,Total Votes Cast,258
Ayer,-,1,President,,Green-Rainbow,All Others,0
Lowell,11,2,President,,Democratic,Barack Obama,25
Springfield,7,G,President,,Republican,Rick Perry,1
Peabody,4,1,President,,Democratic,All Others,2
Franklin,-,7,President,,Republican,Blank Votes,0
Chicopee,9,A,President,,Democratic,Blank Votes,9
Boston,22,1,President,,Republican,Michele Bachmann,0
Springfield,3,C,President,,Republican,Rick Santorum,1
Bridgewater,-,5,President,,Democratic,All Others,1
Boston,14,13,President,,Democratic,No Preference,0
Northampton,4,A,President,,Republican,Ron Paul,7
Springfield,4,A,President,,Republican,Rick Perry,0
Winchester,-,1,President,,Republican,Total Votes Cast,255
Lynn,1,3,President,,Democratic,Blank Votes,15
Gloucester,4,2,President,,Republican,Jon Huntsman,3
Springfield,8,E,President,,Republican,Rick Santorum,6
Fitchburg,6,A,President,,Republican,Mitt Romney,142
Provincetown,-,1,President,,Republican,Rick Santorum,11
Quincy,6,4,President,,Republican,Blank Votes,0
Chicopee,5,B,President,,Democratic,Total Votes Cast,63
Newton,6,3,President,,Republican,No Preference,0
Chelsea,3,1,President,,Democratic,Barack Obama,12
Ipswich,-,2,President,,Republican,Newt Gingrich,16
Marshfield,-,7,President,,Democratic,Blank Votes,5
Agawam,-,4,President,,Republican,Jon Huntsman,0
Worcester,10,4,President,,Green-Rainbow,Jill E. Stein,0
Lawrence,C,3,President,,Republican,Rick Santorum,0
Edgartown,-,1,President,,Green-Rainbow,Blank Votes,0
Medford,5,1,President,,Democratic,All Others,1
Lowell,6,3,President,,Green-Rainbow,Kent Mesplay,1
Boston,4,1,President,,Republican,All Others,0
Boston,15,4,President,,Democratic,No Preference,3
Westport,-,B,President,,Democratic,All Others,0
Chelsea,2,4,President,,Green-Rainbow,All Others,0
Dartmouth,-,5,President,,Democratic,No Preference,15
Salisbury,-,2,President,,Republican,Michele Bachmann,1
Somerville,5,1,President,,Green-Rainbow,No Preference,0
Pittsfield,4,A,President,,Republican,Blank Votes,0
Gardner,3,A,President,,Republican,Blank Votes,0
Chelsea,2,2,President,,Republican,Rick Santorum,0
Peabody,5,1,President,,Republican,Jon Huntsman,1
Middleton,-,2,President,,Democratic,Blank Votes,5
Boston,15,6,President,,Republican,Blank Votes,0
New Bedford,5,C,President,,Green-Rainbow,Kent Mesplay,0
Georgetown,-,1,President,,Green-Rainbow,No Preference,0
Woburn,3,2,President,,Green-Rainbow,Jill E. Stein,1
Lawrence,C,4,President,,Green-Rainbow,All Others,0
Boston,11,4,President,,Republican,Rick Perry,0
Cambridge,4,1,President,,Democratic,Total Votes Cast,203
Merrimac,-,1,President,,Republican,All Others,0
Hanover,-,3,President,,Green-Rainbow,Jill E. Stein,1
Watertown,-,9,President,,Green-Rainbow,All Others,0
Stoughton,-,4,President,,Republican,No Preference,3
Adams,-,2,President,,Republican,Michele Bachmann,0
Boston,1,15,President,,Green-Rainbow,Kent Mesplay,0
Raynham,-,4,President,,Democratic,Blank Votes,4
Peabody,4,3,President,,Democratic,Total Votes Cast,34
Worcester,3,2,President,,Green-Rainbow,Total Votes Cast,0
Quincy,2,4,President,,Democratic,No Preference,11
Lexington,-,6,President,,Green-Rainbow,Total Votes Cast,4
Westfield,3,A,President,,Republican,Rick Perry,0
Waltham,5,2,President,,Republican,Ron Paul,13
Foxborough,-,2,President,,Democratic,All Others,1
Fitchburg,6,B,President,,Republican,All Others,0
Methuen,-,2,President,,Democratic,No Preference,2
Hudson,-,5,President,,Democratic,No Preference,6
Oakham,-,1,President,,Green-Rainbow,No Preference,0
Gill,-,1,President,,Republican,No Preference,2
Braintree,-,2B,President,,Green-Rainbow,Blank Votes,0
Chelsea,2,1,President,,Republican,Rick Perry,0
Scituate,-,5,President,,Green-Rainbow,Harley Mikkelson,0
Adams,-,2,President,,Republican,Rick Perry,0
Arlington,-,12,President,,Republican,Newt Gingrich,6
Norwell,-,3,President,,Democratic,Barack Obama,71
Taunton,3,B,President,,Democratic,Barack Obama,45
Medway,-,1,President,,Republican,Newt Gingrich,11
Somerville,1,2,President,,Democratic,Total Votes Cast,91
Lynn,5,1,President,,Green-Rainbow,Harley Mikkelson,0
Webster,-,3,President,,Green-Rainbow,Total Votes Cast,1
Stoughton,-,6,President,,Democratic,Blank Votes,11
Boston,19,5,President,,Republican,Rick Perry,0
Fall River,8,B,President,,Green-Rainbow,No Preference,0
Southbridge,-,5,President,,Republican,All Others,0
Boston,16,7,President,,Green-Rainbow,All Others,0
Wrentham,-,1,President,,Republican,Rick Santorum,38
Georgetown,-,3,President,,Democratic,Total Votes Cast,33
Swansea,-,5,President,,Republican,All Others,2
Brookline,-,4,President,,Republican,All Others,1
Malden,1,2,President,,Green-Rainbow,Kent Mesplay,0
Watertown,-,8,President,,Green-Rainbow,No Preference,0
Ashland,-,3,President,,Green-Rainbow,All Others,0
Boston,14,9,President,,Republican,All Others,0
Lawrence,C,2,President,,Republican,Michele Bachmann,0
Plymouth,-,8,President,,Democratic,No Preference,10
Billerica,-,3,President,,Republican,Blank Votes,0
Brockton,6,C,President,,Republican,Blank Votes,0
Lynn,2,1,President,,Democratic,Total Votes Cast,136
Bridgewater,-,4,President,,Green-Rainbow,Total Votes Cast,1
Bridgewater,-,1,President,,Democratic,No Preference,6
Easthampton,-,5,President,,Green-Rainbow,Blank Votes,0
Springfield,4,B,President,,Green-Rainbow,Kent Mesplay,0
Needham,-,G,President,,Democratic,No Preference,8
Boston,22,3,President,,Democratic,Blank Votes,4
Bedford,-,2,President,,Green-Rainbow,Blank Votes,0
Lawrence,A,3,President,,Republican,Michele Bachmann,0
Natick,-,8,President,,Green-Rainbow,All Others,0
Westborough,-,3,President,,Republican,Total Votes Cast,310
Chicopee,9,A,President,,Democratic,Total Votes Cast,76
Boston,8,6,President,,Green-Rainbow,Kent Mesplay,0
Pelham,-,1,President,,Democratic,Blank Votes,2
Quincy,5,4,President,,Republican,All Others,0
Revere,2,3A,President,,Republican,Mitt Romney,9
Newton,8,1,President,,Democratic,All Others,1
Boston,19,12,President,,Republican,All Others,0
Attleboro,2,B,President,,Green-Rainbow,Harley Mikkelson,0
Watertown,-,8,President,,Republican,Mitt Romney,123
Springfield,4,G,President,,Green-Rainbow,Total Votes Cast,1
Greenfield,-,6,President,,Republican,Rick Perry,0
Somerville,6,1,President,,Democratic,Total Votes Cast,124
Plymouth,-,7,President,,Republican,Blank Votes,0
Andover,-,1,President,,Democratic,Blank Votes,3
Brimfield,-,1,President,,Republican,Blank Votes,1
Worcester,6,1,President,,Republican,All Others,0
Chelsea,4,1,President,,Republican,Blank Votes,2
Brockton,6,B,President,,Democratic,Blank Votes,9
Mashpee,-,3,President,,Republican,Blank Votes,1
Lawrence,C,1,President,,Green-Rainbow,Total Votes Cast,0
Northampton,7,A,President,,Republican,Rick Perry,0
Shrewsbury,-,7,President,,Republican,Jon Huntsman,3
Arlington,-,16,President,,Green-Rainbow,No Preference,0
Billerica,-,9,President,,Democratic,Blank Votes,7
Boston,20,18,President,,Green-Rainbow,Blank Votes,0
Gardner,3,B,President,,Green-Rainbow,All Others,0
Leominster,1,B,President,,Democratic,All Others,2
Watertown,-,3,President,,Republican,Total Votes Cast,104
Haverhill,7,1,President,,Democratic,Total Votes Cast,65
Revere,5,2A,President,,Green-Rainbow,All Others,0
Reading,-,1,President,,Republican,Mitt Romney,345
Revere,3,1,President,,Republican,No Preference,0
Grafton,-,5,President,,Green-Rainbow,No Preference,0
Wilbraham,-,D,President,,Republican,Mitt Romney,302
Taunton,5,B,President,,Green-Rainbow,Harley Mikkelson,0
Westborough,-,4,President,,Democratic,No Preference,13
Springfield,6,F,President,,Green-Rainbow,Kent Mesplay,1
Lowell,10,3,President,,Green-Rainbow,Harley Mikkelson,0
Boston,3,1,President,,Green-Rainbow,No Preference,0
Boston,10,8,President,,Green-Rainbow,All Others,0
Boston,17,8,President,,Republican,Newt Gingrich,1
Greenfield,-,4,President,,Green-Rainbow,Blank Votes,0
Boston,22,5,President,,Green-Rainbow,All Others,0
Douglas,-,1,President,,Republican,Jon Huntsman,1
Boston,18,15,President,,Republican,Rick Perry,0
Westwood,-,3,President,,Republican,No Preference,2
Chilmark,-,1,President,,Democratic,No Preference,3
Lowell,10,3,President,,Democratic,No Preference,3
New Bedford,4,B,President,,Green-Rainbow,All Others,0
Belchertown,-,D,President,,Republican,No Preference,0
Millis,-,1,President,,Democratic,Barack Obama,47
Peabody,1,3,President,,Republican,All Others,0
Boston,6,8,President,,Democratic,All Others,4
Springfield,5,C,President,,Republican,Rick Perry,0
Boston,10,5,President,,Republican,No Preference,0
Holden,-,2,President,,Democratic,No Preference,3
Boston,6,9,President,,Republican,Total Votes Cast,100
Revere,6,2,President,,Green-Rainbow,Blank Votes,0
Fall River,6,C,President,,Democratic,Total Votes Cast,102
Millville,-,1,President,,Democratic,Blank Votes,6
Lawrence,E,3,President,,Republican,Newt Gingrich,4
Newton,7,4,President,,Green-Rainbow,Total Votes Cast,0
