town,ward,precinct,office,district,party,candidate,votes
Lakeville,-,3,President,,Republican,Rick Perry,1
Boston,17,1,President,,Republican,Total Votes Cast,6
Salem,7,2,President,,Green-Rainbow,All Others,0
Saugus,-,7,President,,Republican,Mitt Romney,177
Brockton,3,A,President,,Green-Rainbow,Blank Votes,0
Springfield,7,C,President,,Green-Rainbow,No Preference,0
Peabody,6,2,President,,Republican,Rick Perry,0
Southampton,-,1,President,,Republican,Rick Perry,1
Newbury,-,1,President,,Democratic,No Preference,2
W. Springfield,-,4,President,,Republican,Rick Perry,0
Chelsea,1,2,President,,Republican,No Preference,0
Wrentham,-,3,President,,Republican,All Others,1
Salem,5,2,President,,Republican,Ron Paul,11
Charlton,-,4,President,,Republican,Jon Huntsman,0
Sudbury,-,5,President,,Green-Rainbow,Kent Mesplay,0
Springfield,5,D,President,,Green-Rainbow,Total Votes Cast,0
Cambridge,9,3,President,,Republican,Mitt Romney,55
Bridgewater,-,1,President,,Republican,All Others,1
Agawam,-,1,President,,Republican,Blank Votes,0
Wayland,-,2,President,,Green-Rainbow,All Others,0
Milford,-,3,President,,Republican,Mitt Romney,117
Worcester,5,2,President,,Republican,Total Votes Cast,96
Worcester,10,3,President,,Republican,Total Votes Cast,14
Agawam,-,1,President,,Green-Rainbow,Total Votes Cast,0
Chelsea,1,1,President,,Green-Rainbow,No Preference,0
Boston,22,3,President,,Green-Rainbow,Total Votes Cast,0
Watertown,-,1,President,,Republican,Ron Paul,13
Littleton,-,3,President,,Republican,Newt Gingrich,9
Foxborough,-,4,President,,Green-Rainbow,Harley Mikkelson,0
Medfield,-,3,President,,Green-Rainbow,Harley Mikkelson,0
Revere,5,1,President,,Green-Rainbow,No Preference,0
Stoneham,-,7,President,,Republican,Jon Huntsman,0
Lowell,1,3,President,,Democratic,Total Votes Cast,92
Boston,6,2,President,,Green-Rainbow,Harley Mikkelson,0
Boston,7,1,President,,Republican,Newt Gingrich,1
Shrewsbury,-,10,President,,Republican,Jon Huntsman,0
Chelsea,4,1,President,,Republican,Rick Perry,0
Holyoke,2,B,President,,Green-Rainbow,Total Votes Cast,0
Bourne,-,2,President,,Republican,Rick Santorum,33
Newton,7,3,President,,Republican,Michele Bachmann,0
Everett,3,2,President,,Green-Rainbow,All Others,0
Chelsea,1,1,President,,Republican,Michele Bachmann,0
Montague,-,3,President,,Democratic,Blank Votes,4
Danvers,-,6,President,,Democratic,Barack Obama,33
Southwick,-,2,President,,Republican,Mitt Romney,99
Westwood,-,4,President,,Democratic,No Preference,14
Boston,18,6,President,,Republican,Total Votes Cast,20
Fitchburg,1,B,President,,Green-Rainbow,All Others,0
Great Barrington,-,C,President,,Republican,Newt Gingrich,0
Everett,3,1,President,,Republican,Rick Santorum,11
Worcester,5,1,President,,Democratic,Total Votes Cast,55
Holyoke,4,A,President,,Green-Rainbow,Blank Votes,0
Great Barrington,-,D,President,,Democratic,No Preference,1
Springfield,7,E,President,,Republican,Ron Paul,9
Pittsfield,7,A,President,,Green-Rainbow,All Others,0
Douglas,-,2,President,,Democratic,Blank Votes,1
Barnstable,-,2,President,,Republican,Mitt Romney,295
Everett,5,1,President,,Democratic,All Others,2
Pembroke,-,5,President,,Republican,Rick Perry,2
Watertown,-,11,President,,Republican,All Others,0
Boston,14,5,President,,Republican,All Others,0
Worcester,7,2,President,,Democratic,Blank Votes,3
Worcester,9,4,President,,Republican,No Preference,2
Weymouth,-,2,President,,Democratic,All Others,24
Spencer,-,2,President,,Republican,Total Votes Cast,166
Peabody,1,3,President,,Republican,Mitt Romney,123
Leominster,3,C,President,,Green-Rainbow,Blank Votes,0
Hancock,-,1,President,,Republican,All Others,0
Fall River,9,B,President,,Republican,Jon Huntsman,0
Boston,6,8,President,,Republican,Rick Perry,0
Weymouth,-,7,President,,Democratic,Barack Obama,38
New Bedford,2,A,President,,Republican,Jon Huntsman,0
Longmeadow,-,E,President,,Republican,Total Votes Cast,261
Cambridge,7,2,President,,Republican,Rick Perry,0
Leicester,-,2,President,,Green-Rainbow,Total Votes Cast,0
Cambridge,5,2,President,,Republican,Michele Bachmann,1
Boston,10,7,President,,Green-Rainbow,No Preference,0
Holyoke,3,B,President,,Republican,Rick Perry,0
Grafton,-,3,President,,Green-Rainbow,Total Votes Cast,0
Needham,-,C,President,,Republican,No Preference,2
Tolland,-,1,President,,Republican,Michele Bachmann,2
Arlington,-,17,President,,Republican,Rick Perry,0
Holbrook,-,2,President,,Republican,Blank Votes,0
Medford,8,2,President,,Republican,Ron Paul,15
Worcester,10,5,President,,Democratic,Barack Obama,16
Arlington,-,1,President,,Republican,Rick Perry,0
Chicopee,4,A,President,,Democratic,No Preference,11
Saugus,-,1,President,,Republican,No Preference,0
Boston,4,2,President,,Democratic,Total Votes Cast,109
Milton,-,5,President,,Republican,Jon Huntsman,1
Salem,5,1,President,,Democratic,Total Votes Cast,107
Salem,5,2,President,,Republican,Blank Votes,1
Westport,-,B,President,,Green-Rainbow,Jill E. Stein,0
Wellesley,-,B,President,,Republican,Michele Bachmann,0
Quincy,6,4,President,,Democratic,Blank Votes,11
Abington,-,1,President,,Republican,Ron Paul,21
Boston,21,3,President,,Democratic,Barack Obama,15
Boxford,-,1,President,,Republican,Jon Huntsman,4
Danvers,-,3,President,,Republican,No Preference,2
Bourne,-,6,President,,Republican,Ron Paul,15
Whitman,-,1,President,,Republican,Newt Gingrich,8
Boston,4,4,President,,Republican,All Others,0
Blandford,-,1,President,,Republican,Newt Gingrich,5
Arlington,-,7,President,,Republican,No Preference,1
Ipswich,-,1,President,,Republican,Blank Votes,1
Bedford,-,4,President,,Democratic,Total Votes Cast,104
Everett,6,1,President,,Republican,Blank Votes,0
Revere,1,2,President,,Republican,Rick Santorum,7
Saugus,-,8,President,,Republican,No Preference,1
Braintree,-,2B,President,,Republican,Rick Perry,0
Springfield,2,D,President,,Democratic,All Others,1
Worcester,3,1,President,,Green-Rainbow,Jill E. Stein,0
Boston,4,5,President,,Green-Rainbow,All Others,0
Boston,17,6,President,,Republican,Rick Santorum,1
Barnstable,-,5,President,,Republican,Jon Huntsman,2
Bourne,-,4,President,,Green-Rainbow,All Others,0
Walpole,-,1,President,,Republican,Newt Gingrich,9
Chelsea,1,1,President,,Green-Rainbow,Total Votes Cast,0
Boston,20,8,President,,Republican,Michele Bachmann,0
Weymouth,-,9,President,,Democratic,No Preference,0
Boston,16,5,President,,Republican,Mitt Romney,39
Quincy,1,2,President,,Republican,Rick Santorum,4
Braintree,-,3A,President,,Republican,Jon Huntsman,0
Boston,6,2,President,,Republican,Total Votes Cast,37
Boston,1,4,President,,Green-Rainbow,Total Votes Cast,1
Egremont,-,1,President,,Republican,Total Votes Cast,57
Cambridge,4,2,President,,Democratic,Blank Votes,6
Whitman,-,4,President,,Republican,All Others,2
Winthrop,-,1,President,,Republican,All Others,0
Wakefield,-,7,President,,Green-Rainbow,Harley Mikkelson,0
Abington,-,4,President,,Green-Rainbow,Blank Votes,0
Cambridge,1,2,President,,Green-Rainbow,All Others,0
Bridgewater,-,1,President,,Green-Rainbow,Kent Mesplay,0
Amherst,-,1,President,,Republican,Mitt Romney,15
Stoughton,-,8,President,,Republican,Rick Perry,1
Greenfield,-,9,President,,Republican,Total Votes Cast,72
Boston,4,6,President,,Democratic,No Preference,6
Foxborough,-,3,President,,Green-Rainbow,All Others,1
Waltham,1,2,President,,Democratic,Barack Obama,61
Stockbridge,-,1,President,,Democratic,No Preference,2
Leominster,4,A,President,,Green-Rainbow,Blank Votes,0
Arlington,-,15,President,,Green-Rainbow,Kent Mesplay,0
Northampton,5,B,President,,Green-Rainbow,Harley Mikkelson,0
Springfield,4,G,President,,Republican,Rick Perry,1
Dartmouth,-,7,President,,Republican,Newt Gingrich,15
Ludlow,-,6,President,,Republican,Newt Gingrich,11
Westford,-,6,President,,Democratic,No Preference,6
Attleboro,5,B,President,,Green-Rainbow,Kent Mesplay,0
Uxbridge,-,1,President,,Republican,Mitt Romney,167
Lynn,5,2,President,,Green-Rainbow,Blank Votes,0
Attleboro,1,A,President,,Democratic,Barack Obama,24
Boston,5,9,President,,Green-Rainbow,Kent Mesplay,0
Lynn,4,2,President,,Republican,All Others,0
Chelmsford,-,5,President,,Republican,Rick Perry,2
Brookline,-,11,President,,Republican,Jon Huntsman,0
Acton,-,2,President,,Republican,Ron Paul,20
W. Brookfield,-,1,President,,Green-Rainbow,Jill E. Stein,0
Concord,-,4,President,,Green-Rainbow,All Others,0
Medford,6,2,President,,Republican,No Preference,3
Springfield,5,B,President,,Green-Rainbow,All Others,0
Freetown,-,2,President,,Republican,Rick Santorum,36
Quincy,4,3,President,,Republican,No Preference,0
Newburyport,4,1,President,,Republican,Michele Bachmann,1
Danvers,-,8,President,,Republican,Blank Votes,0
Fitchburg,4,B,President,,Democratic,Total Votes Cast,51
Boston,8,5,President,,Republican,Michele Bachmann,0
W. Springfield,-,6,President,,Republican,Blank Votes,1
Easthampton,-,5,President,,Green-Rainbow,Total Votes Cast,0
Canton,-,3,President,,Republican,Jon Huntsman,0
Boston,11,1,President,,Green-Rainbow,Blank Votes,0
Boston,18,18,President,,Republican,Blank Votes,0
Bellingham,-,4,President,,Republican,Blank Votes,0
Springfield,2,F,President,,Democratic,Barack Obama,21
Everett,6,1,President,,Green-Rainbow,Blank Votes,0
Yarmouth,-,6,President,,Democratic,Barack Obama,106
Boston,8,3,President,,Green-Rainbow,Total Votes Cast,0
Haverhill,3,2,President,,Democratic,Blank Votes,8
Somerville,2,3,President,,Green-Rainbow,Harley Mikkelson,0
Worcester,2,4,President,,Democratic,All Others,0
Lynn,2,3,President,,Republican,All Others,0
Boston,22,12,President,,Republican,Michele Bachmann,0
Beverly,2,1,President,,Green-Rainbow,Harley Mikkelson,0
New Bedford,5,C,President,,Republican,Rick Santorum,8
Winthrop,-,2,President,,Green-Rainbow,Kent Mesplay,0
Boston,22,9,President,,Green-Rainbow,Total Votes Cast,0
Worcester,7,2,President,,Republican,Ron Paul,15
Brimfield,-,1,President,,Green-Rainbow,Blank Votes,0
Peabody,3,2,President,,Republican,Newt Gingrich,8
Fall River,5,B1,President,,Republican,Newt Gingrich,0
Waltham,3,1,President,,Republican,Ron Paul,17
Newton,1,1,President,,Democratic,No Preference,10
Lexington,-,4,President,,Republican,Jon Huntsman,4
Cambridge,7,2,President,,Republican,Newt Gingrich,0
Fall River,9,C,President,,Republican,Ron Paul,21
Athol,-,1,President,,Democratic,Barack Obama,46
Chelsea,1,1,President,,Green-Rainbow,Kent Mesplay,0
Lawrence,B,4,President,,Republican,Michele Bachmann,0
Attleboro,3,B,President,,Republican,Jon Huntsman,1
Brockton,1,B,President,,Democratic,Blank Votes,12
Boston,10,8,President,,Republican,Rick Perry,1
Boston,14,7,President,,Republican,All Others,0
Gloucester,2,1,President,,Green-Rainbow,Harley Mikkelson,0
Edgartown,-,1,President,,Green-Rainbow,Jill E. Stein,1
Norwood,-,5,President,,Green-Rainbow,All Others,0
Springfield,5,F,President,,Green-Rainbow,All Others,0
Worcester,2,3,President,,Democratic,All Others,2
Franklin,-,6,President,,Republican,Blank Votes,0
Andover,-,4,President,,Democratic,Total Votes Cast,56
Lynn,6,3,President,,Democratic,Blank Votes,2
Fall River,7,A,President,,Democratic,All Others,4
Agawam,-,1,President,,Republican,Michele Bachmann,0
Brookline,-,15,President,,Democratic,No Preference,6
Randolph,-,5,President,,Democratic,Blank Votes,4
Springfield,2,F,President,,Republican,Total Votes Cast,31
Abington,-,1,President,,Democratic,Blank Votes,4
Monson,-,B,President,,Democratic,All Others,1
Wayland,-,2,President,,Green-Rainbow,Blank Votes,0
Everett,4,2,President,,Democratic,No Preference,10
Wilbraham,-,C,President,,Green-Rainbow,Harley Mikkelson,0
Tewksbury,-,4,President,,Green-Rainbow,All Others,0
Dartmouth,-,9,President,,Green-Rainbow,Total Votes Cast,4
Lowell,1,2,President,,Democratic,Total Votes Cast,115
Northbridge,-,4,President,,Republican,Newt Gingrich,17
Charlton,-,2,President,,Green-Rainbow,All Others,0
Ludlow,-,3,President,,Democratic,Blank Votes,6
Wareham,-,5,President,,Republican,Rick Perry,1
Hopkinton,-,2,President,,Green-Rainbow,Harley Mikkelson,0
Barnstable,-,13,President,,Green-Rainbow,Kent Mesplay,0
Stoneham,-,4,President,,Republican,Ron Paul,13
Holyoke,4,A,President,,Republican,Newt Gingrich,6
Boston,2,5,President,,Republican,Jon Huntsman,2
Hawley,-,1,President,,Democratic,All Others,0
Cambridge,7,2,President,,Republican,Mitt Romney,22
Arlington,-,9,President,,Green-Rainbow,Jill E. Stein,1
Methuen,-,5,President,,Democratic,No Preference,6
Dedham,-,7,President,,Democratic,No Preference,21
Boston,5,5,President,,Democratic,All Others,0
Boston,2,4,President,,Republican,All Others,0
Dover,-,1,President,,Republican,Total Votes Cast,869
Southampton,-,1,President,,Republican,No Preference,2
Kingston,-,1,President,,Republican,Michele Bachmann,0
Arlington,-,16,President,,Green-Rainbow,All Others,1
Essex,-,1,President,,Republican,No Preference,2
Fairhaven,-,2,President,,Republican,Mitt Romney,92
Stoughton,-,3,President,,Democratic,No Preference,19
Hanson,-,2,President,,Republican,Blank Votes,2
Franklin,-,2,President,,Green-Rainbow,Blank Votes,0
Plymouth,-,8,President,,Green-Rainbow,All Others,0
Dartmouth,-,7,President,,Republican,Michele Bachmann,0
Chelmsford,-,8,President,,Republican,Ron Paul,26
Billerica,-,2,President,,Republican,Rick Santorum,42
Adams,-,4,President,,Republican,Ron Paul,7
Amherst,-,7,President,,Democratic,No Preference,2
Boston,3,6,President,,Republican,Michele Bachmann,0
Quincy,1,2,President,,Green-Rainbow,Jill E. Stein,0
Winchester,-,4,President,,Republican,Total Votes Cast,315
Fall River,8,A,President,,Republican,Ron Paul,12
Boston,22,4,President,,Republican,Blank Votes,0
Weston,-,3,President,,Republican,Jon Huntsman,0
Pittsfield,6,A,President,,Republican,Newt Gingrich,9
Quincy,2,3A,President,,Republican,No Preference,3
Methuen,-,7,President,,Republican,Michele Bachmann,1
Newton,3,3,President,,Republican,Rick Perry,0
Salem,6,2,President,,Republican,Mitt Romney,96
Springfield,4,C,President,,Republican,Blank Votes,0
Quincy,2,3A,President,,Republican,Mitt Romney,36
Methuen,-,9,President,,Republican,Rick Santorum,35
Randolph,-,5,President,,Green-Rainbow,All Others,0
Newburyport,1,1,President,,Republican,Mitt Romney,130
Quincy,2,1,President,,Republican,Blank Votes,0
Royalston,-,2,President,,Democratic,All Others,3
Newton,6,4,President,,Green-Rainbow,All Others,0
Lowell,9,2,President,,Republican,All Others,2
Fall River,1,A,President,,Democratic,No Preference,19
Yarmouth,-,4,President,,Democratic,Barack Obama,98
Chicopee,6,B,President,,Republican,Mitt Romney,156
New Bedford,4,A,President,,Republican,Rick Santorum,3
Springfield,8,A,President,,Republican,Ron Paul,6
Brookfield,-,1,President,,Republican,Ron Paul,42
Medford,1,2,President,,Republican,All Others,0
Chelsea,3,2,President,,Democratic,Blank Votes,3
Boston,9,1,President,,Green-Rainbow,Harley Mikkelson,0
Boston,12,2,President,,Republican,Rick Santorum,1
Westfield,6,B,President,,Democratic,No Preference,3
Boston,11,8,President,,Green-Rainbow,Kent Mesplay,0
Melrose,1,2,President,,Green-Rainbow,No Preference,0
Randolph,-,3,President,,Republican,Blank Votes,0
Peabody,3,3,President,,Green-Rainbow,No Preference,0
Marshfield,-,1,President,,Democratic,All Others,5
Brookline,-,10,President,,Republican,Mitt Romney,64
Boston,4,9,President,,Green-Rainbow,Blank Votes,0
Springfield,5,A,President,,Republican,Jon Huntsman,0
Montague,-,3,President,,Republican,Jon Huntsman,0
Orleans,-,1,President,,Republican,Total Votes Cast,899
Malden,7,2,President,,Green-Rainbow,Harley Mikkelson,0
Williamstown,-,3,President,,Republican,Ron Paul,18
Lynn,5,1,President,,Republican,Rick Perry,0
Boston,14,2,President,,Republican,All Others,0
Medway,-,4,President,,Republican,No Preference,0
Chicopee,6,B,President,,Green-Rainbow,No Preference,0
Somerville,5,2,President,,Green-Rainbow,Harley Mikkelson,0
Brookline,-,15,President,,Green-Rainbow,Jill E. Stein,1
Boston,22,6,President,,Republican,Michele Bachmann,0
Milford,-,3,President,,Republican,Blank Votes,0
Southbridge,-,5,President,,Republican,Newt Gingrich,2
Attleboro,6,B,President,,Republican,Rick Perry,0
Worcester,4,5,President,,Republican,Jon Huntsman,0
Sharon,-,2,President,,Republican,Rick Perry,0
N. Reading,-,1,President,,Democratic,Total Votes Cast,59
Boston,8,2,President,,Republican,Michele Bachmann,0
Plymouth,-,1,President,,Republican,Ron Paul,18
Everett,4,2,President,,Democratic,All Others,4
Cambridge,9,1,President,,Green-Rainbow,All Others,0
Haverhill,1,1,President,,Republican,Newt Gingrich,4
Worcester,8,5,President,,Republican,Jon Huntsman,0
Ludlow,-,1,President,,Green-Rainbow,Jill E. Stein,1
Orleans,-,1,President,,Republican,Michele Bachmann,4
Southbridge,-,3,President,,Green-Rainbow,All Others,0
Randolph,-,3,President,,Republican,Total Votes Cast,103
Westborough,-,4,President,,Democratic,Blank Votes,7
Agawam,-,2,President,,Green-Rainbow,All Others,0
Boston,3,7,President,,Democratic,No Preference,2
Acton,-,5,President,,Democratic,Total Votes Cast,102
Chelsea,2,3,President,,Green-Rainbow,Blank Votes,0
Saugus,-,6,President,,Green-Rainbow,Total Votes Cast,0
Newton,5,1,President,,Republican,All Others,0
Fall River,7,C,President,,Republican,Blank Votes,0
Lawrence,D,4,President,,Republican,Ron Paul,10
Newton,8,2,President,,Republican,Mitt Romney,127
Foxborough,-,4,President,,Republican,Rick Santorum,28
Hopkinton,-,1,President,,Republican,Mitt Romney,242
Rochester,-,1,President,,Green-Rainbow,Jill E. Stein,0
Arlington,-,17,President,,Republican,Mitt Romney,65
Gloucester,5,2,President,,Republican,Ron Paul,19
New Bedford,6,A,President,,Green-Rainbow,Total Votes Cast,0
Marlborough,4,2,President,,Republican,All Others,0
Malden,8,1,President,,Democratic,No Preference,9
Dedham,-,6,President,,Green-Rainbow,No Preference,0
Wellesley,-,D,President,,Republican,Michele Bachmann,0
Chelmsford,-,9,President,,Democratic,No Preference,13
Springfield,3,B,President,,Democratic,Total Votes Cast,21
Cambridge,8,2,President,,Green-Rainbow,All Others,0
Salem,6,2,President,,Democratic,No Preference,8
Lynn,6,1,President,,Republican,Michele Bachmann,0
Sharon,-,2,President,,Republican,Ron Paul,12
Holbrook,-,3,President,,Democratic,Blank Votes,12
Abington,-,2,President,,Republican,Ron Paul,23
Boston,4,1,President,,Green-Rainbow,No Preference,0
Lynn,4,2,President,,Democratic,All Others,3
Brockton,5,A,President,,Republican,Rick Perry,0
Milford,-,4,President,,Democratic,Blank Votes,2
Plymouth,-,2,President,,Republican,Jon Huntsman,1
Woburn,5,1,President,,Green-Rainbow,Blank Votes,0
Holden,-,3,President,,Green-Rainbow,All Others,0
Grafton,-,4,President,,Republican,No Preference,0
Hanson,-,3,President,,Republican,Mitt Romney,193
N. Reading,-,2,President,,Democratic,Barack Obama,48
Methuen,-,6,President,,Green-Rainbow,Jill E. Stein,0
Dalton,-,2,President,,Green-Rainbow,Harley Mikkelson,0
Chicopee,2,B,President,,Green-Rainbow,Jill E. Stein,0
Marlborough,6,1,President,,Democratic,No Preference,2
Swansea,-,4,President,,Republican,Newt Gingrich,10
Lowell,8,1,President,,Republican,Mitt Romney,46
Revere,6,3,President,,Green-Rainbow,Harley Mikkelson,0
Stoneham,-,1,President,,Republican,No Preference,1
Fall River,5,C,President,,Green-Rainbow,Jill E. Stein,0
Tyngsborough,-,3,President,,Democratic,Barack Obama,45
W. Springfield,-,6,President,,Republican,Total Votes Cast,245
Westfield,2,B,President,,Democratic,Barack Obama,57
W. Springfield,-,8,President,,Democratic,Total Votes Cast,22
Waltham,9,2,President,,Republican,Blank Votes,0
Newton,6,4,President,,Republican,Rick Santorum,10
Springfield,1,D,President,,Green-Rainbow,Harley Mikkelson,0
Warren,-,B,President,,Republican,Michele Bachmann,0
Woburn,3,1,President,,Republican,Rick Perry,1
Springfield,2,A,President,,Republican,Rick Santorum,2
Holyoke,2,A,President,,Republican,Michele Bachmann,1
Dennis,-,4,President,,Democratic,Blank Votes,7
New Bedford,5,C,President,,Republican,Rick Perry,0
Needham,-,F,President,,Democratic,Barack Obama,91
Boston,18,4,President,,Green-Rainbow,Total Votes Cast,0
Dracut,-,7,President,,Democratic,All Others,0
Lynn,3,1,President,,Republican,Rick Perry,0
Shrewsbury,-,10,President,,Green-Rainbow,Kent Mesplay,0
Hopkinton,-,2,President,,Green-Rainbow,No Preference,1
Saugus,-,7,President,,Republican,Total Votes Cast,217
Great Barrington,-,B,President,,Republican,No Preference,0
Lexington,-,3,President,,Green-Rainbow,Total Votes Cast,2
Leicester,-,4,President,,Green-Rainbow,Jill E. Stein,1
Concord,-,2,President,,Green-Rainbow,No Preference,0
Chicopee,6,B,President,,Democratic,Barack Obama,41
New Salem,-,1,President,,Green-Rainbow,Total Votes Cast,7
Gardner,4,B,President,,Green-Rainbow,Total Votes Cast,2
Boston,20,15,President,,Republican,Blank Votes,0
Quincy,6,5,President,,Green-Rainbow,Jill E. Stein,0
Waltham,8,2,President,,Republican,All Others,0
Fall River,1,C,President,,Republican,Jon Huntsman,0
Norton,-,2,President,,Republican,Michele Bachmann,1
Peabody,1,1,President,,Republican,Ron Paul,15
Springfield,2,F,President,,Democratic,All Others,0
Georgetown,-,3,President,,Republican,Mitt Romney,170
Worcester,3,2,President,,Green-Rainbow,Harley Mikkelson,0
New Bedford,5,B,President,,Republican,No Preference,2
Melrose,5,1,President,,Green-Rainbow,Jill E. Stein,1
N. Attleborough,-,6,President,,Republican,Jon Huntsman,0
Boston,16,6,President,,Republican,All Others,0
Brookline,-,4,President,,Republican,Michele Bachmann,0
Millbury,-,1,President,,Green-Rainbow,Jill E. Stein,0
Reading,-,8,President,,Green-Rainbow,Blank Votes,0
Wellesley,-,F,President,,Republican,Ron Paul,25
Worcester,2,5,President,,Democratic,Total Votes Cast,25
Sherborn,-,1,President,,Republican,Newt Gingrich,11
Mashpee,-,3,President,,Republican,No Preference,1
Plymouth,-,3,President,,Democratic,No Preference,5
Framingham,-,2,President,,Republican,Blank Votes,0
Northborough,-,1,President,,Green-Rainbow,Kent Mesplay,0
Springfield,4,B,President,,Green-Rainbow,Harley Mikkelson,0
Woburn,4,2,President,,Republican,All Others,0
Plymouth,-,1,President,,Green-Rainbow,Total Votes Cast,0
Randolph,-,11,President,,Green-Rainbow,All Others,0
Brimfield,-,1,President,,Green-Rainbow,All Others,0
Northampton,6,B,President,,Republican,Rick Santorum,11
Ashland,-,3,President,,Republican,Total Votes Cast,213
Boston,20,1,President,,Republican,Blank Votes,0
Middlefield,-,1,President,,Republican,Rick Santorum,11
Swansea,-,1,President,,Republican,Newt Gingrich,19
Leominster,3,B,President,,Green-Rainbow,Kent Mesplay,0
Brockton,6,C,President,,Republican,Rick Santorum,12
Watertown,-,3,President,,Green-Rainbow,Total Votes Cast,0
Revere,2,2,President,,Democratic,All Others,0
Randolph,-,6,President,,Republican,Mitt Romney,72
Chatham,-,1,President,,Republican,No Preference,5
Boston,19,6,President,,Republican,Ron Paul,13
Fall River,6,C,President,,Republican,All Others,0
Fitchburg,6,B,President,,Democratic,All Others,2
Milton,-,2,President,,Green-Rainbow,Harley Mikkelson,0
Boston,12,1,President,,Republican,No Preference,0
Boston,22,11,President,,Republican,No Preference,0
Boston,17,13,President,,Green-Rainbow,Total Votes Cast,0
Douglas,-,3,President,,Republican,Rick Santorum,25
Holyoke,1,B,President,,Green-Rainbow,Total Votes Cast,0
Lowell,7,2,President,,Republican,Rick Santorum,3
Boxborough,-,1,President,,Republican,All Others,0
Shutesbury,-,1,President,,Democratic,Total Votes Cast,77
Newburyport,6,1,President,,Republican,Total Votes Cast,258
Boston,12,1,President,,Democratic,No Preference,0
Boston,21,15,President,,Democratic,No Preference,1
Middleborough,-,5,President,,Republican,Mitt Romney,202
Needham,-,B,President,,Republican,Michele Bachmann,0
Wakefield,-,2,President,,Republican,Blank Votes,0
Lynn,1,3,President,,Green-Rainbow,Jill E. Stein,0
Belmont,-,6,President,,Green-Rainbow,Jill E. Stein,1
Granby,-,1,President,,Green-Rainbow,No Preference,1
Russell,-,1,President,,Republican,Jon Huntsman,0
Boston,12,6,President,,Democratic,Barack Obama,58
Raynham,-,1A,President,,Green-Rainbow,All Others,0
Franklin,-,4,President,,Republican,Rick Santorum,29
Brockton,3,A,President,,Democratic,All Others,1
Boston,17,6,President,,Republican,Rick Perry,0
N. Adams,2,2,President,,Democratic,Barack Obama,44
Boston,15,6,President,,Democratic,Blank Votes,2
Fall River,5,B1,President,,Republican,Mitt Romney,2
Adams,-,2,President,,Democratic,Barack Obama,67
Acton,-,5,President,,Republican,Rick Santorum,18
Brockton,4,A,President,,Republican,Michele Bachmann,0
Norton,-,2,President,,Green-Rainbow,Harley Mikkelson,0
Barnstable,-,5,President,,Democratic,Blank Votes,2
Lawrence,D,4,President,,Democratic,Total Votes Cast,92
Quincy,2,5,President,,Green-Rainbow,Blank Votes,0
Barnstable,-,13,President,,Republican,Rick Santorum,31
Boston,19,13,President,,Democratic,Blank Votes,2
Lowell,8,3,President,,Democratic,Barack Obama,54
Easton,-,1,President,,Green-Rainbow,Harley Mikkelson,0
Norwood,-,7,President,,Green-Rainbow,Harley Mikkelson,0
Marblehead,-,3,President,,Republican,Ron Paul,32
Oxford,-,1,President,,Green-Rainbow,Total Votes Cast,0
Chesterfield,-,1,President,,Republican,Ron Paul,10
Peabody,4,3A,President,,Green-Rainbow,No Preference,0
Essex,-,1,President,,Green-Rainbow,Kent Mesplay,0
Weymouth,-,15,President,,Republican,Newt Gingrich,10
Everett,6,1,President,,Democratic,No Preference,5
Amherst,-,9,President,,Democratic,No Preference,2
Washington,-,1,President,,Republican,Mitt Romney,18
Winchendon,-,3,President,,Democratic,Total Votes Cast,59
Bridgewater,-,6,President,,Democratic,No Preference,4
Northampton,6,B,President,,Republican,Rick Perry,0
Ashland,-,2,President,,Republican,Rick Perry,1
Newton,1,1,President,,Democratic,Barack Obama,73
Boston,17,3,President,,Republican,Newt Gingrich,1
Revere,5,1,President,,Democratic,Total Votes Cast,74
Brockton,3,D,President,,Green-Rainbow,No Preference,0
Newburyport,2,1,President,,Green-Rainbow,Blank Votes,0
Malden,2,1,President,,Green-Rainbow,Total Votes Cast,0
Hopkinton,-,1,President,,Green-Rainbow,No Preference,0
Waltham,9,1,President,,Green-Rainbow,All Others,0
Sandwich,-,3,President,,Green-Rainbow,No Preference,0
Boston,4,10,President,,Republican,All Others,0
Boston,5,8,President,,Green-Rainbow,All Others,0
Springfield,2,G,President,,Republican,Rick Perry,1
Lynn,2,2,President,,Democratic,Blank Votes,6
Pittsfield,3,A,President,,Republican,Jon Huntsman,2
Boston,9,4,President,,Republican,Mitt Romney,1
Brookline,-,5,President,,Democratic,All Others,0
Acton,-,4,President,,Green-Rainbow,Blank Votes,0
Salem,3,1,President,,Republican,Michele Bachmann,1
Boxborough,-,1,President,,Democratic,No Preference,3
Boston,3,5,President,,Republican,Newt Gingrich,7
Boston,21,3,President,,Republican,Mitt Romney,9
Fairhaven,-,6,President,,Republican,No Preference,1
Beverly,1,1,President,,Republican,Blank Votes,0
Boston,12,2,President,,Green-Rainbow,Total Votes Cast,0
Ludlow,-,6,President,,Democratic,All Others,13
Worcester,4,2,President,,Green-Rainbow,All Others,0
New Bedford,6,A,President,,Republican,Rick Santorum,11
Westfield,3,A,President,,Democratic,Total Votes Cast,39
Barre,-,1,President,,Republican,Rick Perry,0
Springfield,6,B,President,,Republican,Blank Votes,0
Worcester,1,2,President,,Republican,Rick Perry,0
Framingham,-,16,President,,Republican,Mitt Romney,17
